"","Year2","spp","model","fit","se","upper","lower"
"516",1974,"Sparus aurata","modI_fit",451.14577923894,0.204122361457553,678.602302766066,299.929005981098
"517",1975,"Sparus aurata","modI_fit",464.777137496746,0.20635772436401,702.238763557511,307.613021026256
"518",1976,"Sparus aurata","modI_fit",483.080675685572,0.206776537424429,730.505488827825,319.459528764515
"519",1977,"Sparus aurata","modI_fit",504.766811186044,0.205398251888434,761.197663849275,334.721907035934
"520",1978,"Sparus aurata","modI_fit",528.89689469027,0.202860106687691,793.547754428017,352.507991676745
"521",1979,"Sparus aurata","modI_fit",555.479637387547,0.200126929127894,828.888635608643,372.254624200066
"522",1980,"Sparus aurata","modI_fit",586.234236671291,0.197912574303235,870.915171122688,394.608558492039
"523",1981,"Sparus aurata","modI_fit",624.066904314602,0.196594195714739,924.678373295988,421.183745946814
"524",1982,"Sparus aurata","modI_fit",671.439852383751,0.196471168634353,994.625990145014,453.267338513226
"525",1983,"Sparus aurata","modI_fit",729.895677810201,0.197577985776449,1083.61460503573,491.639461124139
"526",1984,"Sparus aurata","modI_fit",800.164037205722,0.199642407417413,1192.85105834833,536.749732463578
"527",1985,"Sparus aurata","modI_fit",881.85075008214,0.202302619037889,1321.6391984483,588.406235478989
"528",1986,"Sparus aurata","modI_fit",974.561538696991,0.204933223771278,1468.29055228909,646.8543921547
"529",1987,"Sparus aurata","modI_fit",1079.46271014971,0.205887334880273,1629.44276841806,715.11547701367
"530",1988,"Sparus aurata","modI_fit",1198.42204632509,0.205823076594954,1808.77873096333,794.024927721878
"531",1989,"Sparus aurata","modI_fit",1333.6491295825,0.204696947935617,2008.34859021243,885.613189614675
"532",1990,"Sparus aurata","modI_fit",1486.80589241909,0.201754799249423,2225.8519052149,993.144133512643
"533",1991,"Sparus aurata","modI_fit",1654.89148139213,0.198531590568307,2461.56817820232,1112.5695560398
"534",1992,"Sparus aurata","modI_fit",1829.42406400573,0.195527956232069,2704.87881428392,1237.31695050052
"535",1993,"Sparus aurata","modI_fit",1997.16302376228,0.192983682866809,2937.90003159804,1357.656863945
"536",1994,"Sparus aurata","modI_fit",2138.34846943937,0.191075824843419,3133.60919447018,1459.1909497913
"537",1995,"Sparus aurata","modI_fit",2227.08964097337,0.189756923229448,3255.05601955269,1523.76126221401
"538",1996,"Sparus aurata","modI_fit",2243.30850951521,0.188859759320711,3272.88319674839,1537.61462488581
"539",1997,"Sparus aurata","modI_fit",2187.39248174386,0.188311758614637,3187.80854448003,1500.9326320662
"540",1998,"Sparus aurata","modI_fit",2079.34197527702,0.187923127846018,3027.98608860785,1427.90056612737
"541",1999,"Sparus aurata","modI_fit",1944.33858626688,0.187504213054015,2829.01978765512,1336.31180472575
"542",2000,"Sparus aurata","modI_fit",1800.36248133138,0.187120701698951,2617.52555420393,1238.30885203009
"543",2001,"Sparus aurata","modI_fit",1657.69042123748,0.186767816524272,2408.39597202028,1140.98244831284
"544",2002,"Sparus aurata","modI_fit",1525.11898195099,0.186595740702004,2215.02548565813,1050.09532584051
"545",2003,"Sparus aurata","modI_fit",1409.94837776372,0.187295750987642,2050.62493734689,969.438336456874
"546",2004,"Sparus aurata","modI_fit",1313.93451300245,0.1896190572385,1919.88290154238,899.233960087889
"547",2005,"Sparus aurata","modI_fit",1235.46643523413,0.194697657537952,1823.65712488559,836.98700362102
"548",2006,"Sparus aurata","modI_fit",1172.76204922167,0.204138459448775,1764.09641196884,779.646063992387
"549",2007,"Sparus aurata","modI_fit",1122.3510252192,0.219099475712063,1739.54670739696,724.137971377354
"550",2008,"Sparus aurata","modI_fit",1080.57195024031,0.240460142306653,1747.89248713379,668.024920434803
"551",2009,"Sparus aurata","modI_fit",1046.89518210023,0.267494297762574,1787.49895289834,613.141350671887
"552",2010,"Sparus aurata","modI_fit",1019.81729855368,0.299435099491571,1856.13002998767,560.320293097269
"553",1965,"Cyprinus carpio","modI_fit",10259.9223146574,0.63664701530122,36654.6134373096,2871.835112457
"554",1966,"Cyprinus carpio","modI_fit",9823.79906265042,0.605089085162675,32949.8295452144,2928.9082631187
"555",1967,"Cyprinus carpio","modI_fit",9399.89821064311,0.574119542358978,29634.4621308312,2981.59912538197
"556",1968,"Cyprinus carpio","modI_fit",8987.04183959237,0.543722921274236,26661.7402091558,3029.31918145569
"557",1969,"Cyprinus carpio","modI_fit",8586.38589586807,0.513980127329318,24002.0241945143,3071.65854659926
"558",1970,"Cyprinus carpio","modI_fit",8197.49540801756,0.484914774624026,21620.8519875839,3108.06119032955
"559",1971,"Cyprinus carpio","modI_fit",7820.15341204748,0.456563476365105,19488.6281761122,3137.9735318116
"560",1972,"Cyprinus carpio","modI_fit",7454.74731606499,0.428994080976835,17581.3593870314,3160.91926244173
"561",1973,"Cyprinus carpio","modI_fit",7100.98692187572,0.402253611191455,15874.9278494396,3176.33035834114
"562",1974,"Cyprinus carpio","modI_fit",6758.67396406995,0.376400084619315,14348.2341787826,3183.64428566029
"563",1975,"Cyprinus carpio","modI_fit",6427.9525058421,0.351514833706859,12983.5831737109,3182.37060328796
"564",1976,"Cyprinus carpio","modI_fit",6108.56226077602,0.327672404026831,11763.9085194202,3171.950277595
"565",1977,"Cyprinus carpio","modI_fit",5800.2814412053,0.304959806560916,10674.1619891159,3151.84131845626
"566",1978,"Cyprinus carpio","modI_fit",5503.13469249284,0.283485515304915,9701.58141389599,3121.60359756818
"567",1979,"Cyprinus carpio","modI_fit",5216.86309568721,0.263359278409044,8834.06117900331,3080.764328849
"568",1980,"Cyprinus carpio","modI_fit",4941.21549923016,0.244703115692864,8060.83851152483,3028.91697618363
"569",1981,"Cyprinus carpio","modI_fit",4676.31504873694,0.227644200656077,7372.80933179762,2966.02305185502
"570",1982,"Cyprinus carpio","modI_fit",4422.53659773839,0.212272622862535,6761.59404745317,2892.63594073686
"571",1983,"Cyprinus carpio","modI_fit",4180.6426988129,0.198630111502377,6219.72201368708,2810.05699879772
"572",1984,"Cyprinus carpio","modI_fit",3951.57743532346,0.186715228032212,5740.49421025662,2720.14284056904
"573",1985,"Cyprinus carpio","modI_fit",3735.91529257026,0.176475852552858,5317.1877859221,2624.8956469458
"574",1986,"Cyprinus carpio","modI_fit",3533.97045699965,0.167809006385946,4943.33412181237,2526.4218204145
"575",1987,"Cyprinus carpio","modI_fit",3345.8906746528,0.160530349992581,4612.60894486638,2427.03956492737
"576",1988,"Cyprinus carpio","modI_fit",3171.36646106077,0.154545657093077,4319.99337835691,2328.1436681661
"577",1989,"Cyprinus carpio","modI_fit",3009.94651870482,0.149692422534991,4060.50421098607,2231.19533307001
"578",1990,"Cyprinus carpio","modI_fit",2861.12905979697,0.145738680737135,3829.34467169004,2137.71812115358
"579",1991,"Cyprinus carpio","modI_fit",2724.20988690125,0.142593055793158,3623.22512566421,2048.2634256766
"580",1992,"Cyprinus carpio","modI_fit",2598.05028828135,0.140129532440592,3438.4484562426,1963.05554273592
"581",1993,"Cyprinus carpio","modI_fit",2481.47924791427,0.13824325914008,3271.80353156387,1882.06266006622
"582",1994,"Cyprinus carpio","modI_fit",2373.56223643668,0.136864570434762,3120.89874898273,1805.18438545136
"583",1995,"Cyprinus carpio","modI_fit",2273.38198140257,0.135952545436341,2983.72844130263,1732.15013867332
"584",1996,"Cyprinus carpio","modI_fit",2180.08260953719,0.135501872706854,2858.69868425429,1662.56073456944
"585",1997,"Cyprinus carpio","modI_fit",2092.8810421308,0.135549588184759,2744.61492327295,1595.90732359904
"586",1998,"Cyprinus carpio","modI_fit",2010.89632314771,0.136169248651122,2640.3699816134,1531.49143893011
"587",1999,"Cyprinus carpio","modI_fit",1933.44487631084,0.137471599652349,2545.29490920222,1468.67424918722
"588",2000,"Cyprinus carpio","modI_fit",1860.24044041541,0.139601779712123,2459.38005454158,1407.05967333786
"589",2001,"Cyprinus carpio","modI_fit",1791.0217519805,0.142729345447951,2382.72540115099,1346.25623016306
"590",2002,"Cyprinus carpio","modI_fit",1725.48151969827,0.147038678017827,2315.40243263164,1285.86134006792
"591",2003,"Cyprinus carpio","modI_fit",1663.43158854075,0.152711660242459,2257.6083734227,1225.63535922762
"592",2004,"Cyprinus carpio","modI_fit",1604.62799850179,0.159916590658272,2209.4091666953,1165.39346916314
"593",2005,"Cyprinus carpio","modI_fit",1548.82335574719,0.168795337432854,2170.77922333752,1105.06575773276
"594",2006,"Cyprinus carpio","modI_fit",1495.9316131405,0.179440901978368,2141.76652893534,1044.84375909336
"595",2007,"Cyprinus carpio","modI_fit",1445.73366180028,0.191909675090738,2122.16388230826,984.912540585228
"596",2008,"Cyprinus carpio","modI_fit",1397.94313912874,0.20621868869504,2111.58604953866,925.48680204819
"597",2009,"Cyprinus carpio","modI_fit",1352.57237805603,0.222310269234394,2109.87516672828,867.090179897711
"598",2010,"Cyprinus carpio","modI_fit",1309.41053085203,0.240135449105572,2116.67816754084,810.022026304629
"599",1965,"Sprattus sprattus","modI_fit",824.149201917566,0.678709678044319,3202.76872063652,212.073354733642
"600",1966,"Sprattus sprattus","modI_fit",858.672056055994,0.656510552984502,3192.01666993944,230.988048024642
"601",1967,"Sprattus sprattus","modI_fit",894.644963460057,0.634495595111007,3182.48666691878,251.498181897921
"602",1968,"Sprattus sprattus","modI_fit",932.129812358624,0.612683669996569,3174.29052170681,273.719743402862
"603",1969,"Sprattus sprattus","modI_fit",971.189581231601,0.591097159419197,3167.55732962032,297.771785808805
"604",1970,"Sprattus sprattus","modI_fit",1011.8909149834,0.569760952007323,3162.43619245606,323.776721967858
"605",1971,"Sprattus sprattus","modI_fit",1054.30318626941,0.548703592443046,3159.10022032186,351.858165634449
"606",1972,"Sprattus sprattus","modI_fit",1098.49811897132,0.527958033631793,3157.75069177337,382.138501474239
"607",1973,"Sprattus sprattus","modI_fit",1144.55101394356,0.507561783569592,3158.62245213268,414.736817511926
"608",1974,"Sprattus sprattus","modI_fit",1192.54032382691,0.487557983668682,3161.99047065906,449.76493039739
"609",1975,"Sprattus sprattus","modI_fit",1242.54736600294,0.467996394964692,3168.17714611444,487.322484051869
"610",1976,"Sprattus sprattus","modI_fit",1294.65730783072,0.448934044793278,3177.56163926453,527.491748392152
"611",1977,"Sprattus sprattus","modI_fit",1348.95893268356,0.430436486967241,3190.59081436305,570.330170160049
"612",1978,"Sprattus sprattus","modI_fit",1405.54434363865,0.412578994164336,3207.79135612989,615.861408242604
"613",1979,"Sprattus sprattus","modI_fit",1464.50990507533,0.395447416815185,3229.78471834156,664.065703786306
"614",1980,"Sprattus sprattus","modI_fit",1525.95611861154,0.379139298118482,3257.30371822883,714.86796361567
"615",1981,"Sprattus sprattus","modI_fit",1589.98704650786,0.363764468276231,3291.20844517889,768.12479372615
"616",1982,"Sprattus sprattus","modI_fit",1656.71107817259,0.349444687707137,3332.50320311626,823.612590671543
"617",1983,"Sprattus sprattus","modI_fit",1726.24133783371,0.336312939014912,3382.35524828696,881.016019223621
"618",1984,"Sprattus sprattus","modI_fit",1798.69556916561,0.324511724202561,3442.11176014946,939.918856787938
"619",1985,"Sprattus sprattus","modI_fit",1874.19670206248,0.314189362356917,3513.31089136989,999.801437057642
"620",1986,"Sprattus sprattus","modI_fit",1952.87286033252,0.305494282043365,3597.6833131483,1060.04672359168
"621",1987,"Sprattus sprattus","modI_fit",2034.85717753289,0.298567204127238,3697.14182592919,1119.95804540618
"622",1988,"Sprattus sprattus","modI_fit",2120.28857315441,0.29353247925291,3813.76601888982,1178.78852849967
"623",1989,"Sprattus sprattus","modI_fit",2209.31187174396,0.29048755135036,3949.76545825441,1235.78450371733
"624",1990,"Sprattus sprattus","modI_fit",2302.07783961118,0.289494135172796,4107.44176859118,1290.23433032054
"625",1991,"Sprattus sprattus","modI_fit",2398.74321074111,0.290572887684781,4289.15915847268,1341.51445038134
"626",1992,"Sprattus sprattus","modI_fit",2499.47179736651,0.293700643635383,4497.3157363694,1389.13067973163
"627",1993,"Sprattus sprattus","modI_fit",2604.43397675676,0.2988128355003,4734.3338918468,1432.74143612187
"628",1994,"Sprattus sprattus","modI_fit",2713.80652793106,0.305809696971431,5002.66948082558,1472.16319192565
"629",1995,"Sprattus sprattus","modI_fit",2827.77405687313,0.314565330836562,5304.84477492635,1507.35911341265
"630",1996,"Sprattus sprattus","modI_fit",2946.52869715303,0.32493761724509,5643.49186619155,1538.41479158635
"631",1997,"Sprattus sprattus","modI_fit",3070.26988425794,0.336777350436846,6021.40227830461,1565.50861850662
"632",1998,"Sprattus sprattus","modI_fit",3199.20600099983,0.349935936197795,6441.58434862102,1588.88225053272
"633",1999,"Sprattus sprattus","modI_fit",3333.55397257843,0.364270945859244,6907.31424470868,1608.81374357713
"634",2000,"Sprattus sprattus","modI_fit",3473.53876940826,0.379649645517678,7422.18273907122,1625.59613617005
"635",2001,"Sprattus sprattus","modI_fit",3619.39554263356,0.39595114156303,7990.14828035732,1639.52202567257
"636",2002,"Sprattus sprattus","modI_fit",3771.36916429827,0.413067008469739,8615.57943028559,1650.87275771867
"637",2003,"Sprattus sprattus","modI_fit",3929.71322957131,0.430900982607105,9303.29295675072,1659.91183320334
"638",2004,"Sprattus sprattus","modI_fit",4094.69302874593,0.449368559458608,10058.6088614285,1666.88169613144
"639",2005,"Sprattus sprattus","modI_fit",4266.58498911886,0.468395886694327,10887.3929775877,1672.00242581928
"640",2006,"Sprattus sprattus","modI_fit",4445.67458219775,0.48791841305299,11796.0938331694,1675.47179348681
"641",2007,"Sprattus sprattus","modI_fit",4632.26113952179,0.507880265827238,12791.8167185082,1677.46644100027
"642",2008,"Sprattus sprattus","modI_fit",4826.65743085571,0.528232840798663,13882.3724517102,1678.14413824956
"643",2009,"Sprattus sprattus","modI_fit",5029.18502100061,0.548933033235602,15076.3005942062,1677.64643702957
"644",2010,"Sprattus sprattus","modI_fit",5240.18772964276,0.569943889354817,16383.0145944812,1676.0997973565
"645",1965,"Liza ramada","modI_fit",6411.76828371941,1.45572429295419,117870.160286095,348.780152876064
"646",1966,"Liza ramada","modI_fit",5730.75260859195,1.40366600942298,94933.7126290094,345.941652879673
"647",1967,"Liza ramada","modI_fit",5099.57787735706,1.347930681678,75566.9584807357,344.14107766239
"648",1968,"Liza ramada","modI_fit",4514.59840388563,1.28791932186804,59332.3613387339,343.515718715564
"649",1969,"Liza ramada","modI_fit",3979.99757979937,1.2253613960007,46154.9402646146,343.200113452496
"650",1970,"Liza ramada","modI_fit",3493.67600236942,1.16041995504746,35580.3809056006,343.047817332689
"651",1971,"Liza ramada","modI_fit",3054.0331616127,1.09348739483481,27206.0086410411,342.833036455037
"652",1972,"Liza ramada","modI_fit",2660.47819753789,1.02553502970453,20688.4575724448,342.130108771467
"653",1973,"Liza ramada","modI_fit",2310.1031389247,0.95692751691089,15660.5875065886,340.764770812371
"654",1974,"Liza ramada","modI_fit",2000.08002008282,0.888154596897133,11816.4943724764,338.536960340138
"655",1975,"Liza ramada","modI_fit",1727.97550486581,0.820043713528343,8908.78547541921,335.163457875919
"656",1976,"Liza ramada","modI_fit",1490.35732216709,0.753125304691683,6721.19868333973,330.471550148162
"657",1977,"Liza ramada","modI_fit",1283.93244011695,0.688057032914325,5083.71174361088,324.267502549973
"658",1978,"Liza ramada","modI_fit",1105.77035891969,0.625777438884279,3865.52353111709,316.316296310846
"659",1979,"Liza ramada","modI_fit",952.627311205812,0.567094992543202,2961.38914571753,306.443614601462
"660",1980,"Liza ramada","modI_fit",821.533772515518,0.512992339027139,2291.94876897218,294.473309578487
"661",1981,"Liza ramada","modI_fit",709.916323148489,0.464683551421685,1798.15103147695,280.277450030832
"662",1982,"Liza ramada","modI_fit",615.291689726805,0.422856226016375,1433.4062726827,264.114836569206
"663",1983,"Liza ramada","modI_fit",535.642081499266,0.387298295065405,1162.19155096894,246.871902685631
"664",1984,"Liza ramada","modI_fit",469.27817019601,0.357301188498971,958.910824974524,229.658478439188
"665",1985,"Liza ramada","modI_fit",414.447489305188,0.332308758854849,805.581035133618,213.22091000179
"666",1986,"Liza ramada","modI_fit",369.668733591442,0.31209336367395,690.070673242205,198.030401658783
"667",1987,"Liza ramada","modI_fit",333.541785310676,0.29589545137231,602.784078324146,184.560486165343
"668",1988,"Liza ramada","modI_fit",304.166577782637,0.283876497297887,536.640547656403,172.40088816255
"669",1989,"Liza ramada","modI_fit",279.932722359444,0.27575750181094,485.92986395287,161.262632450945
"670",1990,"Liza ramada","modI_fit",259.680922153166,0.270835962996286,446.359901599322,151.075804723273
"671",1991,"Liza ramada","modI_fit",242.863788466962,0.269999975175537,416.755906894036,141.528455320784
"672",1992,"Liza ramada","modI_fit",229.510494096313,0.27323900584393,396.401174771628,132.883226016373
"673",1993,"Liza ramada","modI_fit",219.5739093867,0.279604970510549,384.098424629258,125.521737637677
"674",1994,"Liza ramada","modI_fit",212.59206937878,0.287732827183894,377.979823255415,119.570900831423
"675",1995,"Liza ramada","modI_fit",208.059259402602,0.296538786140187,376.493398182796,114.97852454279
"676",1996,"Liza ramada","modI_fit",205.726722123196,0.305145447943155,378.736075707526,111.749281122716
"677",1997,"Liza ramada","modI_fit",205.452303300448,0.312584578284297,383.900368863137,109.952092665239
"678",1998,"Liza ramada","modI_fit",207.10845182683,0.318085222586866,391.2759334002,109.625732524249
"679",1999,"Liza ramada","modI_fit",210.703662959139,0.321459445716491,400.763547709327,110.778622053218
"680",2000,"Liza ramada","modI_fit",216.342840253178,0.323076372325157,412.822251862852,113.376215350817
"681",2001,"Liza ramada","modI_fit",224.12374296242,0.323836892592802,428.32065476388,117.275344069447
"682",2002,"Liza ramada","modI_fit",234.258522076631,0.325227992302013,448.936425015457,122.237920800563
"683",2003,"Liza ramada","modI_fit",247.153639305085,0.328921058811315,477.16019942418,128.01763746319
"684",2004,"Liza ramada","modI_fit",263.318161721599,0.336277631388296,515.902763138788,134.39829992496
"685",2005,"Liza ramada","modI_fit",283.368847609953,0.348252489776925,568.643884992779,141.209473828796
"686",2006,"Liza ramada","modI_fit",307.92596092878,0.365289985323107,639.341882141632,148.306250634317
"687",2007,"Liza ramada","modI_fit",337.374193330466,0.387666463936219,732.545612216586,155.377828256966
"688",2008,"Liza ramada","modI_fit",372.243054824766,0.415947148806658,855.290614955139,162.009134021121
"689",2009,"Liza ramada","modI_fit",413.59943884365,0.450482752936951,1018.27314078607,167.994704917511
"690",2010,"Liza ramada","modI_fit",461.898049354946,0.492175197285,1236.07286544835,172.602937870105
"691",1965,"Atherina boyeri","modI_fit",58942.3436691008,1.92645783787649,2777969.14381523,1250.62579796511
"692",1966,"Atherina boyeri","modI_fit",50672.9277231715,1.8684144339593,2126474.37849208,1207.51306952431
"693",1967,"Atherina boyeri","modI_fit",43347.0207178682,1.80181593509821,1592196.58979039,1180.1081707898
"694",1968,"Atherina boyeri","modI_fit",36857.7646271212,1.72571035194414,1162684.70323088,1168.41204630393
"695",1969,"Atherina boyeri","modI_fit",31182.9294439726,1.64357454562078,834656.199650987,1165.00073816546
"696",1970,"Atherina boyeri","modI_fit",26243.7415367289,1.55576722483397,589315.676052436,1168.70125441114
"697",1971,"Atherina boyeri","modI_fit",21967.6812634493,1.46301955373374,409776.318938025,1177.66449106466
"698",1972,"Atherina boyeri","modI_fit",18299.5248992539,1.36706691877616,281746.839445793,1188.55853786016
"699",1973,"Atherina boyeri","modI_fit",15170.3115614298,1.26844211199448,191756.158128878,1200.16147130031
"700",1974,"Atherina boyeri","modI_fit",12515.0919752537,1.1678341072895,129360.552804082,1210.78275992121
"701",1975,"Atherina boyeri","modI_fit",10279.7201252077,1.06645788111386,86755.0644291571,1218.05737276456
"702",1976,"Atherina boyeri","modI_fit",8408.13482164193,0.964932637294714,57920.1271277148,1220.59005538817
"703",1977,"Atherina boyeri","modI_fit",6848.59367946149,0.864030483231944,38555.7133553465,1216.505448987
"704",1978,"Atherina boyeri","modI_fit",5557.97543897603,0.76493323715054,25664.2862806317,1203.66062950185
"705",1979,"Atherina boyeri","modI_fit",4495.2656056874,0.668646136561286,17121.1925818315,1180.2573196402
"706",1980,"Atherina boyeri","modI_fit",3623.56992569093,0.576555297528473,11479.5857100905,1143.79206166214
"707",1981,"Atherina boyeri","modI_fit",2912.95870103064,0.490649934533295,7771.54642344901,1091.84555191067
"708",1982,"Atherina boyeri","modI_fit",2336.1631287452,0.413456922820734,5341.05789313485,1021.83093186906
"709",1983,"Atherina boyeri","modI_fit",1869.12910259094,0.348652185066,3753.83120072947,930.687453786818
"710",1984,"Atherina boyeri","modI_fit",1495.08571671332,0.300031753960197,2724.39680790028,820.468330398219
"711",1985,"Atherina boyeri","modI_fit",1201.42023508057,0.26882898074432,2056.82256471765,701.767184987686
"712",1986,"Atherina boyeri","modI_fit",974.679593214524,0.252245261255878,1614.20736119993,588.524332290641
"713",1987,"Atherina boyeri","modI_fit",801.73817385455,0.24304431460031,1303.58145027734,493.090860781176
"714",1988,"Atherina boyeri","modI_fit",672.249423317115,0.237801784322697,1081.63926351232,417.809617674855
"715",1989,"Atherina boyeri","modI_fit",577.852057251765,0.233555937427089,921.893543632192,362.203426172728
"716",1990,"Atherina boyeri","modI_fit",511.769164913094,0.227505083498476,806.645137110512,324.687605622996
"717",1991,"Atherina boyeri","modI_fit",468.013687849427,0.221798722707511,729.307160635327,300.335474320052
"718",1992,"Atherina boyeri","modI_fit",441.96005733891,0.217010165407719,682.143359840491,286.345515887873
"719",1993,"Atherina boyeri","modI_fit",429.478215029272,0.213315003134919,657.997429449782,280.322580194528
"720",1994,"Atherina boyeri","modI_fit",425.206609721708,0.210777280421372,648.154926681252,278.946673871296
"721",1995,"Atherina boyeri","modI_fit",423.142404775834,0.209246931209289,643.037240351539,278.44342984178
"722",1996,"Atherina boyeri","modI_fit",419.133763460183,0.208436788289806,635.914226396762,276.252840996657
"723",1997,"Atherina boyeri","modI_fit",411.852708956458,0.208191988193398,624.561472384543,271.586803500963
"724",1998,"Atherina boyeri","modI_fit",402.686179190212,0.208327967998764,610.826820547763,265.469939197164
"725",1999,"Atherina boyeri","modI_fit",395.625002881982,0.208638324276754,600.488474844133,260.653034091945
"726",2000,"Atherina boyeri","modI_fit",394.947263957433,0.209063657032705,599.969944274061,259.985258921921
"727",2001,"Atherina boyeri","modI_fit",402.850917141957,0.209419972122465,612.412763354854,264.999149516549
"728",2002,"Atherina boyeri","modI_fit",421.114851100018,0.209508427782159,640.29080598584,276.964335828543
"729",2003,"Atherina boyeri","modI_fit",453.51620279155,0.209456850519898,689.484831883872,298.305251520179
"730",2004,"Atherina boyeri","modI_fit",504.8366830335,0.209547547150999,767.647060853216,332.001631391642
"731",2005,"Atherina boyeri","modI_fit",579.093895144455,0.210813699200359,882.794134893213,379.873094007521
"732",2006,"Atherina boyeri","modI_fit",678.263478464608,0.215823488188285,1044.3842957958,440.490486184844
"733",2007,"Atherina boyeri","modI_fit",799.47940431181,0.228392628809241,1262.36980218577,506.323358505613
"734",2008,"Atherina boyeri","modI_fit",936.665084197993,0.253461835747139,1555.02897158508,564.196227843484
"735",2009,"Atherina boyeri","modI_fit",1089.9177299406,0.294958272109071,1966.03487472517,604.221559500533
"736",2010,"Atherina boyeri","modI_fit",1266.5291803129,0.354497395060545,2573.52105215331,623.307962933463
