Date;Day;Month;Year;Point_Label;Sampling_Point;Alcalinidad (mg/L CO3Ca);Amonio total (mg/L NH4);Bicarbonatos (mg/L CO3Ca);Calcio (mg/L Ca);Carbonatos (mg/L CO3Ca);Caudal en superficie (m3/s);Cloruros (mg/L Cl);Conductividad a 20 ºC (µS/cm);DBO5 (mg/L O2);Dureza total (mg/L CO3Ca);Fluoruros (mg/L F);Fosfatos (mg/L PO4);Fósforo Total (mg/L P);Magnesio (mg/L Mg);Materias en suspensión (mg/L);Nitratos (mg/L NO3);Nitritos (mg/L NO2);Nitrógeno Kjeldahl (mg/L N);Oxígeno disuelto (% sat.);Oxígeno disuelto (mg/L O2);pH;Potasio (mg/L K);Sílice (mg/L SiO2);Sodio (mg/L Na);Sulfatos (mg/L SO4);Temperatura del agua (ºC);Temperatura del aire (ºC);Turbidez (N.T.U.)
13/4/1988 17:00;13;4;1988;Ebro en Tortosa;2;160,00;0,03;160,00;84,20;0,00;950,00;62,00;633,00;1,80;260,00;0,20;0,64;;20,00;15,00;8,90;;;102,90;10,70;7,80;2,60;;47,50;100,90;14,40;21,00;
20/4/1988 10:00;20;4;1988;Segre en Serós;12;;;;;;81,20;;484,00;7,80;;;;;;26,00;;;;85,50;8,80;7,60;;;;;13,30;14,80;
16/5/1988 12:00;16;5;1988;Ebro en Ribarroja;10;;;;;;630,00;;734,00;1,00;;;;;;7,00;;;;78,60;7,70;7,70;;;;;15,70;22,60;
16/5/1988 13:00;16;5;1988;Ebro en Ascó;7;147,50;0,17;147,50;82,20;0,00;207,00;48,00;552,00;2,50;260,00;0,19;0,39;;13,40;12,00;5,70;;;95,90;9,40;7,70;2,30;;33,50;100,90;16,10;23,30;
16/5/1988 16:00;16;5;1988;Ebro en Tortosa;2;150,00;0,14;150,00;82,20;0,00;930,00;48,50;573,00;1,90;260,00;0,20;0,37;;13,40;10,00;5,90;;;91,80;8,90;7,80;2,30;;35,00;97,60;17,10;22,80;
23/5/1988 10:00;23;5;1988;Segre en Serós;12;;;;;;132,00;;357,00;2,80;;;;;;39,00;;;;90,00;9,00;7,80;;;;;14,80;17,00;
8/6/1988 10:00;8;6;1988;Segre en Serós;12;;;;;;86,40;;321,00;3,50;;;;;;21,00;;;;95,90;9,30;6,70;;;;;15,50;17,50;
14/6/1988 13:00;14;6;1988;Ebro en Ribarroja;10;;;;;;633,40;;685,00;0,90;;;;;;7,00;;;;69,80;6,50;7,40;;;;;17,80;25,50;
14/6/1988 14:00;14;6;1988;Ebro en Ascó;7;145,00;0,06;145,00;86,20;0,00;825,00;63,00;691,00;2,30;275,00;0,22;0,61;;14,60;19,00;9,70;;;88,10;8,20;7,50;3,00;;49,50;118,20;18,00;25,80;
14/6/1988 17:00;14;6;1988;Ebro en Tortosa;2;147,50;0,05;147,50;88,20;0,00;687,00;61,00;684,00;1,50;280,00;0,20;0,47;;14,60;16,00;9,20;;;98,70;8,90;7,70;2,80;;47,50;125,20;19,80;26,00;
5/7/1988 13:00;5;7;1988;Ebro en Ascó;7;145,00;0,03;145,00;88,20;0,00;149,00;68,00;679,00;1,80;290,00;0,20;0,38;;17,00;21,00;8,50;;;77,60;7,00;7,60;1,60;;47,50;124,80;20,30;25,70;
5/7/1988 13:00;5;7;1988;Ebro en Ribarroja;10;150,00;0,28;150,00;84,20;0,00;;67,00;676,00;3,40;290,00;0,11;0,42;;19,50;38,00;8,50;;;83,90;7,40;7,60;1,90;;48,50;121,50;20,60;24,40;
5/7/1988 17:00;5;7;1988;Ebro en Tortosa;2;145,00;0,01;145,00;88,20;0,00;91,00;64,00;660,00;3,40;270,00;0,17;0,49;;12,20;46,00;7,60;;;105,50;9,10;7,70;1,50;;46,20;119,50;21,50;26,20;
6/7/1988 10:00;6;7;1988;Segre en Serós;12;110,00;0,48;110,00;64,10;0,00;76,00;24,00;448,00;2,90;210,00;0,10;0,78;;12,20;20,00;5,50;;;77,60;7,30;7,70;1,40;;21,80;109,20;18,20;20,00;
10-ag-1988 12:00:00;10;8;1988;Ebro en Ribarroja;10;;;;;;263,18;;794,00;3,90;;;;;;6,00;;;;41,80;3,60;7,40;;;;;23,00;31,00;
10-ag-1988 13:00:00;10;8;1988;Ebro en Ascó;7;155,00;0,12;155,00;92,20;0,00;310,00;83,00;790,00;1,10;310,00;0,13;0,39;;19,50;7,00;9,70;;;83,60;6,70;7,70;1,70;;57,80;154,20;26,70;32,00;
10-ag-1988 17:00:00;10;8;1988;Ebro en Tortosa;2;160,00;0,04;160,00;96,20;0,00;224,00;91,00;816,00;1,10;320,00;0,10;0,40;;19,50;6,00;9,60;;;100,00;8,20;8,00;1,80;;62,10;160,40;26,00;32,00;
22-ag-1988 10:00:00;22;8;1988;Segre en Serós;12;;;;;;20,40;;866,00;4,00;;;;;;18,00;;;;82,50;7,60;7,80;;;;;19,00;21,50;
12/9/1988 13:00;12;9;1988;Ebro en Ribarroja;10;;;;;;;;1114,00;4,00;;;;;;1,00;;;;29,00;2,50;7,30;;;;;23,00;28,50;
12/9/1988 14:00;12;9;1988;Ebro en Ascó;7;180,00;0,54;180,00;120,20;0,00;445,00;147,00;1121,00;3,70;410,00;0,24;0,71;;26,80;4,00;8,90;;;57,00;4,80;7,50;4,60;;100,70;246,00;23,50;27,80;
12/9/1988 17:00;12;9;1988;Ebro en Tortosa;2;175,00;0,26;175,00;118,20;0,00;205,00;140,00;1088,00;4,70;405,00;0,24;0,77;;26,80;5,00;9,50;;;80,00;6,50;7,60;4,60;;99,00;234,00;26,00;33,00;
21/9/1988 10:00;21;9;1988;Segre en Serós;12;;;;;;31,50;;541,00;2,50;;;;;;16,00;;;;83,30;8,00;7,80;;;;;17,40;18,00;
17/10/1988 11:00;17;10;1988;Segre en Serós;12;;;;;;27,20;;550,00;8,80;;;;;;11,00;;;;83,10;7,90;7,70;;;;;16,70;20,00;
17/10/1988 13:00;17;10;1988;Ebro en Ribarroja;10;;;;;;250,34;;1180,00;2,50;;;;;;4,00;;;;66,50;6,00;7,70;;;;;20,00;27,50;
17/10/1988 14:00;17;10;1988;Ebro en Ascó;7;157,50;0,28;157,50;130,30;0,00;256,00;169,00;1220,00;6,10;440,00;0,17;0,76;;28,00;5,00;12,70;;;109,20;9,10;7,90;4,70;;123,80;276,00;24,00;29,00;
17/10/1988 17:00;17;10;1988;Ebro en Tortosa;2;167,50;0,14;167,50;126,30;0,00;216,00;171,00;1221,00;2,80;445,00;0,19;0,55;;31,60;5,00;13,40;;;90,40;7,80;7,90;4,60;;128,70;281,40;22,00;25,00;
9/11/1988 10:00;9;11;1988;Segre en Serós;12;;;;;;45,20;;493,00;9,60;;;;;;45,00;;;;88,00;8,80;7,80;;;;;14,60;16,00;
21/11/1988 12:00;21;11;1988;Ebro en Ribarroja;10;;;;;;228,00;;1104,00;1,20;;;;;;5,00;;;;60,60;6,30;7,60;;;;;13,20;9,20;
21/11/1988 13:00;21;11;1988;Ebro en Ascó;7;175,00;0,09;175,00;132,30;0,00;2,94;147,00;1101,00;1,70;445,00;0,21;0,43;;28,00;8,00;14,20;;;86,70;8,50;7,80;4,60;;102,30;241,00;15,70;9,80;
21/11/1988 16:00;21;11;1988;Ebro en Tortosa;2;177,50;0,06;177,50;126,30;0,00;227,00;138,00;1031,00;1,40;440,00;0,23;0,37;;30,40;9,00;14,30;;;92,10;9,30;7,80;4,50;;94,10;240,20;14,70;10,20;
12/12/1988 13:00;12;12;1988;Ebro en Ribarroja;10;;;;;;232,32;;984,00;2,10;;;;;;3,00;;;;80,50;9,10;7,40;;;;;9,50;12,00;
12/12/1988 14:00;12;12;1988;Ebro en Ascó;7;175,00;0,32;175,00;124,20;0,00;260,00;146,00;1013,00;4,60;430,00;0,16;0,60;;29,20;8,00;13,60;;;93,70;10,40;7,50;4,00;;80,90;233,60;11,00;12,00;
12/12/1988 17:00;12;12;1988;Ebro en Tortosa;2;177,50;0,21;177,50;122,20;0,00;202,00;140,00;1006,00;2,40;425,00;0,13;0,51;;29,20;10,00;13,70;;;96,30;10,40;7,30;4,20;;82,60;241,30;11,50;14,00;
15/12/1988 11:00;15;12;1988;Segre en Serós;12;;;;;;56,00;;440,00;4,00;;;;;;28,00;;;;80,80;10,00;7,80;;;;;6,00;1,50;
16/1/1989 13:00;16;1;1989;Ebro en Ribarroja;10;182,50;0,46;182,50;130,30;0,00;189,90;155,00;1127,00;2,10;445,00;;0,56;;29,20;3,00;16,60;;;65,70;8,10;8,00;5,00;;110,20;270,00;6,60;5,00;
16/1/1989 15:00;16;1;1989;Ebro en Ascó;7;182,50;0,41;182,50;130,30;0,00;234,00;163,00;1167,00;2,90;460,00;0,22;0,58;;32,80;4,00;16,60;;;80,70;9,80;8,00;4,80;;110,20;282,00;8,10;6,00;
16/1/1989 18:00;16;1;1989;Ebro en Tortosa;2;185,00;0,28;185,00;132,30;0,00;155,00;161,00;1171,00;2,70;470,00;0,24;0,54;;34,00;4,00;17,20;;;84,50;10,00;8,00;4,70;;108,00;288,00;9,30;6,50;
18/1/1989 10:00;18;1;1989;Segre en Serós;12;147,50;1,26;147,50;82,20;0,00;28,00;42,50;530,00;5,70;275,00;;1,23;;17,20;8,00;7,40;;;77,60;9,70;7,80;3,30;;29,70;119,50;6,30;6,00;
8/2/1989 13:00;8;2;1989;Ebro en Ascó;7;185,00;0,57;185,00;132,30;0,00;192,00;163,00;1089,00;4,20;455,00;0,21;0,87;;30,40;16,00;1,90;;;95,10;11,60;8,10;4,90;;110,20;252,10;6,80;9,50;
8/2/1989 13:00;8;2;1989;Ebro en Ribarroja;10;;;;;;143,06;;1044,00;3,80;;;;;;5,00;;;;72,70;9,60;7,80;;;;;4,40;9,00;
8/2/1989 16:00;8;2;1989;Ebro en Tortosa;2;190,00;0,39;190,00;132,30;0,00;121,00;169,00;1143,00;3,70;470,00;0,23;1,00;;34,00;6,00;1,90;;;87,40;10,40;8,00;5,00;;114,80;276,00;8,40;12,80;
22/2/1989 11:00;22;2;1989;Segre en Serós;12;;;;;;17,30;;665,00;17,60;;;;;;31,00;;;;90,60;10,40;7,90;;;;;9,00;10,60;
8/3/1989 13:00;8;3;1989;Ebro en Ascó;7;190,00;0,37;190,00;140,30;0,00;74,00;188,00;1294,00;5,10;490,00;0,21;0,95;;34,10;4,00;15,20;;;117,60;12,00;7,70;5,00;;121,80;300,00;14,70;15,80;
8/3/1989 13:00;8;3;1989;Ebro en Ribarroja;10;;;;;;70,78;;1185,00;4,30;;;;;;5,00;;;;83,60;9,70;8,00;;;;;9,30;13,80;
8/3/1989 16:00;8;3;1989;Ebro en Tortosa;2;190,00;0,26;190,00;142,30;0,00;;189,50;1309,00;8,70;495,00;0,24;0,94;;34,10;14,00;15,50;;;91,20;9,30;7,70;5,00;;117,80;294,00;15,40;17,80;
15/3/1989 10:00;15;3;1989;Segre en Serós;12;;;;;;29,30;;576,00;12,60;;;;;;25,00;;;;99,20;10,30;7,80;;;;;12,50;12,00;
12/4/1989 11:00;12;4;1989;Segre en Serós;12;;;;;;36,80;;747,00;10,20;;;;;;35,00;;;;77,50;7,90;7,60;;;;;13,70;12,20;
12/4/1989 12:00;12;4;1989;Ebro en Ribarroja;10;;;;;;92,66;;1041,00;3,00;;;;;;7,00;;;;70,30;7,30;7,90;;;;;12,60;14,00;
12/4/1989 14:00;12;4;1989;Ebro en Ascó;7;175,00;0,37;175,00;120,20;0,00;95,00;145,00;1093,00;4,00;420,00;0,22;1,06;;29,20;6,00;3,00;;;94,00;9,40;8,00;4,60;;97,50;252,00;15,10;15,00;
12/4/1989 17:00;12;4;1989;Ebro en Tortosa;2;180,00;0,22;180,00;128,30;0,00;60,00;165,00;1184,00;2,70;440,00;0,24;0,88;;29,20;9,00;3,00;;;95,70;9,10;8,00;4,80;;110,20;276,00;17,40;18,50;
15/5/1989 12:00;15;5;1989;Ebro en Ribarroja;10;;;;;;204,55;;1115,00;2,10;;;;;;12,00;;;;62,60;6,20;7,50;;;;;15,70;20,00;
15/5/1989 13:00;15;5;1989;Ebro en Ascó;7;172,50;0,05;172,50;122,20;0,00;381,00;153,00;1125,00;4,30;425,00;0,29;0,68;;29,20;34,00;18,10;;;96,80;9,00;7,60;5,00;;103,20;225,40;18,50;23,00;
15/5/1989 16:00;15;5;1989;Ebro en Tortosa;2;180,00;0,10;180,00;124,20;0,00;197,00;161,50;1166,00;3,60;425,00;0,31;0,68;;28,00;27,00;12,90;;;100,00;9,30;8,00;5,30;;110,80;216,50;19,20;24,50;
17/5/1989 10:00;17;5;1989;Segre en Serós;12;;;;;;36,80;;509,00;19,60;;;;;;29,00;;;;95,40;8,60;8,20;;;;;19,70;20,00;
12/6/1989 13:00;12;6;1989;Ebro en Ribarroja;10;;;;;;104,71;;943,00;8,80;;;;;;4,00;;;;58,80;5,70;7,30;;;;;17,30;30,20;
12/6/1989 14:00;12;6;1989;Ebro en Ascó;7;160,00;0,14;160,00;110,20;0,00;152,00;128,00;983,00;6,80;390,00;0,20;0,75;;28,00;13,00;12,70;;;117,70;10,60;7,60;4,00;;76,80;210,00;21,30;31,30;
16/6/1989 12:00;16;6;1989;Ebro en Tortosa;2;175,00;0,09;175,00;110,20;0,00;;120,00;977,00;3,30;385,00;0,21;0,68;;26,80;10,00;12,00;;;117,20;10,20;7,60;4,40;;78,00;222,00;22,60;30,70;
21/6/1989 11:00;21;6;1989;Segre en Serós;12;;;;;;36,80;;654,00;9,60;;;;;;25,00;;;;90,90;8,10;7,80;;;;;21,40;26,50;
5/7/1989 10:00;5;7;1989;Segre en Serós;12;137,50;0,13;137,50;80,20;0,00;33,80;38,00;581,00;16,80;265,00;0,16;0,85;;15,80;14,00;7,50;;;86,70;7,30;7,90;2,80;;32,30;130,20;24,20;27,00;
10/7/1989 12:00;10;7;1989;Ebro en Ribarroja;10;167,50;0,49;167,50;100,20;0,00;;110,00;961,00;8,20;355,00;0,15;0,56;;25,50;11,00;13,00;;;36,60;3,40;7,60;4,40;;77,90;210,00;19,00;28,00;
10/7/1989 13:00;10;7;1989;Ebro en Ascó;7;160,00;0,39;160,00;104,20;0,00;298,00;117,00;984,00;7,20;345,00;0,22;0,58;;20,70;12,00;11,70;;;83,90;7,30;7,90;3,90;;79,20;210,00;22,60;30,50;
10/7/1989 16:00;10;7;1989;Ebro en Tortosa;2;167,50;0,19;167,50;104,20;0,00;150,00;120,00;938,00;6,60;350,00;0,23;0,60;;21,90;9,00;13,80;;;67,00;5,90;7,60;4,50;;82,60;181,30;22,20;32,00;
07-ag-1989 13:00:00;7;8;1989;Ebro en Ribarroja;10;;;;;;97,03;;1052,00;2,80;;;;;;7,00;;;;23,60;2,10;7,60;;;;;21,30;33,00;
07-ag-1989 14:00:00;7;8;1989;Ebro en Ascó;7;167,50;0,22;167,50;116,20;0,00;205,00;146,50;1058,00;4,90;390,00;0,20;0,81;;24,30;10,00;7,50;;;127,90;10,00;7,90;4,20;;90,80;228,00;28,00;33,00;
07-ag-1989 17:00:00;7;8;1989;Ebro en Tortosa;2;175,00;0,08;175,00;118,20;0,00;68,00;147,00;1080,00;5,00;400,00;0,19;0,74;;25,50;12,00;7,70;;;108,40;8,80;8,10;4,30;;94,00;228,00;26,30;32,00;
21-ag-1989 11:00:00;21;8;1989;Segre en Serós;12;;;;;;62,40;;781,00;10,20;;;;;;66,00;;;;88,20;7,60;7,40;;;;;23,20;25,00;
11/9/1989 13:00;11;9;1989;Ebro en Ribarroja;10;;;;;;99,73;;1049,00;1,50;;;;;;4,00;;;;45,90;4,00;7,40;;;;;21,50;22,00;
11/9/1989 14:00;11;9;1989;Ebro en Ascó;7;157,50;0,15;157,50;122,20;0,00;152,00;146,50;1170,00;3,10;430,00;0,22;0,56;;30,40;2,00;12,50;;;132,30;11,00;8,10;5,40;;100,70;288,00;25,00;22,00;
11/9/1989 17:00;11;9;1989;Ebro en Tortosa;2;170,00;0,04;170,00;130,30;0,00;59,00;148,00;1163,00;2,90;460,00;0,23;0,84;;32,80;24,00;13,90;;;87,80;7,30;7,70;5,90;;102,80;294,00;24,50;27,00;
20/9/1989 10:00;20;9;1989;Segre en Serós;12;;;;;;;;;;;;;;;;;;;87,20;;;;;;;;;
16/10/1989 12:00;16;10;1989;Ebro en Ribarroja;10;;;;;;109,44;;1199,00;4,40;;;;;;4,00;;;;51,00;4,70;7,70;;;;;18,60;19,50;
16/10/1989 13:00;16;10;1989;Ebro en Ascó;7;162,50;0,90;162,50;128,30;0,00;152,00;172,00;1167,00;3,20;440,00;0,25;0,76;;29,20;31,00;7,70;;;94,00;8,10;8,00;4,70;;118,80;288,00;22,50;20,00;
16/10/1989 16:00;16;10;1989;Ebro en Tortosa;2;165,00;0,49;165,00;122,20;0,00;53,00;161,00;1134,00;3,80;435,00;0,28;0,82;;31,60;24,00;8,30;;;87,80;7,90;8,10;4,70;;114,80;288,00;21,30;20,00;
17/10/1989 11:00;17;10;1989;Segre en Serós;12;;;;;;27,20;;;;;;;;;11,00;;;;83,10;7,90;7,70;;;;;16,70;;
18/10/1989 11:00;18;10;1989;Segre en Serós;12;;;;;;;;579,00;10,40;;;;;;;;;;;;;;;;;;15,00;
15/11/1989 12:00;15;11;1989;Ebro en Ribarroja;10;;;;;;143,00;;1250,00;5,00;;;;;;2,00;;;;51,50;5,20;7,90;;;;;15,20;16,00;
15/11/1989 13:00;15;11;1989;Ebro en Ascó;7;180,00;0,21;180,00;136,30;0,00;136,00;186,00;1268,00;3,80;475,00;0,22;0,70;;32,80;26,00;11,90;;;82,90;7,80;7,90;4,90;;119,20;300,00;17,90;18,00;
15/11/1989 16:00;15;11;1989;Ebro en Tortosa;2;160,00;0,15;160,00;140,30;0,00;103,00;191,00;1287,00;2,60;490,00;0,24;0,96;;34,00;33,00;11,90;;;80,80;7,60;7,90;5,00;;119,20;306,00;17,80;17,00;
20/11/1989 10:00;20;11;1989;Segre en Serós;12;;;;;;74,10;;663,00;11,20;;;;;;187,00;;;;70,60;7,20;7,70;;;;;13,40;13,50;
11/12/1989 12:00;11;12;1989;Ebro en Ribarroja;10;;;;;;184,63;;1244,00;2,00;;;;;;5,00;;;;52,00;5,50;7,90;;;;;12,30;13,00;
11/12/1989 13:00;11;12;1989;Ebro en Ascó;7;175,00;0,10;175,00;130,00;0,00;167,00;183,00;1304,00;1,90;460,00;0,20;0,67;;32,80;7,00;14,90;;;78,20;7,90;7,80;5,40;;132,00;294,00;14,80;14,00;
11/12/1989 16:00;11;12;1989;Ebro en Tortosa;2;185,00;0,04;185,00;136,30;0,00;148,00;174,00;1247,00;2,50;490,00;0,19;0,62;;36,50;8,00;15,50;;;89,10;9,00;7,90;5,20;;123,80;288,00;15,20;13,50;
13/12/1989 9:00;13;12;1989;Segre en Serós;12;;;;;;70,00;;776,00;5,70;;;;;;14,00;;;;84,60;9,20;7,90;;;;;10,80;9,20;
15/1/1990 12:00;15;1;1990;Ebro en Ribarroja;10;190,00;0,30;190,00;114,20;0,00;179,00;140,00;1116,00;2,00;390,00;;0,18;;25,50;6,00;11,20;;;63,10;7,00;7,80;4,60;;101,90;228,00;10,80;8,20;
15/1/1990 16:00;15;1;1990;Ebro en Tortosa;2;187,50;0,15;187,50;120,20;0,00;170,00;154,00;1098,00;3,20;425,00;0,16;0,13;;30,40;7,00;12,10;;;89,00;10,00;7,90;4,60;;103,20;240,00;13,40;13,20;
16/1/1990 15:00;16;1;1990;Ebro en Ascó;7;182,50;0,41;182,50;130,30;0,00;190,00;163,00;1167,00;2,90;460,00;0,16;0,13;;32,80;11,00;11,80;;;80,70;9,10;7,80;4,80;;107,20;282,00;8,10;6,00;
22/1/1990 10:00;22;1;1990;Segre en Serós;12;165,00;1,66;165,00;92,20;0,00;54,40;44,50;645,00;8,80;305,00;;1,22;;18,20;10,00;7,30;;;78,40;9,80;7,60;4,20;;37,30;135,50;5,90;0,00;
12/2/1990 14:00;12;2;1990;Ebro en Ascó;7;165,00;0,18;165,00;130,30;0,00;183,00;190,00;1213,00;3,90;455,00;0,30;0,60;;31,60;12,00;12,10;;;112,90;11,40;8,20;5,20;;114,80;282,00;14,50;19,00;
12/2/1990 14:00;12;2;1990;Ebro en Ribarroja;10;;;;;;183,98;;1172,00;3,60;;;;;;6,00;;;;90,10;9,80;7,80;;;;;10,50;17,00;
12/2/1990 18:00;12;2;1990;Ebro en Tortosa;2;170,00;0,13;170,00;132,30;0,00;160,00;194,00;1207,00;3,80;465,00;0,22;0,54;;32,80;17,00;11,40;;;96,20;9,80;8,10;5,50;;116,80;288,00;14,00;19,50;
21/2/1990 11:00;21;2;1990;Segre en Serós;12;;;;;;58,20;;392,00;6,60;;;;;;10,00;;;;86,70;9,80;7,70;;;;;9,90;11,00;
12/3/1990 13:00;12;3;1990;Ebro en Ribarroja;10;;;;;;106,86;;1116,00;2,70;;;;;;4,00;;;;83,30;9,00;7,70;;;;;12,00;20,00;
12/3/1990 14:00;12;3;1990;Ebro en Ascó;7;165,00;0,19;165,00;144,30;0,00;93,00;190,00;1164,00;4,70;470,00;0,23;0,55;;26,80;6,00;11,10;;;109,80;11,20;7,80;5,20;;114,30;282,00;15,20;19,20;
12/3/1990 18:00;12;3;1990;Ebro en Tortosa;2;175,00;0,14;175,00;128,30;0,00;57,00;179,00;1138,00;2,60;440,00;0,22;0,57;;29,20;7,00;10,70;;;99,00;9,80;7,70;4,90;;121,20;270,00;16,00;19,20;
21/3/1990 10:00;21;3;1990;Segre en Serós;12;;;;;;44,20;;441,00;13,60;;;;;;20,00;;;;89,40;9,30;7,90;;;;;14,00;15,00;
2/4/1990 12:00;2;4;1990;Ebro en Ribarroja;10;;;;;;;;1103,00;2,40;;;;;;6,00;;;;66,40;6,90;7,80;;;;;12,50;14,50;
2/4/1990 13:00;2;4;1990;Ebro en Ascó;7;155,00;0,22;155,00;124,20;0,00;87,00;172,00;1165,00;3,90;440,00;0,33;0,65;;31,60;4,00;9,00;;;119,90;11,40;8,10;4,60;;102,40;288,00;17,00;16,00;
2/4/1990 16:00;2;4;1990;Ebro en Tortosa;2;160,00;0,13;160,00;128,30;0,00;;175,00;1198,00;1,70;450,00;0,34;0,61;;31,60;8,00;10,10;;;92,80;9,00;7,90;4,80;;104,60;273,60;16,00;16,50;
18/4/1990 10:00;18;4;1990;Segre en Serós;12;;;;;;44,20;;670,00;14,00;;;;;;15,00;;;;90,30;9,30;7,90;;;;;13,50;13,00;
9/5/1990 12:00;9;5;1990;Ebro en Ribarroja;10;;;;;;143,96;;1227,00;2,10;;;;;;4,00;;;;74,50;7,30;8,00;;;;;15,50;22,00;
9/5/1990 13:00;9;5;1990;Ebro en Ascó;7;190,00;0,35;190,00;140,30;0,00;229,00;182,00;1312,00;2,90;500,00;0,36;0,50;;36,50;6,00;11,80;;;102,10;9,30;8,00;5,30;;102,30;288,00;20,00;24,00;
9/5/1990 17:00;9;5;1990;Ebro en Tortosa;2;185,00;0,09;185,00;148,30;0,00;86,00;195,00;1306,00;2,10;520,00;0,30;0,50;;36,50;8,00;11,60;;;98,80;9,00;8,00;5,40;;107,90;300,00;20,00;22,00;
23/5/1990 11:00;23;5;1990;Segre en Serós;12;;;;;;51,00;;816,00;21,80;;;;;;93,00;;;;54,30;4,90;7,50;;;;;19,90;18,20;
4/6/1990 12:00;4;6;1990;Ebro en Ribarroja;10;;;;;;;;1021,00;2,80;;;;;;4,00;;;;54,90;5,00;7,80;;;;;19,80;23,50;
4/6/1990 13:00;4;6;1990;Ebro en Ascó;7;170,00;0,27;170,00;120,20;0,00;198,00;152,00;1092,00;3,10;420,00;0,30;0,61;;29,20;8,00;11,00;;;88,40;7,70;7,70;4,60;;105,60;234,00;22,10;27,50;
4/6/1990 16:00;4;6;1990;Ebro en Tortosa;2;170,00;0,08;170,00;126,30;0,00;143,00;153,00;1114,00;2,50;440,00;0,25;0,66;;30,40;6,00;11,50;;;114,10;9,60;7,60;4,90;;110,20;258,00;23,50;30,00;
20/6/1990 10:00;20;6;1990;Segre en Serós;12;;;;;;49,20;;603,00;;;;;;;70,00;;;;83,20;7,10;7,80;;;;;21,50;23,00;
9/7/1990 13:00;9;7;1990;Ebro en Ribarroja;10;170,00;0,17;170,00;118,20;0,00;140,39;144,00;1054,00;5,10;395,00;0,18;0,50;;24,30;4,00;8,00;;;24,90;2,30;7,60;4,20;;99,00;240,00;19,10;29,70;
9/7/1990 14:00;9;7;1990;Ebro en Ascó;7;170,00;0,10;170,00;120,20;0,00;343,00;157,00;1107,00;9,90;410,00;0,26;0,64;;26,80;6,00;7,50;;;79,20;6,90;7,80;4,40;;102,30;252,00;22,10;32,50;
9/7/1990 17:00;9;7;1990;Ebro en Tortosa;2;170,00;0,04;170,00;122,20;0,00;135,00;163,00;1113,00;4,10;415,00;0,27;0,64;;26,80;8,00;7,40;;;119,80;10,00;8,20;4,40;;105,60;240,00;24,40;32,50;
11/7/1990 11:00;11;7;1990;Segre en Serós;12;147,50;0,46;147,50;96,20;0,00;42,60;48,50;711,00;18,20;330,00;0,25;5,63;;21,90;63,00;6,70;;;99,60;8,20;8,10;3,80;;44,90;202,30;24,70;23,40;
06-ag-1990 13:00:00;6;8;1990;Ebro en Ribarroja;10;;;;;;109,19;;928,00;5,20;;;;;;3,00;;;;36,30;3,20;7,40;;;;;21,20;30,00;
06-ag-1990 14:00:00;6;8;1990;Ebro en Ascó;7;160,00;0,10;160,00;106,20;0,00;273,00;134,00;966,00;5,80;360,00;0,26;0,78;;23,10;7,00;5,50;;;94,30;7,50;7,70;4,10;;84,30;177,50;26,70;32,00;
06-ag-1990 17:00:00;6;8;1990;Ebro en Tortosa;2;170,00;0,05;170,00;106,20;0,00;89,00;132,00;963,00;1,50;370,00;0,22;0,88;;25,50;9,00;6,70;;;102,00;8,10;8,10;4,00;;87,50;193,00;27,20;34,70;
08-ag-1990 10:00:00;8;8;1990;Segre en Serós;12;;;;;;41,00;;702,00;8,00;;;;;;25,00;;;;84,40;7,20;7,90;;;;;23,30;22,20;
10/9/1990 13:00;10;9;1990;Ebro en Ribarroja;10;;;;;;152,80;;1003,00;4,30;;;;;;2,00;;;;35,60;3,00;7,50;;;;;23,00;26,50;
10/9/1990 14:00;10;9;1990;Ebro en Ascó;7;160,00;0,35;160,00;114,20;0,00;261,00;153,00;1050,00;3,50;410,00;0,22;1,24;;30,40;6,00;5,90;;;106,30;8,20;7,90;4,00;;99,00;229,50;27,60;26,60;
10/9/1990 16:00;10;9;1990;Ebro en Tortosa;2;160,00;0,08;160,00;118,20;0,00;91,00;149,00;1034,00;1,70;420,00;0,20;1,30;;30,40;11,00;5,70;;;97,60;7,80;8,00;4,00;;99,00;246,40;26,20;27,00;
12/9/1990 11:00;12;9;1990;Segre en Serós;12;;;;;;74,10;;479,00;7,50;;;;;;44,00;;;;;7,70;7,70;;;;;22,10;26,30;
15/10/1990 12:00;15;10;1990;Ebro en Ribarroja;10;;;;;;126,34;;1104,00;7,60;;;;;;2,00;;;;35,30;3,20;7,40;;;;;19,40;21,00;
15/10/1990 13:00;15;10;1990;Ebro en Ascó;7;175,00;0,22;;120,20;;214,00;153,00;1125,00;2,80;;0,23;1,33;;30,40;7,00;8,20;;;102,10;8,40;7,60;;;105,60;288,00;24,10;22,30;
15/10/1990 16:00;15;10;1990;Ebro en Tortosa;2;162,50;0,13;;112,20;;111,00;150,00;1107,00;1,40;;0,24;0,83;;34,00;6,00;8,50;;;105,90;8,90;7,80;;;102,30;270,00;23,10;22,00;
17/10/1990 10:00;17;10;1990;Segre en Serós;12;;;;;;87,70;;448,00;12,80;;;;;;41,00;;;;82,20;7,70;7,70;;;;;18,00;20,00;
12/11/1990 13:00;12;11;1990;Ebro en Ribarroja;10;;;;;;153,32;;717,00;5,20;;;;;;8,00;;;;53,10;5,40;7,70;;;;;14,20;15,00;
