Date;Day;Month;Year;Point_Label;Sampling_Point;Alcalinidad (mg/L CO3Ca);Amonio total (mg/L NH4);Bicarbonatos (mg/L CO3Ca);Calcio (mg/L Ca);Carbonatos (mg/L CO3Ca);Caudal en superficie (m3/s);Cloruros (mg/L Cl);Conductividad a 20 ºC (µS/cm);DBO5 (mg/L O2);Dureza total (mg/L CO3Ca);Fluoruros (mg/L F);Fosfatos (mg/L PO4);Fósforo Total (mg/L P);Magnesio (mg/L Mg);Materias en suspensión (mg/L);Nitratos (mg/L NO3);Nitritos (mg/L NO2);Nitrógeno Kjeldahl (mg/L N);Oxígeno disuelto (% sat.);Oxígeno disuelto (mg/L O2);pH;Potasio (mg/L K);Sílice (mg/L SiO2);Sodio (mg/L Na);Sulfatos (mg/L SO4);Temperatura del agua (ºC);Temperatura del aire (ºC);Turbidez (N.T.U.)
2/10/1980 12:00;2;10;1980;Ebro en Ribarroja;10;165,00;;165,00;;0,00;387,00;;1108,00;4,40;380,00;;;;;3,00;;;;71,50;6,10;7,70;;;;;22,10;20,10;
2/10/1980 13:00;2;10;1980;Ebro en Ascó;7;170,00;;170,00;;0,00;174,00;;1157,00;3,20;400,00;;;;;6,00;;;;84,40;7,20;7,80;;;;;22,00;21,00;
2/10/1980 14:00;2;10;1980;Ebro en Tortosa;2;170,00;;170,00;;0,00;168,00;;1026,00;4,10;395,00;;;;;1,00;;;;107,90;9,20;7,90;;;;;22,90;23,50;
2/10/1980 17:00;2;10;1980;Ebro en Xerta;4;165,00;;165,00;;0,00;174,00;;1143,00;3,60;395,00;;;;;1,00;;;;102,00;8,70;7,90;;;;;22,50;24,20;
8/10/1980 11:00;8;10;1980;Segre en Serós;12;155,00;;155,00;;0,00;69,50;;610,00;4,50;290,00;;;;;9,00;;;;80,60;7,50;7,50;;;;;18,00;17,90;
6/11/1980 12:00;6;11;1980;Ebro en Ribarroja;10;160,00;;160,00;;0,00;392,00;;1065,00;1,50;400,00;;;;;8,00;;;;62,80;6,40;7,80;;;;;14,00;10,50;
6/11/1980 13:00;6;11;1980;Ebro en Ascó;7;160,00;;160,00;;0,00;;;1078,00;1,30;410,00;;;;;8,00;;;;68,70;7,00;7,80;;;;;13,70;12,20;
6/11/1980 16:00;6;11;1980;Ebro en Tortosa;2;155,00;;155,00;;0,00;237,60;;1062,00;2,90;400,00;;;;;6,00;;;;84,60;8,80;7,90;;;;;13,60;12,30;
6/11/1980 17:00;6;11;1980;Ebro en Xerta;4;210,00;;210,00;;0,00;;;1073,00;0,70;390,00;;;;;8,00;;;;79,20;8,40;7,90;;;;;13,30;12,70;
12/11/1980 10:00;12;11;1980;Segre en Serós;12;150,00;;150,00;;0,00;49,30;;608,00;4,40;300,00;;;;;21,00;;;;68,00;7,20;7,70;;;;;12,00;12,40;
3/12/1980 11:00;3;12;1980;Segre en Serós;12;122,50;;122,50;;0,00;124,70;;515,00;5,60;210,00;;;;;19,00;;;;82,80;9,90;7,70;;;;;6,60;6,10;
9/12/1980 12:00;9;12;1980;Ebro en Ribarroja;10;160,00;;160,00;;0,00;453,00;;1094,00;1,30;390,00;;;;;3,00;;;;82,80;9,60;7,80;;;;;8,80;3,80;
9/12/1980 13:00;9;12;1980;Ebro en Ascó;7;160,00;;160,00;;0,00;644,00;;1108,00;1,40;370,00;;;;;6,00;;;;86,20;10,00;7,80;;;;;8,60;4,70;
9/12/1980 16:00;9;12;1980;Ebro en Xerta;4;160,00;;160,00;;0,00;644,00;;1115,00;3,60;360,00;;;;;3,00;;;;96,60;11,50;7,80;;;;;8,20;8,70;
9/12/1980 17:00;9;12;1980;Ebro en Tortosa;2;155,00;;155,00;;0,00;261,20;;1080,00;2,80;370,00;;;;;5,00;;;;94,80;11,40;7,80;;;;;8,30;9,00;
12/1/1981 13:00;12;1;1981;Ebro en Ribarroja;10;145,00;;145,00;;0,00;510,00;;615,00;2,10;255,00;;;;;13,00;;;;83,60;10,10;7,60;;;;;6,50;7,50;
12/1/1981 14:00;12;1;1981;Ebro en Ascó;7;140,00;;140,00;;0,00;;;625,00;2,30;240,00;;;;;17,00;;;;83,20;10,30;7,80;;;;;5,80;7,60;
12/1/1981 17:00;12;1;1981;Ebro en Tortosa;2;145,00;;145,00;;0,00;326,80;;684,00;3,40;255,00;;;;;17,00;;;;89,70;11,10;7,70;;;;;5,90;6,00;
12/1/1981 18:00;12;1;1981;Ebro en Xerta;4;150,00;;150,00;;0,00;;;644,00;3,30;250,00;;;;;15,00;;;;90,50;11,20;7,70;;;;;5,70;5,00;
19/1/1981 11:00;19;1;1981;Segre en Serós;12;112,50;;112,50;;0,00;114,50;;493,00;2,60;190,00;;;;;6,00;;;;79,20;9,90;7,70;;;;;6,30;9,00;
5/2/1981 12:00;5;2;1981;Ebro en Ascó;7;150,00;;150,00;;0,00;623,00;;656,00;2,80;270,00;;;;;25,00;;;;105,10;12,70;7,70;;;;;6,80;11,90;
5/2/1981 12:00;5;2;1981;Ebro en Ribarroja;10;150,00;;150,00;;0,00;520,00;;643,00;3,40;260,00;;;;;17,00;;;;100,20;12,10;7,80;;;;;6,60;11,80;
5/2/1981 16:00;5;2;1981;Ebro en Tortosa;2;147,50;;147,50;;0,00;428,00;;688,00;2,60;240,00;;;;;21,00;;;;101,90;12,00;7,70;;;;;7,70;14,50;
5/2/1981 17:00;5;2;1981;Ebro en Xerta;4;150,00;;150,00;;0,00;623,00;;679,00;3,50;280,00;;;;;18,00;;;;109,30;13,20;7,40;;;;;7,30;15,80;
9/2/1981 11:00;9;2;1981;Segre en Serós;12;115,00;;115,00;;0,00;134,90;;523,00;6,30;215,00;;;;;18,00;;;;96,20;11,90;7,60;;;;;5,90;5,00;
4/3/1981 12:00;4;3;1981;Ebro en Ribarroja;10;155,00;;155,00;;0,00;342,00;;735,00;2,80;280,00;;;;;8,00;;;;96,60;11,20;8,00;;;;;8,50;10,50;
4/3/1981 13:00;4;3;1981;Ebro en Ascó;7;155,00;;155,00;;0,00;;;731,00;2,80;265,00;;;;;10,00;;;;98,30;11,40;8,00;;;;;8,80;11,50;
4/3/1981 14:00;4;3;1981;Ebro en Tortosa;2;150,00;;150,00;;0,00;153,40;;779,00;5,70;265,00;;;;;5,00;;;;106,00;12,30;8,10;;;;;9,30;11,80;
4/3/1981 16:00;4;3;1981;Ebro en Xerta;4;155,00;;155,00;;0,00;;;756,00;3,60;275,00;;;;;6,00;;;;104,30;12,10;8,10;;;;;9,30;11,30;
9/3/1981 11:00;9;3;1981;Segre en Serós;12;115,00;;115,00;;0,00;41,20;;543,00;7,40;220,00;;;;;12,00;;;;100,90;11,20;7,80;;;;;10,50;11,60;
6/4/1981 13:00;6;4;1981;Ebro en Ribarroja;10;155,50;0,02;155,50;86,20;0,00;486,00;71,50;637,00;3,40;280,00;0,30;0,22;;15,80;7,00;4,40;;;94,60;10,40;7,70;2,90;;48,20;124,40;11,00;18,60;
6/4/1981 14:00;6;4;1981;Ebro en Ascó;7;150,00;0,01;150,00;90,20;0,00;692,00;77,50;653,00;3,50;270,00;0,32;0,22;;10,90;11,00;3,80;;;94,60;10,40;7,80;3,00;;52,80;122,40;11,40;19,50;
6/4/1981 17:00;6;4;1981;Ebro en Tortosa;2;207,50;0,01;207,50;96,20;0,00;326,80;81,50;698,00;4,30;300,00;0,32;0,36;;14,60;7,00;3,50;;;105,70;11,20;7,90;3,40;;56,10;132,60;13,00;20,80;
6/4/1981 18:00;6;4;1981;Ebro en Xerta;4;152,50;0,00;152,50;90,20;0,00;692,00;81,50;672,00;5,20;300,00;0,25;0,20;;35,30;7,00;3,90;;;108,50;11,50;7,90;3,10;;52,80;134,30;12,70;18,20;
8/4/1981 11:00;8;4;1981;Segre en Serós;12;120,00;0,00;120,00;76,20;0,00;75,80;37,00;507,00;4,90;250,00;0,42;0,57;;14,60;31,00;0,00;;;91,30;9,40;7,60;2,00;;29,40;137,40;13,80;16,00;
6/5/1981 11:00;6;5;1981;Ebro en Ribarroja;10;155,00;;155,00;;0,00;542,00;;498,00;1,70;290,00;;;;;6,00;;;;82,20;8,30;7,80;;;;;14,60;19,80;
6/5/1981 12:00;6;5;1981;Ebro en Ascó;7;150,00;;150,00;;0,00;717,00;;681,00;2,90;290,00;;;;;7,00;;;;90,10;9,10;7,80;;;;;14,50;17,10;
6/5/1981 14:00;6;5;1981;Ebro en Xerta;4;157,50;;157,50;;0,00;717,00;;756,00;3,30;295,00;;;;;5,00;;;;95,10;9,70;7,80;;;;;15,40;18,50;
6/5/1981 15:00;6;5;1981;Ebro en Tortosa;2;152,50;;152,50;;0,00;345,60;;687,00;4,70;295,00;;;;;3,00;;;;101,00;10,00;7,90;;;;;15,50;19,20;
18/5/1981 11:00;18;5;1981;Segre en Serós;12;120,00;;120,00;;0,00;55,50;;476,00;2,90;240,00;;;;;19,00;;;;82,30;7,90;7,70;;;;;16,50;18,30;
3/6/1981 12:00;3;6;1981;Ebro en Ribarroja;10;147,50;;147,50;;0,00;218,00;;632,00;2,40;280,00;;;;;5,00;;;;85,70;8,40;7,60;;;;;16,40;20,60;
3/6/1981 13:00;3;6;1981;Ebro en Ascó;7;135,00;;135,00;;0,00;;;655,00;2,70;280,00;;;;;6,00;;;;97,90;9,40;7,90;;;;;16,80;20,00;
3/6/1981 16:00;3;6;1981;Ebro en Tortosa;2;147,50;;147,50;;0,00;176,00;;682,00;5,00;290,00;;;;;5,00;;;;105,30;9,90;7,70;;;;;18,10;22,50;
3/6/1981 17:00;3;6;1981;Ebro en Xerta;4;145,00;;145,00;;0,00;;;612,00;2,80;285,00;;;;;6,00;;;;111,50;9,70;7,90;;;;;23,00;18,00;
15/6/1981 12:00;15;6;1981;Segre en Serós;12;90,00;;90,00;;0,00;77,90;;348,00;3,30;180,00;;;;;24,00;;;;95,50;8,70;7,20;;;;;20,40;28,50;
8/7/1981 12:00;8;7;1981;Ebro en Ribarroja;10;130,00;;130,00;;0,00;335,00;;563,00;3,50;270,00;;;;;18,00;;;;69,20;6,50;7,40;;;;;19,30;28,00;
8/7/1981 13:00;8;7;1981;Ebro en Ascó;7;127,50;;127,50;;0,00;;;581,00;2,80;275,00;;;;;20,00;;;;78,70;7,40;7,50;;;;;19,30;28,00;
8/7/1981 16:00;8;7;1981;Ebro en Tortosa;2;137,50;;137,50;;0,00;237,60;;600,00;2,40;275,00;;;;;25,00;;;;73,00;6,50;7,50;;;;;20,80;28,50;
8/7/1981 17:00;8;7;1981;Ebro en Xerta;4;130,00;;130,00;;0,00;;;590,00;1,80;250,00;;;;;23,00;;;;82,30;7,50;7,50;;;;;20,30;28,50;
13/7/1981 10:00;13;7;1981;Segre en Serós;12;105,00;;105,00;;0,00;180,20;;386,00;2,20;195,00;;;;;18,00;;;;97,80;9,10;7,40;;;;;19,00;23,50;
10-ag-1981 11:00:00;10;8;1981;Ebro en Ribarroja;10;135,00;;135,00;;0,00;114,00;;684,00;1,80;280,00;;;;;3,00;;;;33,70;3,00;7,00;;;;;20,50;25,70;
10-ag-1981 12:00:00;10;8;1981;Ebro en Ascó;7;135,00;;135,00;;0,00;;;670,00;3,20;300,00;;;;;5,00;;;;65,40;5,70;7,30;;;;;22,20;27,00;
10-ag-1981 14:00:00;10;8;1981;Ebro en Tortosa;2;140,00;;140,00;;0,00;;;686,00;3,70;310,00;;;;;5,00;;;;114,90;10,00;7,70;;;;;23,00;30,50;
10-ag-1981 15:00:00;10;8;1981;Ebro en Xerta;4;142,50;;142,50;;0,00;;;691,00;3,30;280,00;;;;;8,00;;;;113,80;9,90;7,80;;;;;23,20;30,50;
24-ag-1981 11:00:00;24;8;1981;Segre en Serós;12;155,00;0,01;155,00;104,20;0,00;13,30;58,00;706,00;3,80;360,00;0,25;1,08;;24,30;4,00;1,40;;;93,20;8,20;7,70;3,60;;52,80;191,60;21,50;19,00;
7/9/1981 12:00;7;9;1981;Ebro en Ribarroja;10;155,00;0,08;155,00;104,20;0,00;295,00;111,00;918,00;2,60;350,00;0,05;0,44;;21,90;7,00;2,70;;;12,20;1,10;7,20;3,40;;85,80;204,40;20,80;27,00;
7/9/1981 13:00;7;9;1981;Ebro en Ascó;7;150,00;0,26;150,00;104,20;0,00;;116,00;920,00;5,20;350,00;0,10;0,36;;21,90;9,00;3,10;;;35,50;3,20;7,40;3,10;;85,80;185,40;20,80;26,50;
7/9/1981 15:00;7;9;1981;Ebro en Tortosa;2;150,00;0,12;150,00;108,20;0,00;210,00;114,00;901,00;2,50;340,00;0,11;0,61;;17,00;9,00;2,90;;;90,80;7,90;7,90;3,60;;85,80;189,50;23,00;27,00;
7/9/1981 17:00;7;9;1981;Ebro en Xerta;4;155,00;0,24;155,00;104,20;0,00;;113,00;912,00;1,70;340,00;0,09;0,76;;19,50;6,00;2,70;;;83,90;7,30;7,70;3,40;;82,50;190,80;22,70;27,50;
14/9/1981 11:00;14;9;1981;Segre en Serós;12;145,00;;145,00;;0,00;69,50;;628,00;2,70;310,00;;;;;31,00;;;;90,00;8,10;7,80;;;;;20,70;18,70;
5/10/1981 11:00;5;10;1981;Segre en Serós;12;;;;;;49,30;;673,00;10,20;;;;;;65,00;;;;82,90;7,80;7,50;;;;;17,80;19,50;
7/10/1981 12:00;7;10;1981;Ebro en Ribarroja;10;;;;;;237,00;;1062,00;4,70;;;;;;7,00;;;;70,60;6,50;7,60;;;;;19,50;27,50;
7/10/1981 13:00;7;10;1981;Ebro en Ascó;7;150,00;;;116,20;;;138,00;1078,00;2,60;;0,13;0,61;;29,20;21,00;3,10;;;75,30;7,00;7,50;;;105,60;248,50;19,40;22,50;
7/10/1981 16:00;7;10;1981;Ebro en Tortosa;2;;;;;;118,70;;1089,00;2,80;;;;;;13,00;;;;84,80;7,80;7,60;;;;;20,20;24,10;
7/10/1981 17:00;7;10;1981;Ebro en Xerta;4;155,00;;;112,20;;;137,00;1061,00;1,80;;0,13;0,49;;26,80;13,00;3,40;;;76,10;7,00;7,60;;;105,60;240,20;19,60;24,00;
4/11/1981 12:00;4;11;1981;Ebro en Ribarroja;10;;;;;;417,00;;975,00;1,30;;;;;;2,00;;;;69,70;6,90;7,70;;;;;16,00;18,00;
4/11/1981 13:00;4;11;1981;Ebro en Ascó;7;147,50;;;104,20;;773,00;137,50;978,00;1,30;;0,11;0,38;;25,50;11,00;11,20;;;79,80;7,90;7,70;;;95,00;235,30;16,00;18,10;
4/11/1981 16:00;4;11;1981;Ebro en Tortosa;2;;;;;;242,00;;1029,00;1,70;;;;;;10,00;;;;89,70;8,70;7,90;;;;;16,80;22,30;
4/11/1981 17:00;4;11;1981;Ebro en Xerta;4;155,00;;;104,20;;773,00;138,50;1025,00;1,50;;0,12;0,47;;24,30;15,00;15,50;;;90,90;9,00;7,80;;;99,00;250,40;16,40;21,00;
11/11/1981 11:00;11;11;1981;Segre en Serós;12;;;;;;38,50;;414,00;5,20;;;;;;13,00;;;;85,20;9,20;7,60;;;;;12,30;10,00;
3/12/1981 11:00;3;12;1981;Ebro en Ribarroja;10;;;;;;195,00;;1154,00;2,10;;;;;;4,00;;;;71,30;7,70;7,70;;;;;11,60;8,00;
3/12/1981 12:00;3;12;1981;Ebro en Ascó;7;157,50;0,02;157,50;120,20;0,00;;177,50;1150,00;4,10;430,00;0,15;0,38;;31,60;5,00;18,30;;;83,80;9,30;7,80;4,70;;129,40;277,30;11,20;9,00;
3/12/1981 15:00;3;12;1981;Ebro en Tortosa;2;;;;;;85,50;;1119,00;5,20;;;;;;2,00;;;;93,70;10,40;8,00;;;;;11,20;13,00;
3/12/1981 17:00;3;12;1981;Ebro en Xerta;4;160,00;0,02;160,00;116,20;0,00;;172,00;1123,00;3,10;410,00;0,16;0,35;;29,20;1,00;18,40;;;90,10;10,00;7,90;4,80;;132,00;270,70;11,00;12,10;
9/12/1981 10:00;9;12;1981;Segre en Serós;12;;;;;;9,24;;550,00;6,20;;;;;;6,00;;;;82,30;9,60;7,50;;;;;7,80;13,50;
11/1/1982 12:00;11;1;1982;Ebro en Ribarroja;10;;;;;;544,00;;757,00;1,90;;;;;;8,00;;;;75,50;8,80;7,50;;;;;8,30;7,00;
11/1/1982 13:00;11;1;1982;Ebro en Ascó;7;145,00;0,16;145,00;100,20;0,00;773,00;113,00;757,00;2,10;335,00;0,14;0,44;;20,70;13,00;20,50;;;79,70;9,30;7,60;4,10;;85,80;166,40;8,30;8,00;
11/1/1982 16:00;11;1;1982;Ebro en Tortosa;2;;;;;;312,40;;820,00;3,30;;;;;;11,00;;;;89,70;10,20;7,70;;;;;9,10;14,80;
11/1/1982 17:00;11;1;1982;Ebro en Xerta;4;152,50;0,13;152,50;100,20;0,00;773,00;106,00;772,00;2,10;345,00;0,12;0,45;;23,10;11,00;19,50;;;90,60;10,30;7,70;4,70;;91,70;192,00;8,80;14,80;
18/1/1982 10:00;18;1;1982;Segre en Serós;12;;;;;;124,70;;277,00;7,10;;;;;;62,00;;;;86,20;9,90;7,60;;;;;9,10;11,00;
1/2/1982 11:00;1;2;1982;Ebro en Ribarroja;10;;;;;;352,00;;531,00;2,30;;;;;;4,00;;;;78,20;9,30;7,70;;;;;7,80;6,20;
1/2/1982 15:00;1;2;1982;Ebro en Tortosa;2;;;;;;270,80;;600,00;4,30;;;;;;8,00;;;;87,90;10,20;7,80;;;;;9,20;13,20;
1/2/1982 17:00;1;2;1982;Ebro en Xerta;4;145,00;0,03;145,00;78,20;0,00;700,00;63,00;527,00;2,50;245,00;0,13;0,51;;12,20;5,00;12,00;;;87,90;10,20;7,70;3,10;;40,90;101,40;9,00;14,30;
2/2/1982 12:00;2;2;1982;Ebro en Ascó;7;147,50;0,04;147,50;78,20;0,00;700,00;64,00;533,00;2,20;265,00;0,14;0,23;;17,00;7,00;11,10;;;78,20;9,30;7,80;3,00;;40,90;102,20;7,80;10,10;
10/2/1982 11:00;10;2;1982;Segre en Serós;12;;;;;;100,10;;256,00;1,60;;;;;;8,00;;;;81,60;10,20;7,60;;;;;6,20;5,20;
1/3/1982 12:00;1;3;1982;Ebro en Ribarroja;10;;;;;;640,00;;515,00;2,20;;;;;;4,00;;;;73,50;8,30;7,80;;;;;9,80;19,00;
1/3/1982 13:00;1;3;1982;Ebro en Ascó;7;137,50;0,40;137,50;74,20;0,00;964,00;56,00;566,00;3,20;240,00;0,08;0,52;;13,40;6,00;10,60;;;92,00;10,40;7,80;2,90;;39,60;91,50;9,50;21,00;
1/3/1982 17:00;1;3;1982;Ebro en Tortosa;2;;;;;;425,00;;568,00;4,70;;;;;;5,00;;;;95,50;10,60;7,80;;;;;10,50;19,00;
1/3/1982 17:00;1;3;1982;Ebro en Xerta;4;135,00;0,37;135,00;74,10;0,00;554,00;58,00;502,00;3,80;240,00;0,08;0,54;;13,40;3,00;12,10;;;92,90;10,50;7,90;3,20;;42,20;98,90;10,30;22,50;
8/3/1982 11:00;8;3;1982;Segre en Serós;12;;;;;;77,90;;369,00;3,10;;;;;;14,00;;;;88,30;10,40;8,00;;;;;8,00;8,70;
13/4/1982 12:00;13;4;1982;Ebro en Ribarroja;10;;;;;;324,00;;545,00;3,30;;;;;;14,00;;;;104,00;10,80;7,60;;;;;12,70;15,80;
13/4/1982 13:00;13;4;1982;Ebro en Ascó;7;147,50;0,00;147,50;80,20;0,00;789,00;64,50;560,00;3,30;250,00;0,16;0,55;;12,10;24,00;9,40;;;102,00;10,60;7,80;2,80;;43,30;88,60;12,70;16,00;
13/4/1982 16:00;13;4;1982;Ebro en Tortosa;2;;;;;;242,00;;601,00;4,80;;;;;;11,00;;;;105,00;10,60;7,70;;;;;14,50;14,60;
13/4/1982 17:00;13;4;1982;Ebro en Xerta;4;150,00;0,02;150,00;84,20;0,00;789,00;72,50;589,00;4,00;220,00;0,11;0,57;;2,40;23,00;9,60;;;99,10;10,20;7,80;3,20;;48,20;97,60;13,50;14,00;
19/4/1982 9:00;19;4;1982;Segre en Serós;12;;;;;;86,30;;401,00;5,10;;;;;;11,00;;;;90,70;9,60;8,00;;;;;11,60;7,50;
3/5/1982 11:00;3;5;1982;Ebro en Ribarroja;10;;;;;;153,00;;539,00;3,20;;;;;;11,00;;;;90,20;9,20;7,80;;;;;15,10;19,00;
3/5/1982 12:00;3;5;1982;Ebro en Ascó;7;142,50;0,00;142,50;76,20;0,00;;63,00;558,00;3,50;250,00;0,09;0,22;;14,60;16,00;6,70;;;96,00;9,50;7,80;2,40;;45,70;103,80;16,00;19,20;
3/5/1982 15:00;3;5;1982;Ebro en Tortosa;2;;;;;;112,50;;595,00;4,50;;;;;;4,00;;;;103,20;9,80;7,80;;;;;17,90;21,00;
3/5/1982 17:00;3;5;1982;Ebro en Xerta;4;140,00;0,01;140,00;84,20;0,00;;73,50;585,00;2,20;250,00;0,07;0,48;;9,70;11,00;7,70;;;107,40;10,20;7,90;2,30;;50,40;113,30;17,50;19,00;
5/5/1982 11:00;5;5;1982;Segre en Serós;12;;;;;;134,90;;327,00;5,60;;;;;;32,00;;;;86,30;8,80;7,60;;;;;14,00;15,50;
1/6/1982 12:00;1;6;1982;Ebro en Ascó;7;122,50;0,16;122,50;70,10;0,00;207,00;53,00;554,00;0,30;245,00;0,13;0,46;;17,00;18,00;5,90;;;67,70;6,30;7,70;2,30;;45,60;110,80;18,90;26,00;
1/6/1982 12:00;1;6;1982;Ebro en Ribarroja;10;;;;;;383,50;;523,00;4,70;;;;;;10,00;;;;65,60;6,10;7,70;;;;;18,80;26,50;
1/6/1982 14:00;1;6;1982;Ebro en Xerta;4;127,50;0,20;127,50;72,10;0,00;207,00;63,00;574,00;3,80;250,00;0,12;0,28;;17,00;4,00;5,90;;;79,60;7,40;7,80;2,60;;52,80;119,10;19,10;27,50;
1/6/1982 16:00;1;6;1982;Ebro en Tortosa;2;;;;;;76,70;;618,00;6,60;;;;;;4,00;;;;88,00;8,10;7,70;;;;;20,00;24,50;
7/6/1982 10:00;7;6;1982;Segre en Serós;12;;;;;;204,60;;302,00;3,30;;;;;;27,00;;;;90,40;8,50;7,30;;;;;17,50;18,00;
5/7/1982 11:00;5;7;1982;Ebro en Ribarroja;10;137,50;0,86;137,50;76,20;0,00;254,00;76,00;613,00;2,40;250,00;0,06;0,29;;14,60;3,00;6,20;;;40,20;3,70;7,40;2,60;;52,80;116,20;19,50;30,00;
5/7/1982 12:00;5;7;1982;Ebro en Ascó;7;140,00;0,77;140,00;90,20;0,00;120,00;87,00;660,00;2,20;270,00;0,10;0,29;;10,90;5,00;4,70;;;59,80;5,50;7,50;2,60;;56,10;110,00;20,30;31,50;
5/7/1982 13:00;5;7;1982;Ebro en Xerta;4;140,00;0,38;140,00;86,20;0,00;120,00;81,50;680,00;2,40;260,00;0,10;0,29;;10,90;6,00;4,40;;;106,90;9,30;7,90;2,60;;56,10;114,50;22,80;35,00;
5/7/1982 14:00;5;7;1982;Ebro en Tortosa;2;147,50;0,88;147,50;84,20;0,00;67,90;83,50;702,00;3,90;265,00;0,11;0,57;;13,40;4,00;4,70;;;87,40;7,60;7,70;3,20;;58,90;120,30;23,10;32,20;
6/7/1982 11:00;6;7;1982;Segre en Serós;12;110,00;1,16;110,00;62,10;0,00;104,90;31,00;459,00;4,10;210,00;0,11;0,60;;13,40;54,00;0,40;;;87,20;7,60;7,40;3,00;;26,80;100,50;22,00;28,00;
09-ag-1982 13:00:00;9;8;1982;Ebro en Ascó;7;125,00;0,00;125,00;84,20;0,00;;106,00;848,00;2,30;290,00;0,11;0,84;;19,50;10,00;5,50;;;110,30;9,60;7,60;3,50;;77,00;173,00;23,20;28,00;
09-ag-1982 13:00:00;9;8;1982;Ebro en Ribarroja;10;;;;;;67,88;;808,00;3,90;;;;;;8,00;;;;48,30;4,20;7,40;;;;;22,60;25,00;
09-ag-1982 16:00:00;9;8;1982;Ebro en Tortosa;2;;;;;;74,10;;880,00;5,90;;;;;;13,00;;;;130,60;11,10;7,50;;;;;24,20;33,00;
09-ag-1982 18:00:00;9;8;1982;Ebro en Xerta;4;142,50;0,00;142,50;92,20;0,00;;126,00;927,00;2,40;335,00;0,11;0,89;;25,50;15,00;5,50;;;108,00;9,40;7,20;4,10;;85,80;182,10;23,30;34,00;
16-ag-1982 11:00:00;16;8;1982;Segre en Serós;12;;;;;;11,08;;760,00;5,80;;;;;;13,00;;;;91,60;7,70;7,50;;;;;23,90;22,00;
6/9/1982 12:00;6;9;1982;Ebro en Ribarroja;10;;;;;;175,99;;839,00;2,90;;;;;;13,00;;;;42,20;3,80;7,80;;;;;20,50;26,00;
6/9/1982 13:00;6;9;1982;Ebro en Ascó;7;145,00;0,54;145,00;98,20;0,00;246,00;112,00;975,00;3,40;390,00;0,14;0,96;;35,30;17,00;8,90;;;60,00;5,40;7,40;4,00;;77,00;230,30;21,00;26,00;
6/9/1982 16:00;6;9;1982;Ebro en Tortosa;2;;;;;;103,80;;1144,00;3,20;;;;;;20,00;;;;81,60;7,10;7,40;;;;;22,90;28,20;
6/9/1982 17:00;6;9;1982;Ebro en Xerta;4;150,00;0,41;150,00;106,20;0,00;246,00;109,00;974,00;2,80;350,00;0,13;1,05;;23,10;9,00;9,30;;;75,00;6,60;7,40;4,10;;70,60;183,80;21,80;26,50;
15/9/1982 10:00;15;9;1982;Segre en Serós;12;;;;;;95,30;;438,00;3,40;;;;;;45,00;;;;84,70;7,80;7,20;;;;;18,80;20,50;
4/10/1982 12:00;4;10;1982;Ebro en Ribarroja;10;;;;;;127,00;;996,00;1,80;;;;;;4,00;;;;62,20;5,60;7,60;;;;;20,50;21,80;
4/10/1982 13:00;4;10;1982;Ebro en Ascó;7;157,50;0,87;157,50;110,20;0,00;;143,00;1097,00;1,20;380,00;0,09;0,25;;25,50;20,00;8,60;;;75,30;7,00;7,80;4,70;;105,60;209,70;19,20;21,80;
4/10/1982 17:00;4;10;1982;Ebro en Tortosa;2;;;;;;79,30;;1332,00;3,30;;;;;;6,00;;;;71,00;6,60;8,00;;;;;16,80;23,60;
4/10/1982 18:00;4;10;1982;Ebro en Xerta;4;155,00;0,24;155,00;110,20;0,00;;143,00;1154,00;1,80;385,00;0,10;0,25;;26,80;14,00;8,00;;;92,60;8,80;8,00;4,40;;110,90;236,90;17,70;21,80;
6/10/1982 11:00;6;10;1982;Segre en Serós;12;;;;;;69,50;;574,00;3,40;;;;;;13,00;;;;87,00;8,70;7,70;;;;;14,50;15,00;
2/11/1982 12:00;2;11;1982;Ebro en Ribarroja;10;;;;;;449,00;;911,00;3,00;;;;;;3,00;;;;74,00;7,70;7,70;;;;;14,10;15,20;
2/11/1982 13:00;2;11;1982;Ebro en Ascó;7;145,00;0,45;145,00;98,20;0,00;;107,00;921,00;14,40;330,00;0,15;0,55;;20,70;15,00;7,70;;;78,80;8,20;7,90;4,00;;70,60;163,20;13,90;13,20;
2/11/1982 14:00;2;11;1982;Ebro en Xerta;4;145,00;0,32;145,00;96,20;0,00;;120,00;960,00;3,80;345,00;0,14;0,38;;25,50;7,00;7,30;;;95,10;9,80;8,10;6,00;;89,30;203,50;14,50;19,00;
2/11/1982 15:00;2;11;1982;Ebro en Tortosa;2;;;;;;170,00;;969,00;4,50;;;;;;4,00;;;;98,00;10,00;8,10;;;;;14,80;20,00;
15/11/1982 10:00;15;11;1982;Segre en Serós;12;;;;;;420,40;;352,00;2,20;;;;;;213,00;;;;86,70;9,60;7,50;;;;;10,00;10,80;
1/12/1982 12:00;1;12;1982;Ebro en Ribarroja;10;;;;;;606,00;;924,00;2,70;;;;;;18,00;;;;75,70;8,40;7,50;;;;;11,20;9,50;
1/12/1982 13:00;1;12;1982;Ebro en Ascó;7;145,00;1,22;145,00;100,20;0,00;;118,00;899,00;1,80;345,00;0,15;0,43;;23,10;20,00;9,20;;;83,80;9,30;7,90;4,20;;91,70;203,50;11,20;10,00;
