"","Name","commonName","Stage","Group","Order","Family","Species","Lagoon","Year","Year2","Kgs"
"696","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Canal vell","1989-90",1989,73.3
"697","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1997-98",1997,2673
"698","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1997-98",1997,35
"699","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1986-87",1986,10027
"700","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","1997-98",1997,466
"701","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1997-98",1997,4222
"702","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1997-98",1997,8
"703","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1997-98",1997,426
"704","Llobet","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1997-98",1997,3188
"705","Llisal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1997-98",1997,1067
"706","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1997-98",1997,2770
"707","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1997-98",1997,1086
"708","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Tancada","1997-98",1997,38
"709","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1997-98",1997,3042
"710","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1997-98",1997,249
"711","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1997-98",1997,315
"712","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","1997-98",1997,198
"713","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Goleta","1997-98",1997,759
"714","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1986-87",1986,3214
"715","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1998-99",1998,991
"716","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1998-99",1998,3924
"717","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1986-87",1986,721
"718","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","1998-99",1998,219
"719","Gamba","Shrimp","Adult","Crustaceans","Decapoda","Aristeidae","Aristeus sp.","Encanyissada","1998-99",1998,35
"720","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","1998-99",1998,44
"721","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1998-99",1998,205
"722","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1998-99",1998,5982
"723","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Canal vell","1986-87",1986,1052
"724","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1998-99",1998,3421
"725","Llobet","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1998-99",1998,1344
"726","Lubina","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1986-87",1986,519
"727","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1998-99",1998,5156
"728","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1998-99",1998,4630
"729","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1998-99",1998,22
"730","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","1998-99",1998,13
"731","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1998-99",1998,4750
"732","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","1998-99",1998,35
"733","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1998-99",1998,2455
"734","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Tancada","1998-99",1998,3353
"735","Llisal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1998-99",1998,1593
"736","Llangosti","Triple-grooved shrimp","Adult","Crustaceans","Decapoda","Penaeidae","Penaeus kerathurus","Tancada","1998-99",1998,4
"737","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1998-99",1998,1236
"738","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","1998-99",1998,202
"739","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1998-99",1998,1931
"740","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1998-99",1998,125
"741","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1998-99",1998,152
"742","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1999-00",1999,10645.85
"743","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","1999-00",1999,23.07
"744","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","1999-00",1999,394.6
"745","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1999-00",1999,139.7
"746","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1999-00",1999,1388.2
"747","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1999-00",1999,4789.36
"748","Llobet","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1999-00",1999,403
"749","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1999-00",1999,28395.5
"750","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1999-00",1999,2528.5
"751","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1999-00",1999,11.15
"752","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","1999-00",1999,70.7
"753","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1999-00",1999,2939
"754","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1999-00",1999,84
"755","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Tancada","1999-00",1999,124
"756","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1999-00",1999,953
"757","Llisal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1999-00",1999,1300
"758","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1999-00",1999,3555
"759","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1999-00",1999,852
"760","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1999-00",1999,2110
"761","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1999-00",1999,2.6
"762","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1999-00",1999,28.02
"763","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Goleta","1999-00",1999,85.05
"764","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","1999-00",1999,47.9
"765","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Goleta","1999-00",1999,262.6
"766","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Goleta","1999-00",1999,2.6
"767","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Goleta","1999-00",1999,5.6
"768","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1986-87",1986,1176
"769","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2000-01",2000,21281
"770","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Canal vell","1986-87",1986,1839
"771","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2000-01",2000,275
"772","Palai","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Canal vell","1986-87",1986,210
"773","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2000-01",2000,207
"774","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","2000-01",2000,54
"775","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Canal vell","1986-87",1986,12
"776","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2000-01",2000,3650
"777","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Canal vell","1986-87",1986,164
"778","Llobarro gran","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2000-01",2000,1691
"779","Llobarro mitjà","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2000-01",2000,516
"780","Llobarro petit","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2000-01",2000,15
"781","Llobet bord","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2000-01",2000,4500
"782","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2000-01",2000,913
"783","Llisal gran","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2000-01",2000,3455
"784","Llisal petit","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2000-01",2000,1586
"785","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1984-85",1984,2683
"786","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2000-01",2000,1529
"787","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2000-01",2000,110
"788","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2000-01",2000,600
"789","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2000-01",2000,1898
"790","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2000-01",2000,80
"791","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","2000-01",2000,5
"792","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Tancada","2000-01",2000,422
"793","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2000-01",2000,1053
"794","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2000-01",2000,2872
"795","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2000-01",2000,5069
"796","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2000-01",2000,355
"797","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2000-01",2000,4071
"798","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2000-01",2000,40
"799","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2000-01",2000,385
"800","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1984-85",1984,3550
"801","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2001-02",2001,4350
"802","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2001-02",2001,7354
"803","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1984-85",1984,720
"804","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2001-02",2001,114.97
"805","Lubina","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1984-85",1984,450
"806","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2001-02",2001,1118
"807","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","2001-02",2001,15
"808","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1984-85",1984,1952
"809","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2001-02",2001,3759
"810","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Canal vell","1984-85",1984,259
"811","Llobarro gran","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2001-02",2001,2442
"812","Llobarro petit","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2001-02",2001,3409
"813","Cabeçut gran","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2001-02",2001,2876
"814","Cabeçut menut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2001-02",2001,2363
"815","Llisa gran","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2001-02",2001,1650
"816","Llisa petita","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2001-02",2001,83
"817","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Canal vell","1984-85",1984,1067
"818","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2001-02",2001,2407
"819","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2001-02",2001,57
"820","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1983-84",1983,7087
"821","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2001-02",2001,70
"822","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2001-02",2001,2560
"823","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","2001-02",2001,27
"824","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2001-02",2001,615
"825","Llobet","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2001-02",2001,187
"826","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2001-02",2001,3941
"827","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2001-02",2001,2065
"828","Palai","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2001-02",2001,54
"829","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2001-02",2001,154
"830","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2001-02",2001,4788
"831","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2001-02",2001,227
"832","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2001-02",2001,141
"833","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","2001-02",2001,58
"834","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1983-84",1983,2663
"835","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2002-03",2002,4195
"836","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2002-03",2002,4775
"837","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1983-84",1983,586
"838","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2002-03",2002,661.8
"839","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Canal vell","1983-84",1983,3169
"840","Lubina","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1983-84",1983,25
"841","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2002-03",2002,617
"842","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1983-84",1983,3996
"843","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2002-03",2002,1896
"844","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2002-03",2002,2302
"845","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Canal vell","1983-84",1983,740
"846","Llobet bord","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2002-03",2002,6033
"847","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1982-83",1982,5800
"848","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Encanyissada","2002-03",2002,268
"849","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1982-83",1982,506
"850","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2002-03",2002,7505
"851","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2002-03",2002,724
"852","Llisal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2002-03",2002,566
"853","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1982-83",1982,540
"854","Lubina","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1982-83",1982,181
"855","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2002-03",2002,1332
"856","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1982-83",1982,3500
"857","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Encanyissada","2002-03",2002,88
"858","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1981-82",1981,3564
"859","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2002-03",2002,431
"860","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2002-03",2002,2062
"861","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2002-03",2002,290.59
"862","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","2002-03",2002,235
"863","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Tancada","2002-03",2002,121
"864","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2002-03",2002,888
"865","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2002-03",2002,2383
"866","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2002-03",2002,560
"867","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2002-03",2002,168
"868","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2002-03",2002,2750
"869","Anguiles","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2002-03",2002,85.4
"870","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2002-03",2002,619.1
"871","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","2002-03",2002,46.65
"872","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Goleta","2002-03",2002,220.9
"873","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Goleta","2002-03",2002,30.6
"874","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1981-82",1981,2119
"875","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2003-04",2003,2194.4
"876","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1981-82",1981,1315
"877","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2003-04",2003,189.74
"878","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Canal vell","1981-82",1981,10000
"879","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2003-04",2003,5.3
"880","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1981-82",1981,195
"881","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2003-04",2003,1753.05
"882","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Canal vell","1981-82",1981,838
"883","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2003-04",2003,852.42
"884","Mugil","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1981-82",1981,7686
"885","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2003-04",2003,1760.3
"886","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1980-81",1980,7700
"887","Llangosti","Triple-grooved shrimp","Adult","Crustaceans","Decapoda","Penaeidae","Penaeus kerathurus","Encanyissada","2003-04",2003,43.54
"888","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1980-81",1980,1800
"889","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2003-04",2003,256.5
"890","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1980-81",1980,273
"891","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2003-04",2003,12.5
"892","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1980-81",1980,3300
"893","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2003-04",2003,120.7
"894","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2003-04",2003,3600
"895","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2003-04",2003,93.87
"896","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","2003-04",2003,160
"897","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Tancada","2003-04",2003,1753.05
"898","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2003-04",2003,900
"899","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2003-04",2003,2300
"900","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2003-04",2003,450
"901","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2003-04",2003,10
"902","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2003-04",2003,980
"903","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2003-04",2003,259.72
"904","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1979-80",1979,5200
"905","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2004-05",2004,1715
"906","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1979-80",1979,1100
"907","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2004-05",2004,1773
"908","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1979-80",1979,410
"909","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2004-05",2004,198.01
"910","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1979-80",1979,9000
"911","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","2004-05",2004,331.5
