Name;Common_name;Stage;Group;Order;Family;Species;Lagoon;Year;Year2;Kgs
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1980-81;1980;780,00
Llobet;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1980-81;1980;1180,00
Llisa gran;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1980-81;1980;2048,00
Llisa petita;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1980-81;1980;1100,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1980-81;1980;45,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2003-04;2003;6333,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1980-81;1980;14298,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2003-04;2003;210,26
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;2003-04;2003;138,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1980-81;1980;1529,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;2003-04;2003;3757,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1980-81;1980;15778,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1981-82;1981;9000,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1981-82;1981;2870,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1981-82;1981;1321,00
Patoia;Skipper;Juvenile;Fish;Clupeiformes;Clupeidae;Sprattus sprattus;Tancada;1981-82;1981;2200,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Tancada;1981-82;1981;2500,00
Llobarro gran;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1981-82;1981;2290,00
Llobarro petit;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1981-82;1981;3566,00
Mugil grande;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1981-82;1981;2300,00
Mugil mediano;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1981-82;1981;2000,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1981-82;1981;470,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;2003-04;2003;1637,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1981-82;1981;6298,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Canal vell;2003-04;2003;4444,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1981-82;1981;8000,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;2003-04;2003;116,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Canal vell;2003-04;2003;202,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Canal vell;2003-04;2003;10,00
Llobarro gran;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1981-82;1981;1394,00
Llobarro petit;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1981-82;1981;135,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;2003-04;2003;9,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2002-03;2002;4561,25
Mugil;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1981-82;1981;15778,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1982-83;1982;4445,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1982-83;1982;2839,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1982-83;1982;1787,00
Carpa;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Tancada;1982-83;1982;5900,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1982-83;1982;1220,00
Lubina mediana;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1982-83;1982;610,00
Lubina pequeña;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1982-83;1982;933,00
Llisa gran;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1982-83;1982;444,00
Llisa petita;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1982-83;1982;3400,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1982-83;1982;1900,00
Llenguado;Sole;Adult;Fish;Pleuronectiformes;Soleidae;Solea sp.;Tancada;1982-83;1982;54,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1982-83;1982;281,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2002-03;2002;648,22
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1982-83;1982;2869,00
Gamba;Shrimp;Adult;Crustaceans;Decapoda;Aristeidae;Aristeus sp.;Canal vell;2002-03;2002;17,50
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1982-83;1982;3310,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;2002-03;2002;204,50
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1982-83;1982;10000,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;2002-03;2002;536,85
Lubina;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1982-83;1982;908,40
Lubina pequeña;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1982-83;1982;845,40
Llobet;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;2002-03;2002;180,50
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1982-83;1982;8284,00
Llenguado;Sole;Adult;Fish;Pleuronectiformes;Soleidae;Solea sp.;Encanyissada;1982-83;1982;258,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1983-84;1983;9600,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1983-84;1983;5627,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1983-84;1983;1102,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Tancada;1983-84;1983;6000,00
Lubina;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1983-84;1983;2440,00
Lubina pequeña;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1983-84;1983;2340,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1983-84;1983;9053,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1983-84;1983;375,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1983-84;1983;175,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1983-84;1983;437,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1983-84;1983;294,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1983-84;1983;80,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Goleta;1983-84;1983;560,00
Lubina;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1983-84;1983;28,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Goleta;1983-84;1983;1002,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;2002-03;2002;669,20
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1983-84;1983;2070,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Canal vell;2002-03;2002;2040,95
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1983-84;1983;2475,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;2002-03;2002;1257,15
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1983-84;1983;47,50
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Canal vell;2002-03;2002;488,50
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1983-84;1983;3705,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Canal vell;2002-03;2002;165,25
Lubina;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1983-84;1983;2202,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;2002-03;2002;724,50
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1983-84;1983;16647,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2001-02;2001;8900,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1984-85;1984;3870,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1984-85;1984;2950,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1984-85;1984;900,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Tancada;1984-85;1984;1337,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1984-85;1984;3157,00
Lubina mediana;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1984-85;1984;1125,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1984-85;1984;1200,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1984-85;1984;310,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1984-85;1984;100,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Goleta;1984-85;1984;834,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1984-85;1984;34,00
Lubina mediana;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1984-85;1984;33,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Goleta;1984-85;1984;186,00
Llenguado;Sole;Adult;Fish;Pleuronectiformes;Soleidae;Solea sp.;Goleta;1984-85;1984;50,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2001-02;2001;781,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1984-85;1984;2800,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;2001-02;2001;760,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1984-85;1984;1450,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;2001-02;2001;900,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1984-85;1984;70,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1984-85;1984;1100,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1984-85;1984;9000,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;2001-02;2001;1260,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1984-85;1984;1475,00
Lubina pequeña;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1984-85;1984;3140,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;2001-02;2001;5600,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1984-85;1984;11255,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;2001-02;2001;260,00
Llenguado;Sole;Adult;Fish;Pleuronectiformes;Soleidae;Solea sp.;Encanyissada;1984-85;1984;953,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2000-01;2000;8825,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1985-86;1985;2543,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1985-86;1985;682,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1985-86;1985;270,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Tancada;1985-86;1985;8300,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1985-86;1985;85,90
Lubina mediana;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1985-86;1985;20,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1985-86;1985;3496,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1985-86;1985;786,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1985-86;1985;1232,80
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1985-86;1985;2953,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1985-86;1985;2103,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1985-86;1985;31,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1985-86;1985;1090,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1985-86;1985;32,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1985-86;1985;860,00
Lubina pequeña;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1985-86;1985;206,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1985-86;1985;8492,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1986-87;1986;1660,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1986-87;1986;810,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1986-87;1986;1280,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Tancada;1986-87;1986;500,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1986-87;1986;248,00
Lubina pequeña;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1986-87;1986;700,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1986-87;1986;3270,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1986-87;1986;3270,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1986-87;1986;1820,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1986-87;1986;2050,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1986-87;1986;4652,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;2000-01;2000;918,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;2000-01;2000;30,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;2000-01;2000;2100,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1986-87;1986;26,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1986-87;1986;1210,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;2000-01;2000;1860,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1986-87;1986;2171,00
Retallat;Retallat?;Ind1;Ind1;Ind1;Ind1;Ind1;Encanyissada;1986-87;1986;311,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;2000-01;2000;3100,00
Lubina grande;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1986-87;1986;389,00
Lubina pequeña;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1986-87;1986;1965,00
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Encanyissada;1986-87;1986;12,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Encanyissada;1986-87;1986;1821,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1998-99;1998;5000,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1986-87;1986;5779,00
Llangosti;Triple-grooved shrimp;Adult;Crustaceans;Decapoda;Penaeidae;Penaeus kerathurus;Encanyissada;1986-87;1986;66,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1998-99;1998;313,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1986-87;1986;190,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1998-99;1998;1600,00
Palai;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1986-87;1986;221,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1998-99;1998;5120,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1997-98;1997;1061,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1989-90;1989;2713,00
Anguila palangre;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1989-90;1989;19,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1989-90;1989;585,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1989-90;1989;167,05
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Tancada;1989-90;1989;41,50
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Tancada;1989-90;1989;122,80
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1989-90;1989;1789,60
Llobet;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1989-90;1989;2696,90
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Tancada;1989-90;1989;3394,10
Llisal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1989-90;1989;14,50
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1989-90;1989;587,30
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1989-90;1989;1563,50
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1989-90;1989;415,80
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1997-98;1997;6053,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1989-90;1989;3664,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1997-98;1997;616,00
Anguila palangre;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1989-90;1989;31,30
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;1997-98;1997;156,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1989-90;1989;2372,70
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;1997-98;1997;1088,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1989-90;1989;130,50
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1997-98;1997;3766,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1989-90;1989;506,90
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1997-98;1997;3848,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1989-90;1989;2697,70
Llobaret;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1989-90;1989;31,90
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;1997-98;1997;200,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1989-90;1989;1965,90
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1996-97;1996;7155,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1989-90;1989;12664,60
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1996-97;1996;692,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1989-90;1989;222,20
Ullada;Albacore;Adult;Fish;Perciformes;Scombridae;Thunnus alalunga;Encanyissada;1989-90;1989;34,00
Palaes;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1989-90;1989;43,30
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Encanyissada;1989-90;1989;7,00
Anguila mezclada (una mica de tot);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1990-91;1990;195,10
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1990-91;1990;154,30
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Goleta;1990-91;1990;88,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1990-91;1990;57,21
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Goleta;1990-91;1990;1426,70
Palaes;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Goleta;1990-91;1990;1,10
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1990-91;1990;2800,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1990-91;1990;2047,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1990-91;1990;106,70
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Tancada;1990-91;1990;1262,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1990-91;1990;1392,30
Llobet;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1990-91;1990;3506,20
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Tancada;1990-91;1990;767,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Tancada;1990-91;1990;1617,50
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1990-91;1990;2703,50
Llisal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1990-91;1990;2045,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1990-91;1990;159,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1990-91;1990;40,00
Palaes;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Tancada;1990-91;1990;64,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1990-91;1990;1419,50
