Month;Year;ZM_River;ZM_Reservoir;QMean;QMax;Over_500;Over_750;Over_1000;Over_1250;Over_1500;Over_1750;Over_2000;Over_2250;Over_2500;Over_2750;Over_3000;Over_3250;Over_3500;FlowSup_CHE;Flow_CAT;FlowSup_TorAs;Alcalinity_CHE;Var118_CAT;Var119_CAT;Bicarbonate_CHE;Bicarbonate_CAT;Carbonates_CHE;Carbonates_CAT;DurTotal_CHE;DurTotal_CAT;DurCa_CAT;DurMg_CAT;DurPer_CAT;NH4_CHE;NH4_CAT;NH4_TorAs;AS_CHE;AS_CAT;Ca_CHE;Ca_CAT;CN_CHE;CN_CAT;Chloride_CHE;Chloride_CAT;Cu_CHE;Cu_CAT;Cr_CHE;Cr_CAT;ColFec_CHE;ColFec_CAT;ColTot_CHE;ColTot_CAT;StreptoFec_CHE;StreptoFec_CAT;Salmo_CHE;Salmo_CAT;Cond_CHE;Cond_CAT;DBO_CHE;DBO_CAT;Tenso_CHE;Tenso_CAT;Fluor_CHE;Fluor_CAT;Fosfor_CHE;Fosfor_TorAs;Fosfor_CAT;FosforTot_CHE;Fe_CHE;Fe_CAT;Mg_CHE;Mg_CAT;Mn_CHE;Mn_CAT;MES_CHE;MES_CAT;Hg_CHE;Hg_CAT;NO3_CHE;NO3_CAT;NO3_Hen;NO3_TorAs;NO2_CHE;NO2_CAT;NO2_Hen;NH4_Hen;P2O5_Hen;NKj_CHE;NKj_CAT;NKj_Hen;DIN_TorAs;DIP_TorAs;DINP_TorAs;O2Dis_CHE;O2Dis_CAT;O2Per_CHE;O2Per_CAT;pH_CHE;pH_CAT;Pb_CHE;Pb_CAT;K_CHE;K_CAT;SiO2_CHE;SiO2_CAT;SiO2_Hen;Se_CHE;Se_CAT;Na_CHE;Na_CAT;SO4_CHE;SO4_CAT;TempWat_CHE;TempWat_CAT;TempAir_CHE;TempAir_CAT;Tur_CAT;Tur_Hen;Zn_CHE;Zn_CAT;TOC_CAT;TOC_Hen;ChlTotal_Hen
5;1.991;0,00;0,00;709,73;1.164,75;23,00;13,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;768,00;;1.900.936.080.000,00;160,00;;;;;;;;;;;;0,10;0,14;0,10;0,00000;;97,20;;0,00;;63,00;;0,00;;0,00;;;;1.925,00;;;;;;656,00;;3,45;;0,43;;0,18;;0,34;0,34;0,36;;0,01;;18,25;;0,01;;4,50;;0,00;;15,50;14,48;14,475;15,50;;0,12;0,120;0,142;0,360;;0,16;0,160;6.902,07;212,78;32,44;10,95;;107,90;;7,90;;0,00;;;;;3,24;3,240;;;32,85;;127,50;;14,30;;21,85;;;;0,03;;;4,400;16,738
6;1.991;0,00;0,00;149,81;277,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,50;;388.312.704.000,00;179,25;;;;;;;;;;;;0,14;0,06;0,14;0,00000;;93,20;;0,00;;65,00;;0,01;;0,00;;;;6.900,00;;;;;;633,00;;2,65;;0,02;;0,22;;0,66;0,66;0,38;;0,18;;17,65;;0,03;;14,00;;0,00;;11,70;11,63;11,625;11,70;;0,08;0,075;0,058;0,380;;0,34;0,340;1.085,80;84,60;12,96;8,85;;98,50;;8,15;;0,00;;;;;1,95;1,950;;;39,35;;93,95;;19,85;;22,40;;;;0,03;;;4,371;32,460
7;1.991;0,00;0,00;135,91;203,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;122,00;;364.018.752.000,00;162,50;;;;;;;;;;;;0,14;0,06;0,17;0,00000;;92,20;;0,00;;74,00;;0,01;;0,00;;3.065,00;;16.466,67;;3,00;;0,00;;722,00;;4,03;;0,00;;0,21;;0,58;0,58;0,25;;0,09;;15,20;;0,01;;59,00;;0,00;;10,27;9,70;9,700;10,55;;0,06;0,060;0,060;0,250;5,46;0,36;0,360;928,16;68,78;13,53;9,10;;119,00;;8,30;;0,01;;;;;2,34;2,340;;;46,30;;123,87;;23,43;;32,70;;;;0,03;;;5,144;44,980
8;1.991;0,00;0,00;166,93;187,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;142,00;;458.771.216.748,01;161,00;;;;;;;;;;;;1,57;0,06;1,45;0,00000;;110,20;;0,00;;122,67;;0,03;;0,00;;;;720.000,00;;;;;;993,33;;5,40;;0,04;;0,25;;0,77;1,00;0,22;;0,06;;18,25;;0,04;;8,67;;0,00;;8,63;9,25;9,250;8,60;;0,07;0,070;0,064;0,220;;0,28;0,280;1.425,47;150,56;9,47;7,10;;91,67;;8,23;;0,02;;;;;1,63;1,625;;;82,00;;183,95;;21,87;;33,50;;;;0,02;;;5,200;44,771
9;1.991;0,00;0,00;128,59;144,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113,00;;363.652.307.927,43;160,75;;;;;;;;;;;;0,49;0,10;0,43;0,00500;;122,20;;0,00;;179,77;;0,01;;0,00;;;;2.100,00;;;;;;1.163,67;;8,33;;0,06;;0,17;;0,52;0,61;0,44;;0,05;;46,30;;0,04;;8,00;;0,00;;8,17;8,10;8,100;8,20;;0,12;0,122;0,096;0,440;;0,33;0,330;809,25;74,06;11,74;6,80;;94,67;;7,93;;0,02;;;;;1,88;1,880;;;111,60;;276,00;;28,13;;29,00;;;;0,04;;;3,383;28,988
10;1.991;0,00;0,00;97,80;122,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;;291.796.496.508,40;171,50;;;;;;;;;;;;0,57;0,12;0,66;0,01333;;136,30;;0,00;;195,33;;0,03;;0,00;;30.000,00;;394.000,00;;25,00;;0,00;;1.242,33;;10,80;;0,01;;0,26;;0,63;0,71;0,74;;0,12;;32,80;;0,10;;16,67;;0,00;;6,43;11,93;11,925;6,60;;0,11;0,113;0,125;0,740;1,61;0,30;0,300;601,16;69,50;8,71;9,55;;99,00;;8,00;;0,03;;;;;2,78;2,775;;;115,00;;246,63;;20,37;;18,10;;;;0,03;;;2,700;21,156
11;1.991;0,00;0,00;182,20;483,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;122,00;;472.264.128.000,00;179,25;;;;;;;;;;;;0,61;0,12;0,49;0,00000;;134,30;;0,00;;175,18;;0,01;;0,00;;10.733,33;;119.300,00;;40,00;;0,00;;1.153,00;;3,75;;0,05;;0,31;;0,72;0,83;0,28;;0,10;;29,20;;0,02;;9,50;;0,00;;17,10;14,23;14,225;17,40;;0,08;0,080;0,118;0,280;1,64;1,38;1,380;2.072,77;126,28;16,82;9,30;;97,25;;8,08;;0,00;;;;;2,10;2,100;0,00;;113,40;;268,50;;17,15;;16,55;;;;0,06;;;2,300;10,613
12;1.991;0,00;0,00;278,05;519,94;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;361,00;;744.740.352.000,00;170,75;;;;;;;;;;;;0,65;0,12;0,73;0,00000;;128,25;;0,00;;151,05;;0,00;;0,00;;300,00;;21.800,00;;;;;;994,00;;2,63;;0,07;;0,26;;0,76;1,17;0,17;;0,04;;27,95;;0,02;;8,75;;0,00;;14,58;12,82;12,820;14,60;;0,11;0,110;0,123;0,170;5,61;0,36;0,360;2.919,89;291,72;15,60;8,85;;83,00;;7,80;;0,01;;;;;3,10;3,100;;;100,50;;266,00;;13,20;;11,55;;;;0,01;;;3,000;8,929
1;1.992;0,00;0,00;146,71;202,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;136,50;;392.943.744.000,00;173,25;;;;;;;;;;;;0,90;0,10;0,86;0,00000;;106,20;;0,00;;115,23;;0,01;;0,00;;;;13.400,00;;;;;;778,33;;4,23;;0,01;;0,28;;0,56;0,63;0,30;;0,03;;21,90;;0,04;;3,00;;0,00;;15,30;13,45;13,450;15,35;;0,09;0,093;0,103;0,300;;0,65;0,650;1.651,24;81,66;20,28;10,45;;91,00;;7,70;;0,00;;;;;3,77;3,767;;;68,60;;141,20;;9,60;;6,05;;;;0,03;;;4,500;14,229
2;1.992;0,00;0,00;111,01;143,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,50;;268.564.896.000,00;181,00;;;;;;;;;;;;0,45;0,10;0,45;0,00000;;116,20;;0,00;;139,00;;0,00;;0,00;;14.900,00;;49.110,00;;;;;;910,50;;4,65;;0,08;;0,29;;0,97;0,97;0,43;;0,08;;26,15;;0,04;;7,50;;0,00;;15,00;15,50;15,500;15,00;;0,09;0,093;0,100;0,430;1,93;0,46;0,460;1.011,52;85,79;11,95;11,45;;99,50;;7,95;;0,01;;;;;2,27;2,267;;;89,50;;189,00;;9,75;;8,90;;;;0,02;;;4,800;48,688
3;1.992;0,00;0,00;100,35;147,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;;268.764.480.000,00;189,75;;;;;;;;;;;;0,24;0,13;0,30;0,00000;;133,30;;0,00;;175,00;;0,02;;0,00;;;;44,00;;;;;;1.185,00;;8,20;;0,03;;0,20;;0,79;0,87;0,45;;0,10;;24,90;;0,05;;7,33;;0,00;;15,43;15,76;15,760;15,40;;0,12;0,124;0,133;0,450;;0,41;0,410;1.014,58;76,94;13,42;10,65;;117,00;;7,97;;0,02;;;;;1,05;1,050;;;111,40;;207,00;;12,03;;15,65;;;;0,03;;;4,300;31,267
4;1.992;0,00;0,00;454,51;880,32;14,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;556,50;;1.178.077.824.000,00;182,75;;;;;;;;;;;;0,55;0,13;0,54;0,00000;;124,25;;0,00;;145,68;;0,02;;0,00;;100,00;;4.233,33;;;;;;993,25;;3,78;;0,02;;0,29;;0,39;0,42;0,17;;0,08;;29,20;;0,03;;11,50;;0,00;;17,75;17,05;17,050;17,95;;0,12;0,123;0,129;0,170;1,59;0,92;0,920;5.343,11;162,47;32,94;9,40;;92,75;;7,85;;0,00;;;;;1,38;1,375;;;96,50;;230,23;;14,00;;17,00;;;;0,02;;;5,500;38,657
5;1.992;0,00;0,00;184,56;305,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;297,00;;494.327.232.000,00;168,50;;;;;;;;;;;;0,43;0,10;0,44;0,00000;;90,20;;0,00;;82,70;;0,02;;0,02;;;;26.950,00;;;;;;717,33;;6,80;;0,01;;0,19;;0,40;0,45;0,19;;0,07;;23,15;;0,03;;9,00;;0,00;;11,20;14,98;14,975;9,75;;0,14;0,135;0,105;0,190;;0,43;0,430;1.278,66;72,33;17,81;9,25;;115,00;;7,90;;0,00;;;;;2,08;2,075;;;51,70;;139,75;;19,83;;26,50;;;;0,04;;;4,800;43,529
6;1.992;0,00;0,00;327,81;539,04;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;320,00;;849.687.408.000,00;148,75;;;;;;;;;;;;0,45;0,10;0,49;0,00000;;86,20;;0,00;;56,27;;0,01;;0,00;;2.200,00;;21.566,67;;;;;;593,67;;4,70;;0,03;;0,24;;0,62;0,65;0,31;;0,06;;16,00;;0,02;;19,33;;0,00;;9,60;10,94;10,940;9,75;;0,09;0,088;0,098;0,310;4,01;0,15;0,150;2.246,61;182,66;12,18;7,40;;83,33;;7,83;;0,00;;;;;3,64;3,640;;;38,25;;107,67;;18,73;;19,75;;;;0,06;;;4,800;52,375
7;1.992;0,00;0,00;233,91;564,40;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;250,00;;626.498.496.000,00;162,55;;;;;;;;;;;;0,27;0,10;0,32;0,00000;;106,20;;0,00;;126,70;;0,02;;0,01;;41.000,00;;105.500,00;;890,00;;0,00;;1.044,00;;5,33;;0,02;;0,24;;0,69;0,67;0,29;;0,06;;20,05;;0,03;;15,00;;0,00;;10,47;9,70;9,700;10,65;;0,05;0,053;0,100;0,290;4,48;0,64;0,637;1.689,11;134,75;13,59;6,60;;93,00;;7,87;;0,01;;;;;1,45;1,450;0,00;;84,20;;165,00;;24,00;;27,00;;;;0,03;;;4,600;36,650
8;1.992;0,00;0,00;140,85;150,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,00;;377.246.160.000,00;175,00;;;;;;;;;;;;0,24;0,10;0,19;0,00000;;106,20;;0,00;;127,67;;0,01;;0,00;;;;5.000,00;;;;;;1.082,00;;10,87;;0,01;;0,21;;0,82;0,89;0,35;;0,03;;24,90;;0,01;;13,00;;0,00;;9,17;10,70;10,700;8,70;;0,07;0,070;0,100;0,345;;0,39;0,390;816,06;107,97;7,72;9,00;;91,33;;8,07;;0,02;;;;;1,75;1,750;;;97,95;;192,00;;23,13;;30,70;;;;0,03;;;4,500;54,611
9;1.992;0,00;0,00;172,07;319,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;240,50;;446.011.056.000,00;158,50;;;;;;;;;;;;0,31;0,10;0,31;0,00000;;98,20;;0,00;;97,47;;0,02;;0,00;;;;56.600,00;;;;;;852,00;;10,73;;0,09;;0,19;;0,78;0,78;0,43;;0,03;;24,35;;0,04;;13,67;;0,00;;8,07;9,80;9,800;8,50;;0,07;0,072;0,100;0,433;;0,59;0,590;990,85;116,43;8,66;7,95;;91,00;;7,47;;0,02;;;;;3,44;3,440;;;74,65;;180,00;;24,27;;19,60;;;;0,03;;;4,800;31,357
10;1.992;0,00;0,00;651,55;1.186,35;25,00;8,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;778,50;;1.745.121.888.000,00;150,50;;;;;;;;;;;;0,56;0,10;0,65;0,00000;;98,20;;0,00;;126,47;;0,01;;0,00;;800,00;;3.066,67;;51,00;;0,00;;954,00;;6,90;;0,03;;0,16;;0,39;0,43;0,30;;0,06;;25,55;;0,02;;16,00;;0,00;;12,97;11,60;11,600;12,80;;0,16;0,163;0,100;0,300;2,80;0,42;0,420;6.013,99;244,65;24,58;8,75;;84,33;;7,57;;0,05;;;;;4,95;4,950;0,00;;94,50;;134,43;;17,33;;22,15;;;;0,03;;;4,500;12,713
11;1.992;0,00;0,00;780,73;1.578,90;30,00;9,00;4,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;763,50;;2.023.654.320.000,00;157,75;;;;;;;;;;;;0,29;0,10;0,31;0,00063;;93,20;;0,00;;82,78;;0,01;;0,00;;450,00;;5.800,00;;43,00;;3,00;;698,00;;8,30;;0,04;;0,20;;0,46;0,46;0,20;;0,06;;15,80;;0,03;;15,25;;0,00;;10,13;11,38;11,375;10,70;;0,08;0,083;0,100;0,201;3,01;0,66;0,660;5.464,97;306,87;17,82;10,93;;93,75;;7,70;;0,01;;;;;4,33;4,325;0,00;;69,10;;142,00;;13,16;;17,00;;;;0,05;;;4,000;5,367
12;1.992;0,00;0,00;757,47;1.653,35;22,00;10,00;6,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;672,50;;2.028.808.080.000,00;;;;;;;;;;;;;0,37;0,10;0,29;0,00000;;;;0,00;;;;0,01;;0,00;;500,00;;10.833,33;;;;;;625,00;;9,10;;;;0,25;;;0,52;0,30;;0,06;;;;0,02;;;;0,00;;;13,02;13,020;10,23;;0,09;0,088;0,100;0,297;;0,53;0,530;5.239,61;347,38;15,28;11,70;;104,00;;7,87;;0,01;;;;;3,88;3,880;;;;;;;10,67;;7,50;;;;0,04;;;4,100;9,971
1;1.993;0,00;0,00;278,14;464,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;106,42;;744.968.016.000,00;170,50;;;;;;;;;;;;0,52;0,10;0,53;0,00000;;93,20;;0,00;;76,13;;0,01;;0,00;;;;27.850,00;;;;;;597,00;;6,70;;0,27;;0,21;;0,50;0,58;0,44;;0,05;;18,25;;0,01;;10,33;;0,00;;8,77;11,15;11,150;9,75;;0,08;0,083;0,100;0,437;;0,30;0,300;1.996,86;141,91;14,48;11,30;;103,67;;8,00;;0,00;;;;;3,00;3,000;;;51,00;;130,05;;9,10;;6,10;;;;0,05;;;4,300;4,850
2;1.993;0,00;0,00;159,97;234,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,50;;386.991.216.000,00;181,50;;;;;;;;;;;;0,50;0,10;0,58;0,00000;;127,25;;0,00;;110,00;;0,01;;0,00;;9.600,00;;26.715,00;;;;;;824,67;;5,27;;0,02;;0,16;;0,41;0,39;0,30;;0,04;;23,70;;0,02;;6,33;;0,00;;12,43;14,43;14,425;12,65;;0,08;0,078;0,100;0,300;3,50;0,44;0,440;1.297,91;49,81;26,12;10,35;;99,00;;7,80;;0,01;;;;;2,53;2,525;;;73,80;;169,30;;10,57;;16,65;;;;0,06;;;6,500;34,150
3;1.993;0,00;0,00;215,63;301,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;216,50;;577.544.688.000,00;187,25;;;;;;;;;;;;0,31;0,10;0,34;0,00000;;116,20;;0,00;;112,10;;0,01;;0,00;;1.200,00;;21.070,00;;240,00;;0,00;;1.037,00;;12,53;;0,06;;0,22;;0,74;0,81;0,06;;0,06;;22,50;;0,02;;15,33;;0,00;;13,83;14,20;14,200;14,15;;0,13;0,130;0,100;0,061;;0,42;0,420;2.030,02;155,59;13,86;9,40;;124,67;;8,03;;0,01;;;;;1,28;1,280;;;81,45;;193,25;;17,10;;20,05;;;;0,04;;;6,100;104,680
4;1.993;0,00;0,00;207,79;242,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;160,50;;538.580.016.000,00;177,50;;;;;;;;;;;;0,62;0,10;0,69;0,00000;;110,20;;0,00;;123,58;;0,01;;0,00;;5.535,00;;21.190,00;;790,00;;0,00;;920,25;;9,98;;0,01;;0,22;;0,30;0,29;0,17;;0,04;;26,80;;0,02;;18,50;;0,00;;13,33;13,75;13,750;13,55;;0,12;0,120;0,100;0,170;1,50;0,23;0,230;1.968,29;51,57;41,54;7,60;;90,25;;8,00;;0,02;;;;;1,53;1,525;;;84,55;;217,07;;15,45;;22,20;;;;0,03;;;4,633;41,150
5;1.993;0,00;0,00;316,47;516,78;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;440,00;;847.636.272.000,00;163,00;;;;;;;;;;;;0,51;0,10;0,48;0,00000;;92,20;;0,00;;92,83;;0,01;;0,00;;140,00;;585,00;;10,00;;0,00;;771,00;;6,60;;0,02;;0,17;;2,26;0,98;0,24;;0,10;;23,10;;0,02;;8,00;;0,00;;10,60;13,24;13,240;10,45;;0,13;0,126;0,100;0,240;;0,26;0,260;2.351,35;273,92;15,71;7,50;;81,00;;7,83;;0,02;;;;;2,08;2,080;;;61,90;;167,60;;18,77;;24,60;;;;0,07;;;3,000;30,940
6;1.993;0,00;0,00;181,63;398,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;126,00;;470.776.752.000,00;160,50;;;;;;;;;;;;0,42;0,10;0,42;0,00000;;100,20;;0,00;;103,95;;0,01;;0,00;;10,00;;615,00;;0,00;;0,00;;876,50;;8,20;;0,02;;0,22;;0,49;0,49;0,31;0,32;0,07;;18,25;;0,02;;24,50;;0,00;;9,45;10,48;10,475;9,45;;0,05;0,045;0,100;0,310;;0,81;0,810;1.174,59;75,98;20,00;9,25;;109,05;;7,70;;0,01;;;;;1,25;1,250;;;70,20;;165,00;;23,25;;27,30;;;;0,06;;;3,800;34,750
7;1.993;0,00;0,00;132,00;154,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;132,50;;353.536.272.000,00;167,50;;;;;;;;;;;;0,64;0,10;0,64;0,00000;;110,20;;0,00;;110,85;;0,01;;0,00;;260,00;;85.795,00;;18,00;;0,00;;846,50;;4,70;;0,02;;0,19;;0,45;0,45;0,42;0,27;0,04;;23,15;;0,03;;6,00;;0,00;;9,30;10,15;10,150;9,30;;0,08;0,075;0,100;0,420;3,47;1,02;1,020;924,34;50,82;18,58;8,25;;101,00;;7,70;;0,01;;;;;1,15;1,150;0,00;;79,30;;185,65;;24,85;;24,75;;;;0,15;;;3,600;35,050
8;1.993;0,00;0,00;152,98;174,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;173,50;;409.743.360.000,00;165,00;;;;;;;;;;;;0,61;0,10;0,85;0,00083;;116,20;;0,00;;136,00;;0,01;;0,00;;66.000,00;;202.500,00;;32,00;;0,00;;1.063,00;;8,60;;0,04;;0,17;;0,51;0,51;0,05;;0,05;;23,10;;0,03;;18,50;;0,00;;10,50;8,98;8,980;10,50;;0,08;0,078;0,100;0,047;0,90;0,48;0,480;1.257,01;66,74;18,93;6,60;;98,45;;7,52;;0,01;;;;;1,44;1,440;0,00;;100,00;;222,00;;25,83;;29,05;;;;0,05;;;3,200;43,620
9;1.993;0,00;0,00;146,67;179,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;162,50;;380.169.072.000,00;160,50;;;;;;;;;;;;0,56;0,13;0,56;0,00000;;120,20;;0,00;;167,50;;0,01;;0,00;;9.300,00;;112.500,00;;400,00;;0,00;;995,00;;6,15;;0,02;;0,27;;0,41;0,41;0,22;0,20;0,07;;34,00;;0,04;;13,00;;0,00;;7,75;10,23;10,225;7,75;;0,11;0,113;0,127;0,220;;0,50;0,500;829,30;49,47;16,82;8,10;;98,00;;7,85;;0,05;;;;;3,03;3,025;;;110,00;;258,50;;24,75;;25,50;;;;0,04;;;4,350;23,075
10;1.993;0,00;0,00;251,59;464,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;304,00;;673.847.856.000,00;157,00;;;;;;;;;;;;0,13;0,13;0,11;0,00000;;97,19;;0,00;;108,17;;0,01;;0,00;;3.670,00;;44.846,67;;974,50;;11,50;;789,67;;6,50;;0,02;;0,20;;0,42;0,41;0,68;0,18;0,05;;23,10;;0,02;;8,67;;0,00;;8,27;11,78;11,775;8,05;;0,10;0,103;0,132;0,678;1,80;0,47;0,470;1.300,01;90,69;14,33;8,47;;91,67;;7,97;;0,00;;;;;3,28;3,275;0,00;;69,45;;184,23;;18,93;;20,43;;;;0,02;;;4,400;9,680
11;1.993;0,00;0,00;349,87;441,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;456,50;;906.871.680.000,00;164,75;;;;;;;;;;;;0,01;0,10;0,02;0,00000;;100,20;;0,00;;98,77;;0,00;;0,00;;16.000,00;;14.200,00;;800,00;;0,00;;728,00;;5,90;;0,02;;0,20;;0,61;0,73;0,24;0,21;0,05;;24,10;;0,03;;16,67;;0,00;;10,60;11,34;11,340;11,30;;0,06;0,062;0,100;0,242;5,50;0,23;0,230;2.361,35;219,10;11,88;9,10;;87,57;;8,03;;0,00;;;;;2,58;2,580;0,00;;68,15;;156,55;;13,37;;8,47;;;;0,05;;;4,600;6,040
12;1.993;0,00;0,00;305,60;1.078,60;4,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;318,00;;818.527.680.000,00;166,25;;;;;;;;;;;;0,31;0,10;0,38;0,00000;;104,20;;0,00;;117,83;;0,01;;0,00;;224,50;;5.666,67;;76,00;;0,00;;877,00;;7,43;;0,01;;0,21;;0,44;0,48;0,31;0,13;0,05;;26,80;;0,02;;5,33;;0,00;;10,33;13,23;13,225;10,75;;0,22;0,218;0,100;0,310;1,80;0,45;0,450;2.262,74;128,38;17,86;9,23;;85,63;;8,03;;0,00;;;;;3,30;3,300;;;99,45;;202,90;;11,80;;11,23;;;;0,03;;;3,800;4,625
1;1.994;0,00;0,00;763,10;1.159,21;28,00;21,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;873,00;814,00;2.043.884.880.000,00;159,25;8,00;174,00;;192,76;;9,68;;310,80;242,80;68,00;136,80;0,43;0,12;0,47;0,00000;0,00170;78,20;97,26;0,00;0,00;60,30;87,90;0,00;0,00;0,00;0,00;1.015,00;;5.200,00;;213,50;;0,00;;633,25;706,30;5,28;1,70;0,02;0,00;0,13;0,18;0,29;0,30;0,17;0,11;0,05;0,00;17,05;16,48;0,01;0,02;9,25;16,75;0,00;0,00;12,20;12,34;12,340;15,35;;0,10;0,098;0,115;0,170;2,24;0,65;0,650;8.062,58;199,56;38,98;11,23;101,00;95,75;11,61;8,03;8,17;0,00;0,00;;3,26;;3,81;3,810;0,00;0,00;46,00;61,44;105,10;138,16;8,23;9,56;10,63;13,32;14,84;14,843;0,03;0,01;;4,100;4,500
2;1.994;0,00;0,00;477,13;598,60;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;672,00;482,14;1.154.283.696.000,00;172,50;10,50;171,25;;183,38;;12,40;;269,25;216,75;52,50;98,25;0,28;0,12;0,29;0,00000;0,00050;77,15;86,78;0,00;0,00;55,97;57,93;0,01;0,00;0,00;0,00;3.200,00;;4.800,00;;800,00;;0,00;;565,33;556,10;4,07;1,73;0,01;0,00;0,26;0,32;0,28;0,29;0,24;0,14;0,06;0,01;15,15;12,73;0,03;0,02;8,67;9,27;0,00;0,00;8,17;10,28;10,275;8,30;;0,11;0,110;0,116;0,240;;0,49;0,490;2.461,23;108,77;22,71;11,20;99,13;100,67;11,31;7,93;8,23;0,00;0,00;;2,10;;3,25;3,250;;0,00;42,00;40,00;93,05;91,78;9,20;10,28;15,33;13,66;21,01;21,009;0,06;0,01;;5,700;7,075
3;1.994;0,00;0,00;254,26;410,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;361,00;232,67;681.005.232.000,00;161,25;13,25;167,00;;171,10;;16,03;;290,75;231,00;59,75;124,00;0,43;0,10;0,35;0,00000;0,00100;90,20;92,45;0,00;0,00;62,70;66,33;0,01;0,00;0,00;0,00;200,00;;1.542,50;;10,00;;0,00;;728,00;605,52;4,03;2,08;0,01;0,00;0,13;0,17;0,62;0,75;0,23;0,17;0,07;0,01;18,25;14,53;0,02;0,02;5,33;7,27;0,00;0,00;11,10;11,03;11,025;12,45;;0,09;0,090;0,096;0,230;;0,08;0,140;2.136,77;164,98;14,28;10,57;112,33;104,53;12,02;8,20;8,19;0,00;0,00;;1,63;;2,60;2,600;;0,00;48,00;44,38;128,65;114,95;14,40;13,70;18,83;18,77;16,88;16,875;0,06;0,02;;4,533;9,875
