taxa_name,year,stratum,n_obs,depth,temp_bottom,weight,number
Hippoglossoides platessoides,1985,212,4,537,3.85,0.25,0.5
Hippoglossoides platessoides,1985,213,6,230.1811024,0.916666667,37.16666667,76.16666667
Hippoglossoides platessoides,1985,214,9,240.2453532,1.211111111,84.41666667,161.1111111
Hippoglossoides platessoides,1985,215,8,261.8274336,NA,2.93875,6.25
Hippoglossoides platessoides,1985,216,2,345.2222222,3.15,0.3,0.5
Hippoglossoides platessoides,1985,217,1,437.443038,3.7,0,0
Hippoglossoides platessoides,1985,218,3,594.2808989,3.866666667,0,0
Hippoglossoides platessoides,1985,219,2,854.4428571,3.85,0,0
Hippoglossoides platessoides,1985,222,2,337.2954545,2.35,0.5,1.5
Hippoglossoides platessoides,1985,223,2,440.373494,3.3,0,0
Hippoglossoides platessoides,1985,224,2,579.1071429,3.9,0,0
Hippoglossoides platessoides,1985,227,3,448.8,3.8,0.166666667,0.666666667
Hippoglossoides platessoides,1985,228,10,252.7040498,0.03,7.64,22.1
Hippoglossoides platessoides,1985,229,4,339.9052632,2.325,0.15,1.5
Hippoglossoides platessoides,1985,230,2,598.8876404,3.95,0,0
Hippoglossoides platessoides,1985,231,2,844.5441176,3.85,0,0
Hippoglossoides platessoides,1985,234,3,253.8105263,-0.566666667,1.666666667,6
Hippoglossoides platessoides,1985,235,2,447.4358974,3.4,0,0
Hippoglossoides platessoides,1985,236,2,842.6470588,3.55,0,0
Hippoglossoides platessoides,1985,237,2,146.5833333,-0.15,36.25,142.5
Hippoglossoides platessoides,1985,238,2,150.4931507,NA,19.4,38.5
Hippoglossoides platessoides,1985,240,1,452.2372881,NA,0,0
Hippoglossoides platessoides,1985,328,14,132.9944751,-1.228571429,63,215
Hippoglossoides platessoides,1985,341,15,129.7178218,NA,12.01333333,42.26666667
Hippoglossoides platessoides,1985,342,7,142.9777778,NA,45.24285714,147.4285714
Hippoglossoides platessoides,1985,343,6,155.7333333,-1.416666667,468.6666667,1647.333333
Hippoglossoides platessoides,1985,344,16,217.3381643,-0.8625,85.84375,205.6875
Hippoglossoides platessoides,1985,345,15,309.3190476,NA,21.4,45.46666667
Hippoglossoides platessoides,1985,346,9,315.9352941,NA,14.55555556,25.11111111
Hippoglossoides platessoides,1985,3471,2,211.3333333,-1,26.25,123.5
Hippoglossoides platessoides,1985,3472,5,216.1842105,-0.64,20.02,63.2
Hippoglossoides platessoides,1985,348,26,162.5588235,-1.130769231,64.90384615,230.9615385
Hippoglossoides platessoides,1985,3492,21,124.5551601,NA,14.92857143,43.9047619
Hippoglossoides platessoides,1985,350,6,73.72093023,-1.166666667,8.508333333,9.666666667
Hippoglossoides platessoides,1985,3501,12,80.30693069,NA,47.68333333,68.25
Hippoglossoides platessoides,1985,3632,18,78.41762452,-0.144444444,63.91666667,131.4444444
Hippoglossoides platessoides,1985,364,34,119.6786704,NA,214.1691176,447.7941176
Hippoglossoides platessoides,1985,365,13,159.6888889,-0.992307692,141.9230769,373.2307692
Hippoglossoides platessoides,1985,366,1,206.6153846,0.3,72,239
Hippoglossoides platessoides,1985,3661,15,227.8495935,NA,40.35,73.8
Hippoglossoides platessoides,1985,368,3,325.699115,1.666666667,4.166666667,7.666666667
Hippoglossoides platessoides,1985,369,11,223.2739726,0.281818182,42.07272727,91.18181818
Hippoglossoides platessoides,1985,370,16,131.9820359,-0.9375,33.96875,130
Hippoglossoides platessoides,1985,371,14,79.89808917,-0.892857143,121.1071429,249.7857143
Hippoglossoides platessoides,1985,372,29,69.11051213,0.117241379,67.67241379,86.03448276
Hippoglossoides platessoides,1985,384,12,75.11734694,-0.691666667,79.625,138.5833333
Hippoglossoides platessoides,1985,385,24,132.3224756,-1.1875,26.54166667,85.625
Hippoglossoides platessoides,1985,386,10,224.9126984,0.18,84.25,184.3
Hippoglossoides platessoides,1985,387,8,317.4313725,2.35,2.28125,4
Hippoglossoides platessoides,1985,388,5,309.2592593,NA,17.5,34.6
Hippoglossoides platessoides,1985,389,9,226.6386555,0.466666667,188,311.1111111
Hippoglossoides platessoides,1985,390,12,121.8125,-1.041666667,68.00833333,127.9166667
Hippoglossoides platessoides,1985,391,4,215.0632911,-0.05,123.375,245.75
Hippoglossoides platessoides,1985,392,3,308.2891566,1.533333333,107,178
Hippoglossoides platessoides,1985,609,2,255.097561,-0.8,11,19.5
Hippoglossoides platessoides,1985,617,3,359.7676768,1.933333333,1.5,3.333333333
Hippoglossoides platessoides,1985,618,8,164.2362637,NA,18.65625,46.375
Hippoglossoides platessoides,1985,619,9,167.7688679,NA,4.911111111,14
Hippoglossoides platessoides,1985,620,15,239.4574468,-0.313333333,20.5,43.06666667
Hippoglossoides platessoides,1985,621,14,251.3089888,0.085714286,41.625,73.85714286
Hippoglossoides platessoides,1985,622,5,431.4035088,2.38,1,3
Hippoglossoides platessoides,1985,623,3,348.0987654,NA,4.766666667,10
Hippoglossoides platessoides,1985,624,7,267.4830918,1.942857143,11.47142857,29.57142857
Hippoglossoides platessoides,1985,625,9,334.7189542,2.188888889,7.977777778,15.22222222
Hippoglossoides platessoides,1985,626,5,342.4176471,1.74,17.4,31
Hippoglossoides platessoides,1985,627,7,440.7552083,2.128571429,11.35714286,16.85714286
Hippoglossoides platessoides,1985,628,7,335.3650794,NA,8.935714286,18.85714286
Hippoglossoides platessoides,1985,629,5,343.9789474,1.66,3.7,8.4
Hippoglossoides platessoides,1985,630,4,358.2674419,1.675,3.475,6.25
Hippoglossoides platessoides,1985,631,8,446.0100503,NA,7.21875,13.75
Hippoglossoides platessoides,1985,633,11,349.1159794,2.681818182,1.231818182,3.636363636
Hippoglossoides platessoides,1985,634,9,254.1149826,1.044444444,2.166666667,12.22222222
Hippoglossoides platessoides,1985,635,7,237.752809,1.185714286,4.9,18.57142857
Hippoglossoides platessoides,1985,636,8,260.7598039,1.075,6.5,19.375
Hippoglossoides platessoides,1985,637,7,267.0714286,1.542857143,4.057142857,12.85714286
Hippoglossoides platessoides,1985,638,12,331.4475524,2.15,11.23333333,19.33333333
Hippoglossoides platessoides,1985,639,8,339.0459016,2.2625,1.45,4.625
Hippoglossoides platessoides,1985,640,2,488.2857143,3.9,0.5,1
Hippoglossoides platessoides,1985,641,1,657.2962963,3.9,0,0
Hippoglossoides platessoides,1985,642,3,899.7183099,3.633333333,0,0
Hippoglossoides platessoides,1985,645,5,480.9651163,3.74,0.06,0.2
Hippoglossoides platessoides,1985,646,2,653.1428571,3.85,0,0
Hippoglossoides platessoides,1985,647,2,905,3.8,0,0
Hippoglossoides platessoides,1985,650,3,486.0363636,3.866666667,0.333333333,1
Hippoglossoides platessoides,1985,651,3,685.1014493,3.833333333,0,0
Hippoglossoides platessoides,1985,652,1,886.9661017,3.6,0,0
Hippoglossoides platessoides,1985,729,6,425.8,3.4,9.416666667,14.66666667
Hippoglossoides platessoides,1985,730,3,621.9722222,3.766666667,9.5,16
Hippoglossoides platessoides,1985,731,5,442.369863,3.9,2.15,5.2
Hippoglossoides platessoides,1985,732,4,625.09375,3.525,0.325,0.75
Hippoglossoides platessoides,1985,733,8,445.8101266,3.5625,0.68125,0.75
Hippoglossoides platessoides,1985,734,6,627.84375,NA,0.166666667,0.166666667
Hippoglossoides platessoides,1985,735,6,442.3164557,NA,0.816666667,1.833333333
Hippoglossoides platessoides,1985,736,3,639.4626866,3.6,4.666666667,6
Hippoglossoides platessoides,1985,748,1,812.3333333,4.4,1.8,1
Hippoglossoides platessoides,1985,930,1,165.3333333,NA,23,37
Hippoglossoides platessoides,1986,201,4,157.3267327,0.825,36.825,54
Hippoglossoides platessoides,1986,202,2,250.6455696,1.7,14.25,29.5
Hippoglossoides platessoides,1986,203,4,434.9714286,2.4,15.325,34
Hippoglossoides platessoides,1986,204,2,491.8425197,2.75,12.9,28
Hippoglossoides platessoides,1986,205,7,174.004065,1.928571429,76.92857143,142.2857143
Hippoglossoides platessoides,1986,206,8,171.0827338,1.8125,25.0625,47.125
Hippoglossoides platessoides,1986,207,8,161.3190789,0.775,5.1125,17.5
Hippoglossoides platessoides,1986,208,2,350.8988764,2.7,34.5,66
Hippoglossoides platessoides,1986,209,3,246.5486726,1.8,12.83333333,25.66666667
Hippoglossoides platessoides,1986,210,6,235.0251572,2.116666667,67.41666667,123
Hippoglossoides platessoides,1986,211,2,343.125,2.9,8.5,18.5
Hippoglossoides platessoides,1986,212,3,537,3.3,6.666666667,12.66666667
Hippoglossoides platessoides,1986,213,15,230.1811024,2.233333333,31.36666667,54.53333333
Hippoglossoides platessoides,1986,214,16,240.2453532,NA,1.06125,2.5625
Hippoglossoides platessoides,1986,215,8,261.8274336,NA,1.725,4.25
Hippoglossoides platessoides,1986,216,5,345.2222222,3.28,0.22,0.8
Hippoglossoides platessoides,1986,217,4,437.443038,3.475,0.55,4.5
Hippoglossoides platessoides,1986,218,6,594.2808989,NA,1.416666667,5
Hippoglossoides platessoides,1986,219,2,854.4428571,3.8,0,0
Hippoglossoides platessoides,1986,222,6,337.2954545,3.333333333,0.24,1.333333333
Hippoglossoides platessoides,1986,223,5,440.373494,3.6,0.5,2.6
Hippoglossoides platessoides,1986,224,5,579.1071429,3.7,1.9,8.2
Hippoglossoides platessoides,1986,227,10,448.8,NA,11.735,26
Hippoglossoides platessoides,1986,228,15,252.7040498,NA,12.48,25.73333333
Hippoglossoides platessoides,1986,229,7,339.9052632,3.528571429,0.628571429,2.285714286
Hippoglossoides platessoides,1986,230,6,598.8876404,3.55,1.375,4.5
Hippoglossoides platessoides,1986,231,2,844.5441176,3.8,0,0
Hippoglossoides platessoides,1986,234,2,253.8105263,1.4,3.25,13
Hippoglossoides platessoides,1986,235,2,447.4358974,3.25,8,7.5
Hippoglossoides platessoides,1986,236,2,842.6470588,NA,0.2,0.5
Hippoglossoides platessoides,1986,237,3,146.5833333,0.333333333,0.7,3.333333333
Hippoglossoides platessoides,1986,238,1,150.4931507,0.1,0.1,1
Hippoglossoides platessoides,1986,328,18,132.9944751,NA,43.32222222,102.2222222
Hippoglossoides platessoides,1986,341,16,129.7178218,NA,14.35625,38.6875
Hippoglossoides platessoides,1986,342,5,142.9777778,-1,2.64,9.6
Hippoglossoides platessoides,1986,343,4,155.7333333,-0.875,7.45,26
Hippoglossoides platessoides,1986,344,12,217.3381643,-0.05,14.15833333,44.58333333
Hippoglossoides platessoides,1986,345,7,309.3190476,NA,6.771428571,18.14285714
Hippoglossoides platessoides,1986,346,6,315.9352941,1.933333333,9.766666667,23.33333333
Hippoglossoides platessoides,1986,3472,7,216.1842105,0.457142857,12.07142857,38.14285714
Hippoglossoides platessoides,1986,348,16,162.5588235,-0.6375,21.83125,88.9375
Hippoglossoides platessoides,1986,3491,1,105.3333333,-0.1,48.5,196
Hippoglossoides platessoides,1986,3492,18,124.5551601,-0.955555556,14.47222222,52.33333333
Hippoglossoides platessoides,1986,350,9,73.72093023,-0.655555556,7.7,17.55555556
Hippoglossoides platessoides,1986,3501,17,80.30693069,NA,7.447058824,9.941176471
Hippoglossoides platessoides,1986,3632,19,78.41762452,-0.694736842,35.84210526,78.63157895
Hippoglossoides platessoides,1986,364,14,119.6786704,NA,50.61428571,211.0714286
Hippoglossoides platessoides,1986,365,7,159.6888889,-0.585714286,84.15714286,321.5714286
Hippoglossoides platessoides,1986,3661,7,227.8495935,0.542857143,107.8142857,264.1428571
Hippoglossoides platessoides,1986,368,4,325.699115,NA,10.025,20.5
Hippoglossoides platessoides,1986,369,6,223.2739726,0.933333333,10.8,23.16666667
Hippoglossoides platessoides,1986,370,7,131.9820359,-0.371428571,57.78571429,155.8571429
Hippoglossoides platessoides,1986,371,10,79.89808917,-0.86,36.95,75.3
Hippoglossoides platessoides,1986,372,29,69.11051213,-0.05862069,37.12068966,56.72413793
Hippoglossoides platessoides,1986,384,14,75.11734694,-0.385714286,65.82142857,106
Hippoglossoides platessoides,1986,385,24,132.3224756,-0.4125,39.92916667,122.0416667
Hippoglossoides platessoides,1986,386,11,224.9126984,0.772727273,13.89090909,26.72727273
Hippoglossoides platessoides,1986,387,7,317.4313725,2.471428571,20.75714286,39.42857143
Hippoglossoides platessoides,1986,388,2,309.2592593,3.1,33.75,60
Hippoglossoides platessoides,1986,389,9,226.6386555,NA,11.52222222,34.88888889
Hippoglossoides platessoides,1986,390,17,121.8125,-0.458823529,12.42941176,32.11764706
Hippoglossoides platessoides,1986,391,5,215.0632911,0.8,19.16,63.2
Hippoglossoides platessoides,1986,392,3,308.2891566,2.3,31,51
Hippoglossoides platessoides,1986,609,2,255.097561,NA,8.75,20.5
Hippoglossoides platessoides,1986,617,3,359.7676768,2.733333333,19,34.33333333
Hippoglossoides platessoides,1986,618,6,164.2362637,0.633333333,4.208333333,10.66666667
Hippoglossoides platessoides,1986,619,6,167.7688679,0.5,0.716666667,3.333333333
Hippoglossoides platessoides,1986,620,10,239.4574468,2.05,23.625,43.9
Hippoglossoides platessoides,1986,621,13,251.3089888,NA,9.715384615,20.38461538
Hippoglossoides platessoides,1986,622,2,431.4035088,2.95,28,45
Hippoglossoides platessoides,1986,623,1,348.0987654,2.4,37.5,57
Hippoglossoides platessoides,1986,624,6,267.4830918,2.783333333,4.5,11
Hippoglossoides platessoides,1986,625,3,334.7189542,2.2,12.66666667,19
Hippoglossoides platessoides,1986,626,4,342.4176471,2.65,85.75,151.75
Hippoglossoides platessoides,1986,627,6,440.7552083,NA,40.33333333,67.83333333
Hippoglossoides platessoides,1986,628,6,335.3650794,NA,7.666666667,13.33333333
Hippoglossoides platessoides,1986,629,3,343.9789474,2.266666667,16.66666667,38.66666667
Hippoglossoides platessoides,1986,630,1,358.2674419,2.4,0.8,2
Hippoglossoides platessoides,1986,631,4,446.0100503,2.925,22.375,30.75
Hippoglossoides platessoides,1986,633,19,349.1159794,3.247368421,7.702631579,14.52631579
Hippoglossoides platessoides,1986,634,6,254.1149826,NA,3.166666667,15.83333333
Hippoglossoides platessoides,1986,635,6,237.752809,1.516666667,7.2,38.66666667
Hippoglossoides platessoides,1986,636,5,260.7598039,2.48,3.84,16.4
Hippoglossoides platessoides,1986,637,5,267.0714286,2,5.8,13
Hippoglossoides platessoides,1986,638,6,331.4475524,NA,14.5,31.5
Hippoglossoides platessoides,1986,639,10,339.0459016,2.79,6.283,13.9
Hippoglossoides platessoides,1986,640,3,488.2857143,3.7,2.633333333,5
Hippoglossoides platessoides,1986,645,4,480.9651163,NA,0.85,1.5
Hippoglossoides platessoides,1986,646,3,653.1428571,3.5,0.666666667,1.333333333
Hippoglossoides platessoides,1986,729,7,425.8,3.457142857,17.35714286,28.14285714
Hippoglossoides platessoides,1986,730,1,621.9722222,3.4,1.4,2
Hippoglossoides platessoides,1986,731,2,442.369863,3.6,20.25,24
Hippoglossoides platessoides,1986,732,1,625.09375,3.9,0,0
Hippoglossoides platessoides,1986,733,2,445.8101266,3.8,4.5,10
Hippoglossoides platessoides,1986,734,2,627.84375,3.85,3,6
Hippoglossoides platessoides,1986,735,2,442.3164557,3.6,20.55,28
Hippoglossoides platessoides,1986,736,2,639.4626866,3.5,2,4.5
Hippoglossoides platessoides,1987,201,6,157.3267327,0.183333333,47.56666667,65.16666667
Hippoglossoides platessoides,1987,202,2,250.6455696,0.7,3.6,6.5
Hippoglossoides platessoides,1987,203,4,434.9714286,NA,2.05,5
Hippoglossoides platessoides,1987,204,2,491.8425197,NA,4,9.5
Hippoglossoides platessoides,1987,205,11,174.004065,NA,10.35454545,24.45454545
Hippoglossoides platessoides,1987,206,10,171.0827338,-0.58,35.55,69.3
Hippoglossoides platessoides,1987,207,12,161.3190789,NA,11.725,27.58333333
Hippoglossoides platessoides,1987,208,1,350.8988764,2,8,57
Hippoglossoides platessoides,1987,209,2,246.5486726,0.15,11.5,25.5
Hippoglossoides platessoides,1987,210,5,235.0251572,-0.72,51.9,79
Hippoglossoides platessoides,1987,211,2,343.125,2.4,3.35,12
Hippoglossoides platessoides,1987,212,4,537,3.3,1.55,2.75
Hippoglossoides platessoides,1987,213,7,230.1811024,0.685714286,15.51428571,36.57142857
Hippoglossoides platessoides,1987,214,9,240.2453532,1.244444444,4.466666667,7.444444444
Hippoglossoides platessoides,1987,215,7,261.8274336,0.9,2,4.714285714
Hippoglossoides platessoides,1987,216,1,345.2222222,3.1,0.3,2
Hippoglossoides platessoides,1987,217,3,437.443038,3.3,1.133333333,1.333333333
Hippoglossoides platessoides,1987,218,2,594.2808989,3.9,0,0
Hippoglossoides platessoides,1987,219,2,854.4428571,3.9,0,0
Hippoglossoides platessoides,1987,222,2,337.2954545,2.05,0.6,2
Hippoglossoides platessoides,1987,223,3,440.373494,NA,0.133333333,0.333333333
Hippoglossoides platessoides,1987,224,2,579.1071429,4.1,0,0
Hippoglossoides platessoides,1987,227,4,448.8,3.175,0.95,1.75
Hippoglossoides platessoides,1987,228,13,252.7040498,NA,8.423076923,16.23076923
Hippoglossoides platessoides,1987,229,3,339.9052632,3.366666667,0.4,2.666666667
Hippoglossoides platessoides,1987,230,2,598.8876404,4,0.25,0.5
Hippoglossoides platessoides,1987,231,1,844.5441176,3.9,0,0
Hippoglossoides platessoides,1987,234,5,253.8105263,0.18,2.06,5.4
Hippoglossoides platessoides,1987,235,1,447.4358974,3.1,0.9,2
Hippoglossoides platessoides,1987,236,3,842.6470588,NA,0,0
Hippoglossoides platessoides,1987,237,4,146.5833333,0.2,2.95,7.75
Hippoglossoides platessoides,1987,240,1,452.2372881,4.1,0,0
Hippoglossoides platessoides,1987,328,5,132.9944751,-1.18,14.8,40.8
Hippoglossoides platessoides,1987,341,9,129.7178218,-0.833333333,262.3888889,726.4444444
Hippoglossoides platessoides,1987,342,2,142.9777778,-1.15,39.95,90
Hippoglossoides platessoides,1987,343,3,155.7333333,-0.633333333,15.66666667,45.66666667
Hippoglossoides platessoides,1987,344,4,217.3381643,-0.3,46.25,127
Hippoglossoides platessoides,1987,345,4,309.3190476,NA,10.875,19.25
Hippoglossoides platessoides,1987,346,3,315.9352941,2.633333333,2,6.666666667
Hippoglossoides platessoides,1987,3471,1,211.3333333,-0.1,50.5,140
Hippoglossoides platessoides,1987,348,11,162.5588235,NA,46.22727273,161
Hippoglossoides platessoides,1987,3492,10,124.5551601,-0.6,45.77,134
Hippoglossoides platessoides,1987,350,3,73.72093023,0.433333333,34.5,34.33333333
Hippoglossoides platessoides,1987,3501,6,80.30693069,0.65,5.25,5
Hippoglossoides platessoides,1987,3632,9,78.41762452,0.122222222,45,79
Hippoglossoides platessoides,1987,364,14,119.6786704,-0.65,104.1428571,275.3571429
Hippoglossoides platessoides,1987,365,6,159.6888889,-0.533333333,98.16666667,329.1666667
Hippoglossoides platessoides,1987,3661,8,227.8495935,1.6,10.25,21.125
Hippoglossoides platessoides,1987,368,3,325.699115,2.8,3.866666667,9
Hippoglossoides platessoides,1987,369,4,223.2739726,1.025,35.45,73.5
Hippoglossoides platessoides,1987,370,6,131.9820359,-0.916666667,61.41666667,147.5
Hippoglossoides platessoides,1987,371,5,79.89808917,-0.42,61.4,117.4
Hippoglossoides platessoides,1987,372,14,69.11051213,0.121428571,56.78571429,72.21428571
Hippoglossoides platessoides,1987,384,6,75.11734694,0.466666667,118.0833333,162.3333333
Hippoglossoides platessoides,1987,385,9,132.3224756,-0.522222222,127.9444444,214.8888889
Hippoglossoides platessoides,1987,386,4,224.9126984,0.75,41.25,84.75
Hippoglossoides platessoides,1987,387,3,317.4313725,2.866666667,0.666666667,3
Hippoglossoides platessoides,1987,388,2,309.2592593,3.05,2,9.5
Hippoglossoides platessoides,1987,389,4,226.6386555,1.325,82,163
Hippoglossoides platessoides,1987,390,8,121.8125,-0.6125,42,84.375
Hippoglossoides platessoides,1987,391,2,215.0632911,1.55,24.5,56
Hippoglossoides platessoides,1987,392,2,308.2891566,2.3,11,20
Hippoglossoides platessoides,1987,609,1,255.097561,-1,7,17
Hippoglossoides platessoides,1987,617,3,359.7676768,2.866666667,11.16666667,23.33333333
Hippoglossoides platessoides,1987,618,7,164.2362637,-0.514285714,2.764285714,7.571428571
Hippoglossoides platessoides,1987,619,9,167.7688679,NA,0.422222222,3
Hippoglossoides platessoides,1987,620,14,239.4574468,-0.042857143,19.91428571,39.92857143
Hippoglossoides platessoides,1987,621,11,251.3089888,0.209090909,12.86363636,26.18181818
Hippoglossoides platessoides,1987,622,3,431.4035088,2.966666667,6.1,10.66666667
Hippoglossoides platessoides,1987,623,1,348.0987654,2.6,63,112
Hippoglossoides platessoides,1987,624,5,267.4830918,1.88,6.16,19
Hippoglossoides platessoides,1987,625,6,334.7189542,2.9,13.75,23.33333333
Hippoglossoides platessoides,1987,626,6,342.4176471,NA,20.66666667,40.66666667
Hippoglossoides platessoides,1987,627,5,440.7552083,2.94,13.85,26.2
Hippoglossoides platessoides,1987,628,6,335.3650794,1.55,20.2,41.16666667
Hippoglossoides platessoides,1987,629,3,343.9789474,NA,11.33333333,29.66666667
Hippoglossoides platessoides,1987,630,4,358.2674419,2.525,4.5,15
Hippoglossoides platessoides,1987,631,7,446.0100503,NA,17.9,28.42857143
Hippoglossoides platessoides,1987,633,13,349.1159794,NA,2.046153846,6.461538462
Hippoglossoides platessoides,1987,634,11,254.1149826,1.654545455,3.927272727,18.18181818
Hippoglossoides platessoides,1987,635,6,237.752809,1.5,5.666666667,28
Hippoglossoides platessoides,1987,636,7,260.7598039,1.8,8.142857143,27.57142857
Hippoglossoides platessoides,1987,637,6,267.0714286,1.566666667,13.58333333,30
Hippoglossoides platessoides,1987,638,12,331.4475524,2.808333333,14.20833333,25.25
Hippoglossoides platessoides,1987,639,8,339.0459016,2.6,2.7375,7.375
Hippoglossoides platessoides,1987,641,2,657.2962963,3.85,1,1.5
Hippoglossoides platessoides,1987,645,1,480.9651163,3.8,3,3
Hippoglossoides platessoides,1987,646,4,653.1428571,3.85,0,0
Hippoglossoides platessoides,1987,647,1,905,NA,0,0
Hippoglossoides platessoides,1987,650,2,486.0363636,NA,3.15,5
Hippoglossoides platessoides,1987,651,3,685.1014493,NA,0.466666667,0.666666667
Hippoglossoides platessoides,1987,652,3,886.9661017,NA,0.1,0.333333333
Hippoglossoides platessoides,1988,201,4,157.3267327,0.85,1.1,4
Hippoglossoides platessoides,1988,202,4,250.6455696,NA,0.35,0.75
Hippoglossoides platessoides,1988,203,7,434.9714286,2.014285714,5.171428571,14.14285714
Hippoglossoides platessoides,1988,204,3,491.8425197,2.666666667,9.966666667,23.66666667
Hippoglossoides platessoides,1988,205,14,174.004065,NA,17.47142857,30.5
Hippoglossoides platessoides,1988,206,8,171.0827338,NA,107.09375,166.5
Hippoglossoides platessoides,1988,207,12,161.3190789,0.183333333,2.758333333,10.16666667
Hippoglossoides platessoides,1988,208,4,350.8988764,2.7,24.625,45.75
Hippoglossoides platessoides,1988,209,3,246.5486726,NA,15.2,27.33333333
Hippoglossoides platessoides,1988,210,3,235.0251572,1.266666667,19.5,33.66666667
Hippoglossoides platessoides,1988,211,1,343.125,2.3,52,94
Hippoglossoides platessoides,1988,212,2,537,3.9,30.5,43.5
Hippoglossoides platessoides,1988,213,14,230.1811024,2.407142857,28.05,41.64285714
Hippoglossoides platessoides,1988,214,17,240.2453532,2.205882353,18.84117647,27.29411765
Hippoglossoides platessoides,1988,215,17,261.8274336,NA,4.429411765,8.352941176
Hippoglossoides platessoides,1988,216,2,345.2222222,3.35,0,0
Hippoglossoides platessoides,1988,217,3,437.443038,3.766666667,0,0
Hippoglossoides platessoides,1988,218,3,594.2808989,3.8,0,0
Hippoglossoides platessoides,1988,219,3,854.4428571,3.666666667,0,0
Hippoglossoides platessoides,1988,222,3,337.2954545,3.9,0.733333333,1.333333333
Hippoglossoides platessoides,1988,223,2,440.373494,3.85,0.45,1
Hippoglossoides platessoides,1988,224,2,579.1071429,3.8,0.175,0.5
Hippoglossoides platessoides,1988,227,4,448.8,3.675,2.875,9
Hippoglossoides platessoides,1988,228,7,252.7040498,3.042857143,5.457142857,9.571428571
Hippoglossoides platessoides,1988,229,4,339.9052632,3.475,0.025,0.25
Hippoglossoides platessoides,1988,230,4,598.8876404,NA,0,0
Hippoglossoides platessoides,1988,231,2,844.5441176,3.7,0,0
Hippoglossoides platessoides,1988,234,6,253.8105263,1.133333333,2.416666667,7.833333333
Hippoglossoides platessoides,1988,235,1,447.4358974,3.6,30.5,48
Hippoglossoides platessoides,1988,236,1,842.6470588,3.8,0,0
Hippoglossoides platessoides,1988,237,4,146.5833333,0.775,0.2625,0.75
Hippoglossoides platessoides,1988,238,4,150.4931507,NA,1.825,4.25
Hippoglossoides platessoides,1988,328,8,132.9944751,NA,134.125,317
Hippoglossoides platessoides,1988,341,8,129.7178218,-1.0875,127.2125,329.125
Hippoglossoides platessoides,1988,342,3,142.9777778,-1.1,19.16666667,58.33333333
Hippoglossoides platessoides,1988,343,3,155.7333333,-1.3,28.5,90
Hippoglossoides platessoides,1988,344,7,217.3381643,-0.871428571,23.57142857,67.28571429
Hippoglossoides platessoides,1988,345,8,309.3190476,NA,26.375,61.25
Hippoglossoides platessoides,1988,346,6,315.9352941,2.783333333,13.91666667,35.5
Hippoglossoides platessoides,1988,3472,4,216.1842105,-0.55,41.25,91.25
Hippoglossoides platessoides,1988,348,13,162.5588235,NA,148.5576923,492.8461538
Hippoglossoides platessoides,1988,3492,11,124.5551601,NA,69.13636364,150.3636364
Hippoglossoides platessoides,1988,350,4,73.72093023,0.2,47.125,59.5
Hippoglossoides platessoides,1988,3501,7,80.30693069,1.071428571,53.67142857,79.42857143
Hippoglossoides platessoides,1988,3632,9,78.41762452,0.4,41.05555556,82.55555556
Hippoglossoides platessoides,1988,364,14,119.6786704,-0.621428571,87.46428571,243.3571429
Hippoglossoides platessoides,1988,365,5,159.6888889,-0.88,91.6,281.4
Hippoglossoides platessoides,1988,3661,7,227.8495935,1.342857143,67.78571429,121.1428571
Hippoglossoides platessoides,1988,368,3,325.699115,NA,3.9,8.666666667
Hippoglossoides platessoides,1988,369,5,223.2739726,0.44,121.1,246.8
Hippoglossoides platessoides,1988,370,8,131.9820359,NA,24.125,66.375
Hippoglossoides platessoides,1988,371,6,79.89808917,0.75,53.58333333,90.5
Hippoglossoides platessoides,1988,372,12,69.11051213,1.166666667,42,60.25
Hippoglossoides platessoides,1988,373,2,64.5,0.9,39,44
Hippoglossoides platessoides,1988,384,6,75.11734694,-0.116666667,48.91666667,72
Hippoglossoides platessoides,1988,385,13,132.3224756,-1.038461538,61.73076923,200.1538462
Hippoglossoides platessoides,1988,386,5,224.9126984,-0.02,209.5,367.6
Hippoglossoides platessoides,1988,387,4,317.4313725,NA,3.95,9.25
Hippoglossoides platessoides,1988,388,1,309.2592593,3,4,5
Hippoglossoides platessoides,1988,389,5,226.6386555,2,42.9,76.8
Hippoglossoides platessoides,1988,390,8,121.8125,-1,18.625,33.75
Hippoglossoides platessoides,1988,391,2,215.0632911,0.7,27.5,67.5
Hippoglossoides platessoides,1988,392,1,308.2891566,2.7,12,47
Hippoglossoides platessoides,1988,609,1,255.097561,0,24,53
Hippoglossoides platessoides,1988,617,1,359.7676768,3.1,20,31
Hippoglossoides platessoides,1988,618,7,164.2362637,0.857142857,0.211428571,1.285714286
Hippoglossoides platessoides,1988,619,9,167.7688679,0.2,0.155555556,1
Hippoglossoides platessoides,1988,620,12,239.4574468,1.775,1.848333333,9.166666667
Hippoglossoides platessoides,1988,621,9,251.3089888,0.588888889,2.344444444,13.11111111
Hippoglossoides platessoides,1988,622,3,431.4035088,2.966666667,22.66666667,37
Hippoglossoides platessoides,1988,623,4,348.0987654,2.725,13.25,34.75
Hippoglossoides platessoides,1988,624,5,267.4830918,3.14,9.5,16
Hippoglossoides platessoides,1988,625,5,334.7189542,3.2,7.84,16.2
Hippoglossoides platessoides,1988,626,6,342.4176471,2.6,13.78333333,31.66666667
