taxa_name,year,stratum,n_obs,depth,temp_bottom,weight,number
Reinhardtius hippoglossoides,1984,626,6,342.4176471,2.15,217.75,339.6666667
Reinhardtius hippoglossoides,1984,627,9,440.7552083,NA,268.2777778,383.6666667
Reinhardtius hippoglossoides,1984,628,9,335.3650794,NA,35.83333333,57.44444444
Reinhardtius hippoglossoides,1984,629,3,343.9789474,2.166666667,37.5,46.66666667
Reinhardtius hippoglossoides,1984,630,1,358.2674419,2.7,5,8
Reinhardtius hippoglossoides,1984,631,6,446.0100503,NA,89.25,71.33333333
Reinhardtius hippoglossoides,1984,633,14,349.1159794,NA,12.17857143,9.071428571
Reinhardtius hippoglossoides,1984,634,6,254.1149826,1.233333333,5.5,5.166666667
Reinhardtius hippoglossoides,1984,635,10,237.752809,1.36,8.725,15
Reinhardtius hippoglossoides,1984,636,7,260.7598039,1.471428571,7.635714286,8.428571429
Reinhardtius hippoglossoides,1984,637,6,267.0714286,NA,4.966666667,7.166666667
Reinhardtius hippoglossoides,1984,638,12,331.4475524,3.091666667,11.54166667,13.41666667
Reinhardtius hippoglossoides,1984,639,11,339.0459016,NA,4.622727273,3.181818182
Reinhardtius hippoglossoides,1984,641,2,657.2962963,NA,69.5,31.5
Reinhardtius hippoglossoides,1984,642,3,899.7183099,NA,133.3333333,49.66666667
Reinhardtius hippoglossoides,1984,645,1,480.9651163,3.6,78,24
Reinhardtius hippoglossoides,1984,646,2,653.1428571,4.25,100.5,33
Reinhardtius hippoglossoides,1984,647,1,905,4,71,22
Reinhardtius hippoglossoides,1984,651,4,685.1014493,NA,47.875,35.75
Reinhardtius hippoglossoides,1984,735,1,442.3164557,4,64,49
Reinhardtius hippoglossoides,1984,736,1,639.4626866,3.7,28.5,28
Reinhardtius hippoglossoides,1985,201,4,157.3267327,0.175,0.5875,1
Reinhardtius hippoglossoides,1985,202,2,250.6455696,0.65,10.05,20
Reinhardtius hippoglossoides,1985,203,5,434.9714286,1.16,21.6,33.6
Reinhardtius hippoglossoides,1985,204,2,491.8425197,1.9,16.5,34
Reinhardtius hippoglossoides,1985,205,9,174.004065,-0.622222222,2.966666667,5.555555556
Reinhardtius hippoglossoides,1985,206,12,171.0827338,-0.166666667,3.39,6.25
Reinhardtius hippoglossoides,1985,207,13,161.3190789,-0.753846154,2.177692308,3.692307692
Reinhardtius hippoglossoides,1985,208,4,350.8988764,NA,330.25,372
Reinhardtius hippoglossoides,1985,209,5,246.5486726,-0.6,30.9,36.6
Reinhardtius hippoglossoides,1985,210,6,235.0251572,-0.6,27.91666667,36
Reinhardtius hippoglossoides,1985,211,3,343.125,1.4,164,145.3333333
Reinhardtius hippoglossoides,1985,212,4,537,3.85,109.75,78
Reinhardtius hippoglossoides,1985,213,6,230.1811024,0.916666667,31.91666667,30.83333333
Reinhardtius hippoglossoides,1985,214,9,240.2453532,1.211111111,59.11111111,53.77777778
Reinhardtius hippoglossoides,1985,215,8,261.8274336,NA,16,24.875
Reinhardtius hippoglossoides,1985,216,2,345.2222222,3.15,81.75,42.5
Reinhardtius hippoglossoides,1985,217,1,437.443038,3.7,30.5,11
Reinhardtius hippoglossoides,1985,218,3,594.2808989,3.866666667,106.6666667,48.33333333
Reinhardtius hippoglossoides,1985,219,2,854.4428571,3.85,83.75,18.5
Reinhardtius hippoglossoides,1985,222,2,337.2954545,2.35,34,19.5
Reinhardtius hippoglossoides,1985,223,2,440.373494,3.3,80.25,30
Reinhardtius hippoglossoides,1985,224,2,579.1071429,3.9,28,13
Reinhardtius hippoglossoides,1985,227,3,448.8,3.8,43.33333333,30.66666667
Reinhardtius hippoglossoides,1985,228,10,252.7040498,0.03,5.625,6.9
Reinhardtius hippoglossoides,1985,229,4,339.9052632,2.325,12.5,12.75
Reinhardtius hippoglossoides,1985,230,2,598.8876404,3.95,26.25,14.5
Reinhardtius hippoglossoides,1985,231,2,844.5441176,3.85,119.75,69
Reinhardtius hippoglossoides,1985,234,3,253.8105263,-0.566666667,18.33333333,30.66666667
Reinhardtius hippoglossoides,1985,235,2,447.4358974,3.4,85,64.5
Reinhardtius hippoglossoides,1985,236,2,842.6470588,3.55,85.25,49
Reinhardtius hippoglossoides,1985,237,2,146.5833333,-0.15,3.75,9
Reinhardtius hippoglossoides,1985,238,2,150.4931507,NA,0,0
Reinhardtius hippoglossoides,1985,240,1,452.2372881,NA,18.5,5
Reinhardtius hippoglossoides,1985,328,14,132.9944751,-1.228571429,0.133571429,1.214285714
Reinhardtius hippoglossoides,1985,341,15,129.7178218,NA,0.202666667,1
Reinhardtius hippoglossoides,1985,342,7,142.9777778,NA,0.41,2.857142857
Reinhardtius hippoglossoides,1985,343,6,155.7333333,-1.416666667,0.058333333,0.333333333
Reinhardtius hippoglossoides,1985,344,16,217.3381643,-0.8625,1.884375,7.3125
Reinhardtius hippoglossoides,1985,345,15,309.3190476,NA,27.2,54.86666667
Reinhardtius hippoglossoides,1985,346,9,315.9352941,NA,23.22222222,26.33333333
Reinhardtius hippoglossoides,1985,3471,2,211.3333333,-1,1.25,11.5
Reinhardtius hippoglossoides,1985,3472,5,216.1842105,-0.64,0.42,1
Reinhardtius hippoglossoides,1985,348,26,162.5588235,-1.130769231,0.589230769,3.423076923
Reinhardtius hippoglossoides,1985,3492,21,124.5551601,NA,0.038095238,0.142857143
Reinhardtius hippoglossoides,1985,350,6,73.72093023,-1.166666667,0,0
Reinhardtius hippoglossoides,1985,3501,12,80.30693069,NA,0,0
Reinhardtius hippoglossoides,1985,3632,18,78.41762452,-0.144444444,0.011111111,0.055555556
Reinhardtius hippoglossoides,1985,364,34,119.6786704,NA,0.065588235,0.470588235
Reinhardtius hippoglossoides,1985,365,13,159.6888889,-0.992307692,0.226923077,1.230769231
Reinhardtius hippoglossoides,1985,366,1,206.6153846,0.3,1.5,21
Reinhardtius hippoglossoides,1985,3661,15,227.8495935,NA,10.96666667,8.666666667
Reinhardtius hippoglossoides,1985,368,3,325.699115,1.666666667,23.16666667,24.33333333
Reinhardtius hippoglossoides,1985,369,11,223.2739726,0.281818182,7.559090909,7
Reinhardtius hippoglossoides,1985,370,16,131.9820359,-0.9375,0.88125,1.9375
Reinhardtius hippoglossoides,1985,371,14,79.89808917,-0.892857143,0,0
Reinhardtius hippoglossoides,1985,372,29,69.11051213,0.117241379,0,0
Reinhardtius hippoglossoides,1985,384,12,75.11734694,-0.691666667,0.001666667,0.416666667
Reinhardtius hippoglossoides,1985,385,24,132.3224756,-1.1875,0.62625,1.583333333
Reinhardtius hippoglossoides,1985,386,10,224.9126984,0.18,18.925,18.9
Reinhardtius hippoglossoides,1985,387,8,317.4313725,2.35,24.5625,21.75
Reinhardtius hippoglossoides,1985,388,5,309.2592593,NA,13.3,14.4
Reinhardtius hippoglossoides,1985,389,9,226.6386555,0.466666667,16.92222222,20.44444444
Reinhardtius hippoglossoides,1985,390,12,121.8125,-1.041666667,1.585,1.75
Reinhardtius hippoglossoides,1985,391,4,215.0632911,-0.05,17.25,21.25
Reinhardtius hippoglossoides,1985,392,3,308.2891566,1.533333333,14.33333333,23.66666667
Reinhardtius hippoglossoides,1985,609,2,255.097561,-0.8,5.875,11.5
Reinhardtius hippoglossoides,1985,617,3,359.7676768,1.933333333,78.5,127.6666667
Reinhardtius hippoglossoides,1985,618,8,164.2362637,NA,3.40625,5.875
Reinhardtius hippoglossoides,1985,619,9,167.7688679,NA,0.498888889,6.777777778
Reinhardtius hippoglossoides,1985,620,15,239.4574468,-0.313333333,14.5,28.93333333
Reinhardtius hippoglossoides,1985,621,14,251.3089888,0.085714286,33.22857143,99.28571429
Reinhardtius hippoglossoides,1985,622,5,431.4035088,2.38,56.4,103.4
Reinhardtius hippoglossoides,1985,623,3,348.0987654,NA,62.33333333,132.6666667
Reinhardtius hippoglossoides,1985,624,7,267.4830918,1.942857143,6.514285714,7.428571429
Reinhardtius hippoglossoides,1985,625,9,334.7189542,2.188888889,36.27777778,53.11111111
Reinhardtius hippoglossoides,1985,626,5,342.4176471,1.74,126.4,258.4
Reinhardtius hippoglossoides,1985,627,7,440.7552083,2.128571429,140.3571429,220.4285714
Reinhardtius hippoglossoides,1985,628,7,335.3650794,NA,68.28571429,112.4285714
Reinhardtius hippoglossoides,1985,629,5,343.9789474,1.66,20.1,35
Reinhardtius hippoglossoides,1985,630,4,358.2674419,1.675,32.625,59.75
Reinhardtius hippoglossoides,1985,631,8,446.0100503,NA,61.7875,85.75
Reinhardtius hippoglossoides,1985,633,11,349.1159794,2.681818182,15.31818182,8.090909091
Reinhardtius hippoglossoides,1985,634,9,254.1149826,1.044444444,4.683333333,6.555555556
Reinhardtius hippoglossoides,1985,635,7,237.752809,1.185714286,4.207142857,8
Reinhardtius hippoglossoides,1985,636,8,260.7598039,1.075,4.3375,4.875
Reinhardtius hippoglossoides,1985,637,7,267.0714286,1.542857143,13.5,15
Reinhardtius hippoglossoides,1985,638,12,331.4475524,2.15,31.64166667,44.5
Reinhardtius hippoglossoides,1985,639,8,339.0459016,2.2625,4.6875,6.375
Reinhardtius hippoglossoides,1985,640,2,488.2857143,3.9,34.5,22
Reinhardtius hippoglossoides,1985,641,1,657.2962963,3.9,4.75,4
Reinhardtius hippoglossoides,1985,642,3,899.7183099,3.633333333,31.66666667,18.33333333
Reinhardtius hippoglossoides,1985,645,5,480.9651163,3.74,48,14.8
Reinhardtius hippoglossoides,1985,646,2,653.1428571,3.85,60.25,24
Reinhardtius hippoglossoides,1985,647,2,905,3.8,147.5,63
Reinhardtius hippoglossoides,1985,650,3,486.0363636,3.866666667,23.16666667,12.33333333
Reinhardtius hippoglossoides,1985,651,3,685.1014493,3.833333333,18.83333333,15.66666667
Reinhardtius hippoglossoides,1985,652,1,886.9661017,3.6,19,17
Reinhardtius hippoglossoides,1985,729,6,425.8,3.4,34.33333333,34.16666667
Reinhardtius hippoglossoides,1985,730,3,621.9722222,3.766666667,15.66666667,9.333333333
Reinhardtius hippoglossoides,1985,731,5,442.369863,3.9,33.9,29
Reinhardtius hippoglossoides,1985,732,4,625.09375,3.525,50.875,31.25
Reinhardtius hippoglossoides,1985,733,8,445.8101266,3.5625,31.75,29
Reinhardtius hippoglossoides,1985,734,6,627.84375,NA,46.83333333,32.33333333
Reinhardtius hippoglossoides,1985,735,6,442.3164557,NA,17.83333333,11
Reinhardtius hippoglossoides,1985,736,3,639.4626866,3.6,46.93333333,30.66666667
Reinhardtius hippoglossoides,1985,748,1,812.3333333,4.4,20,14
Reinhardtius hippoglossoides,1985,930,1,165.3333333,NA,0.1,2
Reinhardtius hippoglossoides,1986,201,4,157.3267327,0.825,1.225,0.75
Reinhardtius hippoglossoides,1986,202,2,250.6455696,1.7,8.5,10.5
Reinhardtius hippoglossoides,1986,203,4,434.9714286,2.4,187.75,240.25
Reinhardtius hippoglossoides,1986,204,2,491.8425197,2.75,267.5,285
Reinhardtius hippoglossoides,1986,205,7,174.004065,1.928571429,5.071428571,7
Reinhardtius hippoglossoides,1986,206,8,171.0827338,1.8125,2.03375,4.5
Reinhardtius hippoglossoides,1986,207,8,161.3190789,0.775,1.4375,2.5
Reinhardtius hippoglossoides,1986,208,2,350.8988764,2.7,189.75,259
Reinhardtius hippoglossoides,1986,209,3,246.5486726,1.8,16.33333333,25.33333333
Reinhardtius hippoglossoides,1986,210,6,235.0251572,2.116666667,9.883333333,15.5
Reinhardtius hippoglossoides,1986,211,2,343.125,2.9,103,141.5
Reinhardtius hippoglossoides,1986,212,3,537,3.3,383,335.3333333
Reinhardtius hippoglossoides,1986,213,15,230.1811024,2.233333333,11.894,12.8
Reinhardtius hippoglossoides,1986,214,16,240.2453532,NA,3.483125,10.0625
Reinhardtius hippoglossoides,1986,215,8,261.8274336,NA,7.9775,13.375
Reinhardtius hippoglossoides,1986,216,5,345.2222222,3.28,15.34,10.8
Reinhardtius hippoglossoides,1986,217,4,437.443038,3.475,53.4375,25
Reinhardtius hippoglossoides,1986,218,6,594.2808989,NA,98.5,65.33333333
Reinhardtius hippoglossoides,1986,219,2,854.4428571,3.8,84.25,50
Reinhardtius hippoglossoides,1986,222,6,337.2954545,3.333333333,1.208333333,3.5
Reinhardtius hippoglossoides,1986,223,5,440.373494,3.6,52.36,26.4
Reinhardtius hippoglossoides,1986,224,5,579.1071429,3.7,103.6,32.4
Reinhardtius hippoglossoides,1986,227,10,448.8,NA,6.545,5
Reinhardtius hippoglossoides,1986,228,15,252.7040498,NA,5.912,5.266666667
Reinhardtius hippoglossoides,1986,229,7,339.9052632,3.528571429,6.478571429,5.142857143
Reinhardtius hippoglossoides,1986,230,6,598.8876404,3.55,35.30833333,14.16666667
Reinhardtius hippoglossoides,1986,231,2,844.5441176,3.8,28.25,16.5
Reinhardtius hippoglossoides,1986,234,2,253.8105263,1.4,12.75,30.5
Reinhardtius hippoglossoides,1986,235,2,447.4358974,3.25,182.75,233
Reinhardtius hippoglossoides,1986,236,2,842.6470588,NA,219.75,109
Reinhardtius hippoglossoides,1986,237,3,146.5833333,0.333333333,0.1,1
Reinhardtius hippoglossoides,1986,238,1,150.4931507,0.1,0,0
Reinhardtius hippoglossoides,1986,328,18,132.9944751,NA,0.206666667,1.166666667
Reinhardtius hippoglossoides,1986,341,16,129.7178218,NA,0.025,0.4375
Reinhardtius hippoglossoides,1986,342,5,142.9777778,-1,0.12,1
Reinhardtius hippoglossoides,1986,343,4,155.7333333,-0.875,0.055,0.5
Reinhardtius hippoglossoides,1986,344,12,217.3381643,-0.05,2.583333333,8.916666667
Reinhardtius hippoglossoides,1986,345,7,309.3190476,NA,3.114285714,8.285714286
Reinhardtius hippoglossoides,1986,346,6,315.9352941,1.933333333,11.73333333,19.66666667
Reinhardtius hippoglossoides,1986,3472,7,216.1842105,0.457142857,1.521428571,4.428571429
Reinhardtius hippoglossoides,1986,348,16,162.5588235,-0.6375,0.4,3.3125
Reinhardtius hippoglossoides,1986,3491,1,105.3333333,-0.1,0,0
Reinhardtius hippoglossoides,1986,3492,18,124.5551601,-0.955555556,0.094444444,0.888888889
Reinhardtius hippoglossoides,1986,350,9,73.72093023,-0.655555556,0,0
Reinhardtius hippoglossoides,1986,3501,17,80.30693069,NA,0,0
Reinhardtius hippoglossoides,1986,3632,19,78.41762452,-0.694736842,0,0
Reinhardtius hippoglossoides,1986,364,14,119.6786704,NA,0.090714286,1.214285714
Reinhardtius hippoglossoides,1986,365,7,159.6888889,-0.585714286,0.785714286,5
Reinhardtius hippoglossoides,1986,3661,7,227.8495935,0.542857143,5.928571429,8.571428571
Reinhardtius hippoglossoides,1986,368,4,325.699115,NA,10.5875,10
Reinhardtius hippoglossoides,1986,369,6,223.2739726,0.933333333,3.085,4
Reinhardtius hippoglossoides,1986,370,7,131.9820359,-0.371428571,0.685714286,8.571428571
Reinhardtius hippoglossoides,1986,371,10,79.89808917,-0.86,0.029,0.4
Reinhardtius hippoglossoides,1986,372,29,69.11051213,-0.05862069,0.005172414,0.068965517
Reinhardtius hippoglossoides,1986,384,14,75.11734694,-0.385714286,0.028571429,0.214285714
Reinhardtius hippoglossoides,1986,385,24,132.3224756,-0.4125,1.515,6.5
Reinhardtius hippoglossoides,1986,386,11,224.9126984,0.772727273,2.776363636,4.181818182
Reinhardtius hippoglossoides,1986,387,7,317.4313725,2.471428571,4.671428571,4.428571429
Reinhardtius hippoglossoides,1986,388,2,309.2592593,3.1,12.75,15.5
Reinhardtius hippoglossoides,1986,389,9,226.6386555,NA,4.933333333,7.222222222
Reinhardtius hippoglossoides,1986,390,17,121.8125,-0.458823529,1.282352941,1.882352941
Reinhardtius hippoglossoides,1986,391,5,215.0632911,0.8,3.31,6.2
Reinhardtius hippoglossoides,1986,392,3,308.2891566,2.3,9.666666667,15
Reinhardtius hippoglossoides,1986,609,2,255.097561,NA,8,16.5
Reinhardtius hippoglossoides,1986,617,3,359.7676768,2.733333333,201.3333333,297.3333333
Reinhardtius hippoglossoides,1986,618,6,164.2362637,0.633333333,0.401666667,0.833333333
Reinhardtius hippoglossoides,1986,619,6,167.7688679,0.5,0.183333333,1.833333333
Reinhardtius hippoglossoides,1986,620,10,239.4574468,2.05,12.32,28.3
Reinhardtius hippoglossoides,1986,621,13,251.3089888,NA,4.107692308,18.38461538
Reinhardtius hippoglossoides,1986,622,2,431.4035088,2.95,563.765,1009
Reinhardtius hippoglossoides,1986,623,1,348.0987654,2.4,114.5,365
Reinhardtius hippoglossoides,1986,624,6,267.4830918,2.783333333,2.633333333,3.5
Reinhardtius hippoglossoides,1986,625,3,334.7189542,2.2,39,54
Reinhardtius hippoglossoides,1986,626,4,342.4176471,2.65,155,327.25
Reinhardtius hippoglossoides,1986,627,6,440.7552083,NA,231.25,392
Reinhardtius hippoglossoides,1986,628,6,335.3650794,NA,44.81666667,78.16666667
Reinhardtius hippoglossoides,1986,629,3,343.9789474,2.266666667,52,98
Reinhardtius hippoglossoides,1986,630,1,358.2674419,2.4,43.5,67
Reinhardtius hippoglossoides,1986,631,4,446.0100503,2.925,59.625,70
Reinhardtius hippoglossoides,1986,633,19,349.1159794,3.247368421,9.618421053,12.73684211
Reinhardtius hippoglossoides,1986,634,6,254.1149826,NA,3.1,5.166666667
Reinhardtius hippoglossoides,1986,635,6,237.752809,1.516666667,10.45,25.5
Reinhardtius hippoglossoides,1986,636,5,260.7598039,2.48,2.72,6.8
Reinhardtius hippoglossoides,1986,637,5,267.0714286,2,8.96,18.4
Reinhardtius hippoglossoides,1986,638,6,331.4475524,NA,23.13333333,30
Reinhardtius hippoglossoides,1986,639,10,339.0459016,2.79,5.25,8.8
Reinhardtius hippoglossoides,1986,640,3,488.2857143,3.7,2.166666667,1.333333333
Reinhardtius hippoglossoides,1986,645,4,480.9651163,NA,0.075,0.25
Reinhardtius hippoglossoides,1986,646,3,653.1428571,3.5,2.333333333,2
Reinhardtius hippoglossoides,1986,729,7,425.8,3.457142857,26.68571429,30.42857143
Reinhardtius hippoglossoides,1986,730,1,621.9722222,3.4,1.5,2
Reinhardtius hippoglossoides,1986,731,2,442.369863,3.6,39.5,35
Reinhardtius hippoglossoides,1986,732,1,625.09375,3.9,40.5,34
Reinhardtius hippoglossoides,1986,733,2,445.8101266,3.8,8.5,4.5
Reinhardtius hippoglossoides,1986,734,2,627.84375,3.85,26.5,15
Reinhardtius hippoglossoides,1986,735,2,442.3164557,3.6,47.5,42
Reinhardtius hippoglossoides,1986,736,2,639.4626866,3.5,51.25,47.5
Reinhardtius hippoglossoides,1987,201,6,157.3267327,0.183333333,0.188333333,0.333333333
Reinhardtius hippoglossoides,1987,202,2,250.6455696,0.7,17.765,30.5
Reinhardtius hippoglossoides,1987,203,4,434.9714286,NA,75.275,128.5
Reinhardtius hippoglossoides,1987,204,2,491.8425197,NA,146.5,248
Reinhardtius hippoglossoides,1987,205,11,174.004065,NA,0.38,1.454545455
Reinhardtius hippoglossoides,1987,206,10,171.0827338,-0.58,0.505,2.4
Reinhardtius hippoglossoides,1987,207,12,161.3190789,NA,0.238333333,0.5
Reinhardtius hippoglossoides,1987,208,1,350.8988764,2,199,323
Reinhardtius hippoglossoides,1987,209,2,246.5486726,0.15,8.05,8.5
Reinhardtius hippoglossoides,1987,210,5,235.0251572,-0.72,7.66,6.6
Reinhardtius hippoglossoides,1987,211,2,343.125,2.4,44.5,120.5
Reinhardtius hippoglossoides,1987,212,4,537,3.3,374.6875,268.5
Reinhardtius hippoglossoides,1987,213,7,230.1811024,0.685714286,8.685714286,6.285714286
Reinhardtius hippoglossoides,1987,214,9,240.2453532,1.244444444,12.78888889,9.222222222
Reinhardtius hippoglossoides,1987,215,7,261.8274336,0.9,11.87142857,11.57142857
Reinhardtius hippoglossoides,1987,216,1,345.2222222,3.1,99,49
Reinhardtius hippoglossoides,1987,217,3,437.443038,3.3,28.76666667,15.33333333
Reinhardtius hippoglossoides,1987,218,2,594.2808989,3.9,49,32.5
Reinhardtius hippoglossoides,1987,219,2,854.4428571,3.9,84,40
Reinhardtius hippoglossoides,1987,222,2,337.2954545,2.05,23,15.5
Reinhardtius hippoglossoides,1987,223,3,440.373494,NA,23,14
Reinhardtius hippoglossoides,1987,224,2,579.1071429,4.1,63.5,26
Reinhardtius hippoglossoides,1987,227,4,448.8,3.175,29.5,44.25
Reinhardtius hippoglossoides,1987,228,13,252.7040498,NA,4.469230769,5.384615385
Reinhardtius hippoglossoides,1987,229,3,339.9052632,3.366666667,5.933333333,4.333333333
Reinhardtius hippoglossoides,1987,230,2,598.8876404,4,68,34.5
Reinhardtius hippoglossoides,1987,231,1,844.5441176,3.9,0,0
Reinhardtius hippoglossoides,1987,234,5,253.8105263,0.18,17.3,35.4
Reinhardtius hippoglossoides,1987,235,1,447.4358974,3.1,231.5,259
Reinhardtius hippoglossoides,1987,236,3,842.6470588,NA,88.33333333,48.33333333
Reinhardtius hippoglossoides,1987,237,4,146.5833333,0.2,0.075,0.75
Reinhardtius hippoglossoides,1987,240,1,452.2372881,4.1,35,21
Reinhardtius hippoglossoides,1987,328,5,132.9944751,-1.18,0.2,0.6
Reinhardtius hippoglossoides,1987,341,9,129.7178218,-0.833333333,0.616666667,4.444444444
Reinhardtius hippoglossoides,1987,342,2,142.9777778,-1.15,0,0
Reinhardtius hippoglossoides,1987,343,3,155.7333333,-0.633333333,0,0
Reinhardtius hippoglossoides,1987,344,4,217.3381643,-0.3,2.875,6.25
Reinhardtius hippoglossoides,1987,345,4,309.3190476,NA,17.75,22.75
Reinhardtius hippoglossoides,1987,346,3,315.9352941,2.633333333,13.83333333,25.66666667
Reinhardtius hippoglossoides,1987,3471,1,211.3333333,-0.1,0.1,2
Reinhardtius hippoglossoides,1987,348,11,162.5588235,NA,0.363636364,1.909090909
Reinhardtius hippoglossoides,1987,3492,10,124.5551601,-0.6,0.24,0.4
Reinhardtius hippoglossoides,1987,350,3,73.72093023,0.433333333,0,0
Reinhardtius hippoglossoides,1987,3501,6,80.30693069,0.65,0,0
Reinhardtius hippoglossoides,1987,3632,9,78.41762452,0.122222222,0,0
Reinhardtius hippoglossoides,1987,364,14,119.6786704,-0.65,0.528571429,3.928571429
Reinhardtius hippoglossoides,1987,365,6,159.6888889,-0.533333333,3.183333333,3
Reinhardtius hippoglossoides,1987,3661,8,227.8495935,1.6,13.1625,7.5
Reinhardtius hippoglossoides,1987,368,3,325.699115,2.8,6.666666667,6
Reinhardtius hippoglossoides,1987,369,4,223.2739726,1.025,9.25,7
Reinhardtius hippoglossoides,1987,370,6,131.9820359,-0.916666667,0.25,0.333333333
Reinhardtius hippoglossoides,1987,371,5,79.89808917,-0.42,0,0
Reinhardtius hippoglossoides,1987,372,14,69.11051213,0.121428571,0,0
Reinhardtius hippoglossoides,1987,384,6,75.11734694,0.466666667,0,0
Reinhardtius hippoglossoides,1987,385,9,132.3224756,-0.522222222,2.444444444,2.888888889
Reinhardtius hippoglossoides,1987,386,4,224.9126984,0.75,6.125,5.75
Reinhardtius hippoglossoides,1987,387,3,317.4313725,2.866666667,26.33333333,28.66666667
Reinhardtius hippoglossoides,1987,388,2,309.2592593,3.05,17.25,31
Reinhardtius hippoglossoides,1987,389,4,226.6386555,1.325,11.25,18.25
Reinhardtius hippoglossoides,1987,390,8,121.8125,-0.6125,1.0625,1
Reinhardtius hippoglossoides,1987,391,2,215.0632911,1.55,4.1,5.5
Reinhardtius hippoglossoides,1987,392,2,308.2891566,2.3,8.25,13.5
Reinhardtius hippoglossoides,1987,609,1,255.097561,-1,1.2,4
Reinhardtius hippoglossoides,1987,617,3,359.7676768,2.866666667,71.33333333,100.3333333
Reinhardtius hippoglossoides,1987,618,7,164.2362637,-0.514285714,0.071428571,0.285714286
Reinhardtius hippoglossoides,1987,619,9,167.7688679,NA,0.113333333,1.111111111
Reinhardtius hippoglossoides,1987,620,14,239.4574468,-0.042857143,5.958571429,16.35714286
Reinhardtius hippoglossoides,1987,621,11,251.3089888,0.209090909,8.790909091,47.27272727
Reinhardtius hippoglossoides,1987,622,3,431.4035088,2.966666667,207.12,298.6666667
Reinhardtius hippoglossoides,1987,623,1,348.0987654,2.6,425.5,620
Reinhardtius hippoglossoides,1987,624,5,267.4830918,1.88,4.28,6.4
Reinhardtius hippoglossoides,1987,625,6,334.7189542,2.9,47,122
Reinhardtius hippoglossoides,1987,626,6,342.4176471,NA,56.16666667,171
Reinhardtius hippoglossoides,1987,627,5,440.7552083,2.94,140.7,399.2
Reinhardtius hippoglossoides,1987,628,6,335.3650794,1.55,54.98333333,116.3333333
Reinhardtius hippoglossoides,1987,629,3,343.9789474,NA,79.66666667,205.3333333
Reinhardtius hippoglossoides,1987,630,4,358.2674419,2.525,57.375,163
Reinhardtius hippoglossoides,1987,631,7,446.0100503,NA,96.21428571,197
Reinhardtius hippoglossoides,1987,633,13,349.1159794,NA,14.59230769,26.69230769
Reinhardtius hippoglossoides,1987,634,11,254.1149826,1.654545455,8.154545455,17.90909091
Reinhardtius hippoglossoides,1987,635,6,237.752809,1.5,11.08333333,32.83333333
Reinhardtius hippoglossoides,1987,636,7,260.7598039,1.8,1.7,5.142857143
Reinhardtius hippoglossoides,1987,637,6,267.0714286,1.566666667,9.083333333,17.5
Reinhardtius hippoglossoides,1987,638,12,331.4475524,2.808333333,16.95833333,24.41666667
Reinhardtius hippoglossoides,1987,639,8,339.0459016,2.6,3.5,4.875
Reinhardtius hippoglossoides,1987,641,2,657.2962963,3.85,9.6,6
Reinhardtius hippoglossoides,1987,645,1,480.9651163,3.8,38,27
Reinhardtius hippoglossoides,1987,646,4,653.1428571,3.85,34.875,10.5
Reinhardtius hippoglossoides,1987,647,1,905,NA,0,0
Reinhardtius hippoglossoides,1987,650,2,486.0363636,NA,20.25,16
Reinhardtius hippoglossoides,1987,651,3,685.1014493,NA,25.83333333,14.33333333
Reinhardtius hippoglossoides,1987,652,3,886.9661017,NA,39.83333333,22
Reinhardtius hippoglossoides,1988,201,4,157.3267327,0.85,0.1275,0.5
Reinhardtius hippoglossoides,1988,202,4,250.6455696,NA,0.25,1.25
Reinhardtius hippoglossoides,1988,203,7,434.9714286,2.014285714,75.64285714,132.5714286
Reinhardtius hippoglossoides,1988,204,3,491.8425197,2.666666667,115.8333333,159
Reinhardtius hippoglossoides,1988,205,14,174.004065,NA,1.464285714,2.214285714
Reinhardtius hippoglossoides,1988,206,8,171.0827338,NA,1.525,4.75
Reinhardtius hippoglossoides,1988,207,12,161.3190789,0.183333333,0.033333333,0.666666667
Reinhardtius hippoglossoides,1988,208,4,350.8988764,2.7,69.25,88.75
Reinhardtius hippoglossoides,1988,209,3,246.5486726,NA,5.1,6.666666667
Reinhardtius hippoglossoides,1988,210,3,235.0251572,1.266666667,2.766666667,4.333333333
Reinhardtius hippoglossoides,1988,211,1,343.125,2.3,93.5,234
Reinhardtius hippoglossoides,1988,212,2,537,3.9,75.25,86
Reinhardtius hippoglossoides,1988,213,14,230.1811024,2.407142857,6.471428571,7.642857143
Reinhardtius hippoglossoides,1988,214,17,240.2453532,2.205882353,14.73529412,11.94117647
Reinhardtius hippoglossoides,1988,215,17,261.8274336,NA,7.83,9.882352941
Reinhardtius hippoglossoides,1988,216,2,345.2222222,3.35,3.5,7
Reinhardtius hippoglossoides,1988,217,3,437.443038,3.766666667,29.16666667,14
Reinhardtius hippoglossoides,1988,218,3,594.2808989,3.8,42.66666667,18.66666667
Reinhardtius hippoglossoides,1988,219,3,854.4428571,3.666666667,36.5,16
Reinhardtius hippoglossoides,1988,222,3,337.2954545,3.9,30.33333333,14
Reinhardtius hippoglossoides,1988,223,2,440.373494,3.85,63.5,32
Reinhardtius hippoglossoides,1988,224,2,579.1071429,3.8,63,29
Reinhardtius hippoglossoides,1988,227,4,448.8,3.675,46.875,43
Reinhardtius hippoglossoides,1988,228,7,252.7040498,3.042857143,4.214285714,6.285714286
